Date,Ticker,Ticker_name,Close,day_pr_low,day_pr_high,week_pr_low,week_pr_high,month_pr_low,month_pr_high,day_rr_ratio,week_rr_ratio,month_rr_ratio,gap_lt,gap_lt_avg,gap_lt_hi,gap_lt_lo,ST_Trend,st_avg,st_lo,st_hi,MT_Trend,mt_avg,mt_lo,mt_hi,LT_Trend,lt_avg,lt_lo,lt_hi,ST_Trend_Change,Z-Score Rank,Z-Score,Sharpe,Sharpe_avg,Sharpe_hi,Sharpe_low,Sharpe_Rank,prem_disc,prem_disc_avg,prem_disc_lo,prem_disc_hi,factor,model_score
2024-08-16,ORCL,ORACLE ,137.47,127.3,139.34,120.64,146.44,121.57,163.4,-2.4525139664804385,-1.8762541806020068,1.6308176100628928,-11.629999999999995,-26.70873333333333,-9.65128096396312,-43.76618570270354,-0.01229953,0.013333041100000002,-0.029894122610348902,0.0565602048103489,0.0176873,0.04392965366666664,-0.017331332276057723,0.105190639609391,0.05559023,0.08755933029900337,0.06456264386864358,0.11055601672936316,0.00399488,83.0,1.0,-3.2,-0.2446666666666665,4.517489567177482,-5.006822900510815,63.6,0.19312964711359837,-0.05851963663062545,-0.5053452077947732,0.3883059345335223,0.672985410119703,21.0
2024-08-19,ORCL,ORACLE ,137.92,128.69,141.05,125.68,151.15,121.57,163.4,-1.9076212471131564,1.0808823529411797,1.5584097859327233,-11.180000000000007,-26.70873333333333,-9.65128096396312,-43.76618570270354,-0.00934105,0.013333041100000002,-0.029894122610348902,0.0565602048103489,0.0177038,0.04392965366666664,-0.017331332276057723,0.105190639609391,0.05559023,0.08755933029900337,0.06456264386864358,0.11055601672936316,0.00295849,77.5,0.92,-3.6,-0.2446666666666665,4.517489567177482,-5.006822900510815,60.3,0.14678902799711357,-0.05851963663062545,-0.5053452077947732,0.3883059345335223,0.6744630803405547,41.0
2024-08-20,ORCL,ORACLE ,139.17,129.66,142.25,125.68,151.15,121.57,163.4,-1.8594104308389892,-1.1260434056761235,1.376704545454547,-9.930000000000007,-26.70873333333333,-9.65128096396312,-43.76618570270354,-0.00391307,0.013333041100000002,-0.029894122610348902,0.0565602048103489,0.0177038,0.04392965366666664,-0.017331332276057723,0.105190639609391,0.05559023,0.08755933029900337,0.06456264386864358,0.11055601672936316,0.00542798,74.0,0.83,-4.2,-0.2446666666666665,4.517489567177482,-5.006822900510815,50.0,0.1866516908274003,-0.05851963663062545,-0.5053452077947732,0.3883059345335223,0.6588905088529617,40.0
2024-08-21,ORCL,ORACLE ,140.2,130.97,143.58,125.68,151.15,121.57,163.4,-2.033653846153829,-1.3260273972602703,1.2453032742887828,-8.900000000000006,-26.70873333333333,-9.65128096396312,-43.76618570270354,-0.00328133,0.013333041100000002,-0.029894122610348902,0.0565602048103489,0.0177038,0.04392965366666664,-0.017331332276057723,0.105190639609391,0.05559023,0.08755933029900337,0.06456264386864358,0.11055601672936316,0.00063174,68.9,0.55,-2.3,-0.2446666666666665,4.517489567177482,-5.006822900510815,72.2,0.05202304064134111,-0.05851963663062545,-0.5053452077947732,0.3883059345335223,0.5509172444019447,34.0
2024-08-22,ORCL,ORACLE ,138.08,131.74,144.36,125.68,151.15,121.57,163.4,1.2395309882747032,1.0540322580645152,1.5336159903089015,-11.019999999999982,-26.70873333333333,-9.65128096396312,-43.76618570270354,-0.00085821,0.013333041100000002,-0.029894122610348902,0.0565602048103489,0.0177038,0.04392965366666664,-0.017331332276057723,0.105190639609391,0.05559023,0.08755933029900337,0.06456264386864358,0.11055601672936316,0.00242312,47.2,0.04,-2.9,-0.2446666666666665,4.517489567177482,-5.006822900510815,66.2,0.38155200864149186,-0.05851963663062545,-0.5053452077947732,0.3883059345335223,0.5544638526090567,34.0
2024-08-23,ORCL,ORACLE ,139.19,132.11,145.48,125.68,151.15,121.57,163.4,1.0610932475884238,-1.1295986622073564,1.3740068104426788,-9.909999999999997,-26.70873333333333,-9.65128096396312,-43.76618570270354,0.00301809,0.013333041100000002,-0.029894122610348902,0.0565602048103489,0.0177038,0.04392965366666664,-0.017331332276057723,0.105190639609391,0.05559023,0.08755933029900337,0.06456264386864358,0.11055601672936316,0.0038763,44.5,-0.03,-2.9,-0.2446666666666665,4.517489567177482,-5.006822900510815,65.8,0.31050260622338977,-0.05851963663062545,-0.5053452077947732,0.3883059345335223,0.3197429551415037,20.0
2024-08-26,ORCL,ORACLE ,138.9,132.97,145.79,129.29,153.45,121.57,163.4,1.5119617224880342,1.5140478668054071,1.413733410271205,-10.199999999999989,-26.70873333333333,-9.65128096396312,-43.76618570270354,0.01213781,0.013333041100000002,-0.029894122610348902,0.0565602048103489,0.0261722,0.04392965366666664,-0.017331332276057723,0.105190639609391,0.05559023,0.08755933029900337,0.06456264386864358,0.11055601672936316,0.00911972,36.6,-0.18,-2.8,-0.2446666666666665,4.517489567177482,-5.006822900510815,67.9,0.3535702508789993,-0.05851963663062545,-0.5053452077947732,0.3883059345335223,0.054887249447619316,3.0
2024-08-27,ORCL,ORACLE ,138.48,134.72,145.22,129.29,153.45,121.57,163.4,1.9751552795031104,1.6289445048966271,1.473684210526317,-10.620000000000005,-26.70873333333333,-9.65128096396312,-43.76618570270354,0.01645136,0.013333041100000002,-0.029894122610348902,0.0565602048103489,0.0261722,0.04392965366666664,-0.017331332276057723,0.105190639609391,0.05559023,0.08755933029900337,0.06456264386864358,0.11055601672936316,0.00431356,32.5,-0.34,-1.9,-0.2446666666666665,4.517489567177482,-5.006822900510815,76.2,0.3209986353454377,-0.05851963663062545,-0.5053452077947732,0.3883059345335223,-0.003910185738605652,-0.0
2024-08-28,ORCL,ORACLE ,137.88,135.26,144.84,129.29,153.45,121.57,163.4,3.235602094240847,1.8125727590221172,1.5646842427958312,-11.219999999999999,-26.70873333333333,-9.65128096396312,-43.76618570270354,0.02141408,0.013333041100000002,-0.029894122610348902,0.0565602048103489,0.0261722,0.04392965366666664,-0.017331332276057723,0.105190639609391,0.05559023,0.08755933029900337,0.06456264386864358,0.11055601672936316,0.00496272,16.4,-0.92,-3.8,-0.2446666666666665,4.517489567177482,-5.006822900510815,52.4,0.33923124700905016,-0.05851963663062545,-0.5053452077947732,0.3883059345335223,0.09405035955011162,6.0
2024-08-29,ORCL,ORACLE ,139.42,135.97,144.06,129.29,153.45,121.57,163.4,1.731958762886607,1.3849950641658448,1.3434173669467802,-9.680000000000007,-26.70873333333333,-9.65128096396312,-43.76618570270354,0.02286855,0.013333041100000002,-0.029894122610348902,0.0565602048103489,0.0261722,0.04392965366666664,-0.017331332276057723,0.105190639609391,0.05559023,0.08755933029900337,0.06456264386864358,0.11055601672936316,0.00145446,9.3,-1.79,-2.4,-0.2446666666666665,4.517489567177482,-5.006822900510815,69.0,0.5134585028692973,-0.05851963663062545,-0.5053452077947732,0.3883059345335223,0.06584851382580303,4.0
2024-08-30,ORCL,ORACLE ,141.29,136.51,144.46,129.29,153.45,121.57,163.4,-1.1328124999999976,1.013333333333333,1.1211967545638952,-7.810000000000002,-26.70873333333333,-9.65128096396312,-43.76618570270354,0.02296853,0.013333041100000002,-0.029894122610348902,0.0565602048103489,0.0261722,0.04392965366666664,-0.017331332276057723,0.105190639609391,0.05559023,0.08755933029900337,0.06456264386864358,0.11055601672936316,9.999e-05,5.8,-1.95,0.3,-0.2446666666666665,4.517489567177482,-5.006822900510815,82.6,0.43948475343475324,-0.05851963663062545,-0.5053452077947732,0.3883059345335223,0.041000000000000016,2.0
2024-09-03,ORCL,ORACLE ,139.5,136.94,145.13,130.17,155.19,125.49,181.87,2.6540084388185567,1.68167202572347,3.024268379728764,-36.31999999999999,-26.70873333333333,-9.65128096396312,-43.76618570270354,0.0222217,0.013333041100000002,-0.029894122610348902,0.0565602048103489,0.0287231,0.04392965366666664,-0.017331332276057723,0.105190639609391,0.09213645,0.08755933029900337,0.06456264386864358,0.11055601672936316,-0.00074684,2.5,-2.62,2.3,-0.2446666666666665,4.517489567177482,-5.006822900510815,85.2,0.6219400121886887,-0.05851963663062545,-0.5053452077947732,0.3883059345335223,0.3012365730760679,29.0
2024-09-04,ORCL,ORACLE ,140.75,137.13,145.79,130.17,155.19,125.49,181.87,1.5172413793103496,1.3648393194706976,2.6946264744429875,-35.06999999999999,-26.70873333333333,-9.65128096396312,-43.76618570270354,0.01912293,0.013333041100000002,-0.029894122610348902,0.0565602048103489,0.0287231,0.04392965366666664,-0.017331332276057723,0.105190639609391,0.09213645,0.08755933029900337,0.06456264386864358,0.11055601672936316,-0.00309877,0.8,-3.34,3.6,-0.2446666666666665,4.517489567177482,-5.006822900510815,90.0,1.2288433078680336,-0.05851963663062545,-0.5053452077947732,0.3883059345335223,0.24722228494060772,24.0
2024-09-05,ORCL,ORACLE ,142.61,137.27,146.03,130.17,155.19,125.49,181.87,-1.3509749303621328,1.0112540192926012,2.2932242990654177,-33.20999999999998,-26.70873333333333,-9.65128096396312,-43.76618570270354,0.01755682,0.013333041100000002,-0.029894122610348902,0.0565602048103489,0.0287231,0.04392965366666664,-0.017331332276057723,0.105190639609391,0.09213645,0.08755933029900337,0.06456264386864358,0.11055601672936316,-0.00156611,6.3,-2.53,6.4,-0.2446666666666665,4.517489567177482,-5.006822900510815,98.9,1.2589957160121599,-0.05851963663062545,-0.5053452077947732,0.3883059345335223,0.1490964444418629,14.0
2024-09-06,ORCL,ORACLE ,141.81,137.76,146.2,130.17,155.19,125.49,181.87,1.1277641277641306,1.1494845360824724,2.454656862745097,-34.00999999999999,-26.70873333333333,-9.65128096396312,-43.76618570270354,0.01606775,0.013333041100000002,-0.029894122610348902,0.0565602048103489,0.0287231,0.04392965366666664,-0.017331332276057723,0.105190639609391,0.09213645,0.08755933029900337,0.06456264386864358,0.11055601672936316,-0.00148907,8.6,-2.35,4.0,-0.2446666666666665,4.517489567177482,-5.006822900510815,92.6,1.4390103522095568,-0.05851963663062545,-0.5053452077947732,0.3883059345335223,0.2313848172437985,22.0
2024-09-09,ORCL,ORACLE ,139.89,137.74,146.4,131.0,178.07,125.49,181.87,3.3520408163265767,4.294713160854901,2.915277777777781,-35.93000000000001,-26.70873333333333,-9.65128096396312,-43.76618570270354,0.01477524,0.013333041100000002,-0.029894122610348902,0.0565602048103489,0.05633,0.04392965366666664,-0.017331332276057723,0.105190639609391,0.09213645,0.08755933029900337,0.06456264386864358,0.11055601672936316,-0.00129251,11.5,-2.0,0.4,-0.2446666666666665,4.517489567177482,-5.006822900510815,76.0,2.96903132746947,-0.05851963663062545,-0.5053452077947732,0.3883059345335223,0.43538771022758826,43.0
2024-09-10,ORCL,ORACLE ,155.89,137.93,146.46,131.0,178.07,125.49,181.87,-6.032362459546914,-1.1221821460775463,-1.1701308698999218,-19.930000000000007,-26.70873333333333,-9.65128096396312,-43.76618570270354,0.0315565,0.013333041100000002,-0.029894122610348902,0.0565602048103489,0.05633,0.04392965366666664,-0.017331332276057723,0.105190639609391,0.09213645,0.08755933029900337,0.06456264386864358,0.11055601672936316,0.01678126,99.2,2.03,4.4,-0.2446666666666665,4.517489567177482,-5.006822900510815,94.9,-0.3860389332905805,-0.05851963663062545,-0.5053452077947732,0.3883059345335223,-0.21401034957234025,-19.0
2024-09-11,ORCL,ORACLE ,157.18,137.25,158.98,131.0,178.07,125.49,181.87,-2.157894736842108,-1.2532312111057935,-1.2835155933576352,-18.639999999999986,-26.70873333333333,-9.65128096396312,-43.76618570270354,0.03721238,0.013333041100000002,-0.029894122610348902,0.0565602048103489,0.05633,0.04392965366666664,-0.017331332276057723,0.105190639609391,0.09213645,0.08755933029900337,0.06456264386864358,0.11055601672936316,0.00565588,96.3,1.8,4.2,-0.2446666666666665,4.517489567177482,-5.006822900510815,91.0,-0.4430293955205429,-0.05851963663062545,-0.5053452077947732,0.3883059345335223,-0.2014143875232412,-18.0
2024-09-12,ORCL,ORACLE ,161.38,139.96,165.16,131.0,178.07,125.49,181.87,-1.7352342158859475,-1.8202516476932296,-1.7515861395802823,-14.439999999999998,-26.70873333333333,-9.65128096396312,-43.76618570270354,0.04301763,0.013333041100000002,-0.029894122610348902,0.0565602048103489,0.05633,0.04392965366666664,-0.017331332276057723,0.105190639609391,0.09213645,0.08755933029900337,0.06456264386864358,0.11055601672936316,0.00580525,94.9,1.69,4.8,-0.2446666666666665,4.517489567177482,-5.006822900510815,97.1,0.16959185175774838,-0.05851963663062545,-0.5053452077947732,0.3883059345335223,0.004618758911401899,0.0
2024-09-13,ORCL,ORACLE ,162.03,144.34,171.2,131.0,178.07,125.49,181.87,1.6280788177339902,-1.9345386533665845,-1.841733870967742,-13.789999999999992,-26.70873333333333,-9.65128096396312,-43.76618570270354,0.05818034,0.013333041100000002,-0.029894122610348902,0.0565602048103489,0.05633,0.04392965366666664,-0.017331332276057723,0.105190639609391,0.09213645,0.08755933029900337,0.06456264386864358,0.11055601672936316,0.01516271,92.0,1.54,4.6,-0.2446666666666665,4.517489567177482,-5.006822900510815,95.2,-0.46614792361130786,-0.05851963663062545,-0.5053452077947732,0.3883059345335223,-0.2654674035160256,-25.0
2024-09-16,ORCL,ORACLE ,170.33,149.85,181.86,142.6,195.28,125.49,181.87,-1.076202373516554,-1.111422845691384,-3.8856152512998308,-5.489999999999981,-26.70873333333333,-9.65128096396312,-43.76618570270354,0.06567857,0.013333041100000002,-0.029894122610348902,0.0565602048103489,0.0542514,0.04392965366666664,-0.017331332276057723,0.105190639609391,0.09213645,0.08755933029900337,0.06456264386864358,0.11055601672936316,0.00749824,93.6,1.68,6.0,-0.2446666666666665,4.517489567177482,-5.006822900510815,97.2,-0.29964401648805616,-0.05851963663062545,-0.5053452077947732,0.3883059345335223,-0.555009400732382,-54.0
2024-09-17,ORCL,ORACLE ,167.47,153.1,186.34,142.6,195.28,125.49,181.87,1.9981933152664877,1.1182147165259348,-2.915277777777777,-8.349999999999994,-26.70873333333333,-9.65128096396312,-43.76618570270354,0.0691894,0.013333041100000002,-0.029894122610348902,0.0565602048103489,0.0542514,0.04392965366666664,-0.017331332276057723,0.105190639609391,0.09213645,0.08755933029900337,0.06456264386864358,0.11055601672936316,0.00351083,92.3,1.61,5.2,-0.2446666666666665,4.517489567177482,-5.006822900510815,95.4,-0.3980722123725182,-0.05851963663062545,-0.5053452077947732,0.3883059345335223,-0.49639214905862217,-47.0
2024-09-18,ORCL,ORACLE ,164.53,156.4,189.59,142.6,195.28,125.49,181.87,4.053435114503811,1.4021887824897397,-2.2514417531718567,-11.289999999999992,-26.70873333333333,-9.65128096396312,-43.76618570270354,0.07040219,0.013333041100000002,-0.029894122610348902,0.0565602048103489,0.0542514,0.04392965366666664,-0.017331332276057723,0.105190639609391,0.09213645,0.08755933029900337,0.06456264386864358,0.11055601672936316,0.00121279,89.6,1.55,4.1,-0.2446666666666665,4.517489567177482,-5.006822900510815,82.7,-0.39641196880012974,-0.05851963663062545,-0.5053452077947732,0.3883059345335223,-0.40377926813963716,-38.0
2024-09-19,ORCL,ORACLE ,167.59,157.98,191.08,142.6,195.28,125.49,181.87,2.5451388888888857,1.1080432172869144,-2.9481792717086837,-8.22999999999999,-26.70873333333333,-9.65128096396312,-43.76618570270354,0.07177417,0.013333041100000002,-0.029894122610348902,0.0565602048103489,0.0542514,0.04392965366666664,-0.017331332276057723,0.105190639609391,0.09213645,0.08755933029900337,0.06456264386864358,0.11055601672936316,0.00137198,84.9,1.41,4.5,-0.2446666666666665,4.517489567177482,-5.006822900510815,89.3,-0.4801081041474681,-0.05851963663062545,-0.5053452077947732,0.3883059345335223,-0.4578618681990546,-43.0
2024-09-20,ORCL,ORACLE ,168.0,158.95,189.58,142.6,195.28,125.49,181.87,2.3611764705882345,1.0740157480314958,-3.064888248017303,-7.819999999999993,-26.70873333333333,-9.65128096396312,-43.76618570270354,0.07168638,0.013333041100000002,-0.029894122610348902,0.0565602048103489,0.0542514,0.04392965366666664,-0.017331332276057723,0.105190639609391,0.09213645,0.08755933029900337,0.06456264386864358,0.11055601672936316,-8.778e-05,80.4,1.29,5.1,-0.2446666666666665,4.517489567177482,-5.006822900510815,93.9,-0.5014510835917914,-0.05851963663062545,-0.5053452077947732,0.3883059345335223,-0.48080925770523175,-46.0
2024-09-23,ORCL,ORACLE ,165.95,159.5,188.07,154.0,192.6,125.49,181.87,2.8453188602442423,2.2301255230125547,-2.541457286432158,-9.870000000000005,-26.70873333333333,-9.65128096396312,-43.76618570270354,0.06845043,0.013333041100000002,-0.029894122610348902,0.0565602048103489,0.053842,0.04392965366666664,-0.017331332276057723,0.105190639609391,0.09213645,0.08755933029900337,0.06456264386864358,0.11055601672936316,-0.00323596,79.3,1.15,4.4,-0.2446666666666665,4.517489567177482,-5.006822900510815,84.5,-0.5398015465969703,-0.05851963663062545,-0.5053452077947732,0.3883059345335223,-0.411369759629157,-41.0
2024-09-24,ORCL,ORACLE ,165.8,158.58,186.92,154.0,192.6,125.49,181.87,2.798913043478255,2.2711864406779623,-2.508400746733045,-10.019999999999982,-26.70873333333333,-9.65128096396312,-43.76618570270354,0.06676173,0.013333041100000002,-0.029894122610348902,0.0565602048103489,0.053842,0.04392965366666664,-0.017331332276057723,0.105190639609391,0.09213645,0.08755933029900337,0.06456264386864358,0.11055601672936316,-0.00168869,75.7,1.06,4.4,-0.2446666666666665,4.517489567177482,-5.006822900510815,83.9,-0.5068394401809094,-0.05851963663062545,-0.5053452077947732,0.3883059345335223,-0.40359608101972133,-40.0
2024-09-25,ORCL,ORACLE ,166.28,158.44,186.4,154.0,192.6,125.49,181.87,2.7510148849796985,2.1433224755700317,-2.616420782552918,-9.539999999999992,-26.70873333333333,-9.65128096396312,-43.76618570270354,0.06811483,0.013333041100000002,-0.029894122610348902,0.0565602048103489,0.053842,0.04392965366666664,-0.017331332276057723,0.105190639609391,0.09213645,0.08755933029900337,0.06456264386864358,0.11055601672936316,0.00135309,70.8,0.96,4.7,-0.2446666666666665,4.517489567177482,-5.006822900510815,90.8,-0.5105430164639313,-0.05851963663062545,-0.5053452077947732,0.3883059345335223,-0.42782151989010897,-43.0
2024-09-26,ORCL,ORACLE ,168.1,158.89,186.61,154.0,192.6,125.49,181.87,1.9741657696447814,1.7375886524822701,-3.0944081336238174,-7.719999999999999,-26.70873333333333,-9.65128096396312,-43.76618570270354,0.06755961,0.013333041100000002,-0.029894122610348902,0.0565602048103489,0.053842,0.04392965366666664,-0.017331332276057723,0.105190639609391,0.09213645,0.08755933029900337,0.06456264386864358,0.11055601672936316,-0.00055521,67.3,0.86,5.2,-0.2446666666666665,4.517489567177482,-5.006822900510815,95.1,-0.4656554648628273,-0.05851963663062545,-0.5053452077947732,0.3883059345335223,-0.4655915992182531,-47.0
2024-09-27,ORCL,ORACLE ,168.74,158.81,186.44,154.0,192.6,125.49,181.87,1.958019375672762,1.6187245590230646,-3.293983244478296,-7.079999999999984,-26.70873333333333,-9.65128096396312,-43.76618570270354,0.06821858,0.013333041100000002,-0.029894122610348902,0.0565602048103489,0.053842,0.04392965366666664,-0.017331332276057723,0.105190639609391,0.09213645,0.08755933029900337,0.06456264386864358,0.11055601672936316,0.00065896,65.2,0.77,5.0,-0.2446666666666665,4.517489567177482,-5.006822900510815,91.1,-0.451251865920561,-0.05851963663062545,-0.5053452077947732,0.3883059345335223,-0.45445951640505167,-45.0
2024-09-30,ORCL,ORACLE ,170.4,159.45,186.93,155.82,189.61,125.49,181.87,1.7324218749999967,1.3175582990397798,-3.9154315605928525,-5.4199999999999875,-26.70873333333333,-9.65128096396312,-43.76618570270354,0.06871683,0.013333041100000002,-0.029894122610348902,0.0565602048103489,0.0522218,0.04392965366666664,-0.017331332276057723,0.105190639609391,0.09213645,0.08755933029900337,0.06456264386864358,0.11055601672936316,0.00049825,63.8,0.7,4.9,-0.2446666666666665,4.517489567177482,-5.006822900510815,89.7,-0.4706148797898567,-0.05851963663062545,-0.5053452077947732,0.3883059345335223,-0.46498833724274546,-46.0
