Date,Ticker,Ticker_name,Category,Close,day_pct_change,week_pct_change,month_pct_change,quarter_pct_change,Sharpe_Rank,Sharpe_Rank_daily_change,Sharpe_Rank_wtd_change,Sharpe_Rank_mtd_change,Sharpe_Rank_qtd_change,MM_Score,MM_Score_daily_change,MM_Score_wtd_change,MM_Score_mtd_change,MM_Score_qtd_change,st_trend,mt_trend,lt_trend,st_trend_change,mt_trend_change,lt_trend_change,Tape_Bias,Volatility_Spread_Quadrant
2026-02-09,JBHT,"J. B. HUNT TRANSPORT SERVICES, INC.",Industrials,226.27,-0.0071958229125531625,-0.0071958229125531625,0.11617008681925811,0.1642996809714934,86.3,-6.400000000000006,-6.400000000000006,15.5,10.299999999999997,1.0,21.0,21.0,34.0,42.0,0.03410461,0.06282982,-0.01837224,0.00647766,0.00561886,0.00389955,Leaning Bullish,Crowded Short
2026-02-09,JBL,JABIL INC.,Information Technology,265.96,0.0298547918683445,0.0298547918683445,0.12129516421434294,0.16638891325322325,79.2,2.0,2.0,27.0,18.700000000000003,-2.0,60.0,60.0,-37.0,28.0,0.00071469,0.02300353,0.06212474,0.00299062,0.0158764,-0.00090672,Buy,Mean Reversion Upside Bias
2026-02-09,JCI,JOHNSON CONTROLS INTERNATIONAL PLC,Industrials,139.0,0.00980748274609522,0.00980748274609522,0.16552071105148403,0.16075156576200422,96.2,0.4000000000000057,0.4000000000000057,63.900000000000006,32.10000000000001,-37.0,-15.0,-15.0,-80.0,-66.0,0.06507096,0.02039218,0.08223802,0.00291438,-0.0071221,0.00831857,Neutral,Mean Reversion Upside Bias
2026-02-09,JKHY,"JACK HENRY & ASSOCIATES, INC.",Financials,171.56,-0.010383017997231292,-0.010383017997231292,-0.04268735003627033,-0.059842174484874944,15.7,-2.400000000000002,-2.400000000000002,-18.000000000000004,-70.6,66.0,43.0,43.0,38.0,90.0,-0.03786723,0.00447232,-0.00795419,-0.00053307,0.00281774,-0.00739855,Leaning Bullish,Mean Reversion Downside Bias
2026-02-09,JNJ,JOHNSON & JOHNSON,Health Care,238.64,-0.005625234384766142,-0.005625234384766142,0.050121012101210116,0.15312877506644118,99.8,0.0,0.0,6.0,62.699999999999996,3.0,11.0,11.0,26.0,-12.0,0.02525915,0.04854905,0.03255108,-0.00038478,0.00187877,0.00443628,Neutral,Mean Reversion Upside Bias
2026-02-09,JNK,SPDR BBG HIGH YIELD BD,Bonds,97.54,0.0014373716632443134,0.0014373716632443134,-0.0028624003271313647,0.0033947124781401605,25.8,2.1999999999999993,2.1999999999999993,-60.5,-12.499999999999996,7.0,0.0,0.0,47.0,34.0,-0.00167122,0.00521745,-0.00645887,6.913e-05,0.00209862,-0.00043211,Neutral,Crowded Short
2026-02-09,JPM,JPMORGAN CHASE & CO.,Financials,322.1,-0.0009305210918112428,-0.0009305210918112428,0.052992905946582125,-0.0003724163614922116,27.6,0.40000000000000213,0.40000000000000213,15.900000000000002,-28.9,-13.0,-17.0,-17.0,-57.0,-30.0,0.01043047,0.00453989,0.05341138,0.0031456,-0.00082077,-0.0040946,Neutral,Mean Reversion Downside Bias
2026-02-09,KDP,KEURIG DR PEPPER INC.,Consumer Staples,28.51,0.0035198873636044237,0.0035198873636044237,0.038994169096209896,0.017850767583005966,66.9,-2.6999999999999886,-2.6999999999999886,34.60000000000001,25.000000000000007,5.0,17.0,17.0,23.0,15.0,0.00378189,0.0067329,-0.01690694,0.00180573,0.00178114,0.00544265,Leaning Bullish,Crowded Short
2026-02-09,KEY,KEYCORP,Financials,23.01,-0.00861697544161999,-0.00861697544161999,0.06923791821561354,0.11482558139534893,81.5,1.9000000000000057,1.9000000000000057,13.400000000000006,-11.200000000000003,1.0,-4.0,-4.0,13.0,44.0,0.02495998,0.05860826,0.0348293,0.00167465,0.00266654,0.00484803,Leaning Bullish,Crowded Short
2026-02-09,KEYS,"KEYSIGHT TECHNOLOGIES, INC.",Information Technology,235.93,0.021563108898029926,0.021563108898029926,0.09060232052882178,0.16112997686894048,95.0,3.0999999999999943,3.0999999999999943,22.0,51.2,-2.0,32.0,32.0,4.0,-35.0,0.01943349,0.03637377,0.02480127,0.00060447,0.00368834,0.00779015,Leaning Bullish,Crowded Short
2026-02-09,KHC,THE KRAFT HEINZ COMPANY,Consumer Staples,24.58,-0.0024350649350650677,-0.0024350649350650677,0.035383319292333626,0.013608247422680408,87.9,-0.3999999999999915,-0.3999999999999915,24.60000000000001,59.900000000000006,-43.0,14.0,14.0,-76.0,-49.0,0.00460565,-0.01852159,-0.05732105,0.00161112,-0.00224938,0.00308419,Topping,Crowded Short
2026-02-09,KIM,KIMCO REALTY .,Real Estate,21.76,-0.0032065964269352154,-0.0032065964269352154,0.032258064516129226,0.07350764676862376,98.2,1.6000000000000085,1.6000000000000085,5.5,35.300000000000004,-56.0,-54.0,-54.0,-21.0,-51.0,0.01075265,-0.01212402,-0.00088813,-0.00071511,-0.02200138,0.00501233,Leaning Bearish,Crowded Short
2026-02-09,KKR,KKR & CO. INC.,Financials,107.29,0.03963178294573644,0.03963178294573644,-0.061001225275686966,-0.1583777847505491,9.3,2.000000000000001,2.000000000000001,-5.199999999999999,-57.2,-32.0,19.0,19.0,-34.0,2.0,-0.09656389,-0.04083806,0.01175718,0.00184046,-0.00582282,-0.02296971,Bottoming,Mean Reversion Downside Bias
2026-02-09,KLAC,KLA ,Information Technology,1440.16,-0.001933538930662837,-0.001933538930662837,0.008557782539882597,0.18523883201106117,39.5,-7.100000000000001,-7.100000000000001,-19.0,-2.3999999999999986,37.0,45.0,45.0,45.0,53.0,-0.03286444,0.06030346,0.10605421,-0.00494309,0.00923283,-0.00472705,Bottoming,Mean Reversion Downside Bias
2026-02-09,KMB,KIMBERLY-CLARK ,Consumer Staples,104.7,0.003546439183360617,0.003546439183360617,0.04710471047104714,0.03776390127862039,89.9,2.0,2.0,29.000000000000007,84.10000000000001,1.0,34.0,34.0,15.0,5.0,0.0132267,-0.00790676,-0.02874914,0.00120793,0.00577444,0.00016517,Buy,Crowded Short
2026-02-09,KMI,"KINDER MORGAN, INC.",Energy,30.99,0.01606557377049178,0.01606557377049178,0.016398819285011523,0.12731902510003645,99.8,0.3999999999999915,0.3999999999999915,0.7999999999999972,31.5,-33.0,-29.0,-29.0,-3.0,-2.0,0.0378052,0.03718524,0.08596157,0.00107242,-0.00219054,0.00646202,Neutral,Mean Reversion Downside Bias
2026-02-09,KO,THE COCA-COLA COMPANY,Consumer Staples,77.97,-0.013412628115905378,-0.013412628115905378,0.042240342200240644,0.11529108854241166,98.2,-1.2000000000000028,-1.2000000000000028,6.700000000000003,63.5,-23.0,-1.0,-1.0,14.0,-47.0,0.03339464,0.02460154,0.03781743,0.00109671,-0.00040966,0.00217548,Neutral,Mean Reversion Upside Bias
2026-02-09,KR,THE KROGER CO.,Consumer Staples,70.1,0.038518518518518396,0.038518518518518396,0.1153540175019887,0.12195902688860438,99.4,2.8000000000000114,2.8000000000000114,42.10000000000001,88.9,-20.0,23.0,23.0,-46.0,-46.0,0.03861288,-0.00150691,0.04708476,0.01088539,0.00678926,0.00345723,Leaning Bullish,Crowded Short
2026-02-09,KVUE,KENVUE INC.,Consumer Staples,18.18,0.0027578599007169746,0.0027578599007169746,0.04482758620689653,0.05391304347826087,98.6,4.799999999999997,4.799999999999997,40.099999999999994,22.599999999999994,-53.0,-18.0,-18.0,-26.0,-34.0,0.01758649,0.01597721,-0.03906716,0.00083692,-0.00371554,0.0070214,Topping,Crowded Short
2026-02-09,L,LOEWS ,Financials,110.9,-0.003325244899793245,-0.003325244899793245,0.05048782798143425,0.05308137878644015,89.9,0.8000000000000114,0.8000000000000114,56.800000000000004,68.7,1.0,-15.0,-15.0,-28.0,-26.0,0.02888949,0.0281195,0.04936622,0.00640631,0.0007889,0.0028324,Leaning Bullish,Crowded Short
2026-02-09,LDOS,"LEIDOS HOLDINGS, INC.",Industrials,194.58,0.00823876884812691,0.00823876884812691,0.03346080305927357,0.07860310421286032,26.0,-4.0,-4.0,-32.5,7.899999999999999,-38.0,-40.0,-40.0,-30.0,-45.0,-0.00404412,0.01577913,0.08407882,-0.00412906,-0.00066442,-0.0087239,Sell,Mean Reversion Upside Bias
2026-02-09,LEN,LENNAR ,Consumer Discretionary,114.08,0.0005262234695666557,0.0005262234695666557,0.04325560128029271,0.10972762645914402,37.9,-30.6,-30.6,-43.1,34.1,-47.0,-44.0,-44.0,31.0,-80.0,-0.01248025,-0.01838362,-0.02572877,0.00107833,-0.00175795,-0.00272147,Topping,Crowded Long
2026-02-09,LH,LABORATORY  OF AMERICA HOLDINGS,Health Care,274.01,-0.011507936507936467,-0.011507936507936467,0.009170595167943496,0.09219547193877542,96.6,-1.2000000000000028,-1.2000000000000028,5.5,92.39999999999999,-27.0,10.0,10.0,-25.0,-39.0,0.01660772,0.0128042,0.00837351,-0.00482242,-0.00024397,0.00446778,Neutral,Mean Reversion Upside Bias
2026-02-09,LHX,"L3HARRIS TECHNOLOGIES, INC.",Industrials,350.6,0.0026883258022079026,0.0026883258022079026,0.022604637596616683,0.19426371904486173,45.0,-10.0,-10.0,-38.099999999999994,-33.8,19.0,-7.0,-7.0,48.0,54.0,0.00448654,0.05963055,0.06345053,-6.029e-05,0.00183186,-0.00265657,Neutral,Mean Reversion Downside Bias
2026-02-09,LII,LENNOX INTERNATIONAL INC.,Industrials,529.29,-0.0013019359221103644,-0.0013019359221103644,0.0690999434434838,0.09001606326454947,62.5,-10.700000000000003,-10.700000000000003,-9.099999999999994,-4.0,-27.0,9.0,9.0,22.0,8.0,0.00211584,0.00132704,0.03007593,0.00195988,0.00438202,-0.00036439,Leaning Bullish,Mean Reversion Downside Bias
2026-02-09,LIN,LINDE PUBLIC LIMITED COMPANY,Materials,456.34,0.01807067642334448,0.01807067642334448,-0.0013786463006325578,0.07024085930720703,65.9,4.6000000000000085,4.6000000000000085,-29.5,-15.299999999999997,-33.0,-26.0,-26.0,10.0,-16.0,0.01090649,0.01309133,-0.00587385,-0.00384057,-0.00102389,0.00136654,Leaning Bearish,Crowded Short
2026-02-09,LLY,ELI LILLY AND COMPANY,Health Care,1044.67,-0.012767204067360982,-0.012767204067360982,0.007250638769705331,-0.027924591506308882,38.3,2.3999999999999986,2.3999999999999986,13.899999999999999,-20.200000000000003,-6.0,0.0,0.0,-6.0,4.0,0.00426432,0.01557939,0.04423786,0.00754069,-0.0171457,-0.02161788,Bottoming,Mean Reversion Downside Bias
2026-02-09,LMT,LOCKHEED MARTIN ,Industrials,638.29,0.02358959556111473,0.02358959556111473,0.006417331525338188,0.31968077408150175,85.9,-4.0,-4.0,-12.699999999999989,-9.5,-17.0,-27.0,-27.0,20.0,47.0,0.03804295,0.08102032,0.05109846,-0.00044347,0.00760474,-0.00218553,Neutral,Crowded Long
2026-02-09,LNT,ALLIANT ENERGY ,Utilities,66.9,0.0031488978857401317,0.0031488978857401317,0.015020482476103991,0.029072450392247262,73.2,11.900000000000006,11.900000000000006,15.100000000000001,60.300000000000004,-22.0,-59.0,-59.0,-59.0,-76.0,-0.00112396,0.01045174,0.03448736,-0.00262022,-0.00093261,0.0026726,Sell,Crowded Short
2026-02-09,LOW,"LOWE'S COMPANIES, INC.",Consumer Discretionary,276.89,-0.005352396005460225,-0.005352396005460225,0.03680820789335715,0.14815889865649368,67.3,-13.100000000000009,-13.100000000000009,-18.60000000000001,20.699999999999996,29.0,28.0,28.0,100.0,-16.0,-0.00175891,0.03422285,0.02504711,-0.00099887,0.00675767,-0.00207659,Leaning Bullish,Mean Reversion Upside Bias
2026-02-09,LQD,ISHARES:IBOXX $IG CORP,Bonds,110.56,0.0,0.0,-9.04404449668661e-05,0.003357836464288999,34.9,-15.899999999999999,-15.899999999999999,-17.300000000000004,16.799999999999997,3.0,0.0,0.0,8.0,1.0,-0.00126208,0.00238345,0.00324111,0.00046573,8.407e-05,-0.00013646,Neutral,Crowded Short
2026-02-09,LRCX,LAM RESEARCH ,Information Technology,229.28,-0.007488853296394038,-0.007488853296394038,-0.01790456609269253,0.3394088094403551,33.1,-17.1,-17.1,-52.800000000000004,-21.5,26.0,42.0,42.0,55.0,48.0,0.0006349,0.09669823,0.11659981,-0.00139813,0.01980831,0.00104122,Bottoming,Mean Reversion Downside Bias
2026-02-09,LULU,LULULEMON ATHLETICA INC.,Consumer Discretionary,175.68,0.0163725773792307,0.0163725773792307,0.006762177650429857,-0.15461238631442176,27.2,14.7,14.7,14.7,-58.7,-34.0,-21.0,-21.0,-59.0,45.0,-0.06375352,0.00482051,-0.09612187,0.00123439,-0.0007302,-0.00289327,Leaning Bearish,Mean Reversion Downside Bias
2026-02-09,LUV,SOUTHWEST AIRLINES CO.,Industrials,53.36,-0.016586804275709466,-0.016586804275709466,0.12289562289562284,0.2910718606339222,72.0,-6.799999999999997,-6.799999999999997,3.5,-17.099999999999994,-15.0,-6.0,-6.0,8.0,19.0,0.07459994,0.11122205,0.03645865,0.00400161,-0.00414805,5.3e-06,Leaning Bearish,Mean Reversion Downside Bias
2026-02-09,LVS,LAS VEGAS SANDS CORP.,Consumer Discretionary,57.18,-0.01072664359861586,-0.01072664359861586,0.08439218661103731,-0.1215240436318944,37.5,6.300000000000001,6.300000000000001,26.6,24.6,20.0,0.0,0.0,-2.0,-12.0,-0.02941751,-0.04887458,-0.02756834,0.00058174,-0.0152374,-0.01375195,Neutral,Mean Reversion Downside Bias
2026-02-09,LW,"LAMB WESTON HOLDINGS, INC.",Consumer Staples,50.66,0.010774142059058134,0.010774142059058134,0.10298279991291093,0.20935784196705653,99.8,0.0,0.0,4.799999999999997,87.7,-9.0,0.0,0.0,-21.0,-9.0,0.04421521,-0.03472395,-0.12721579,0.00114334,0.01916634,0.00110829,Buy,Mean Reversion Upside Bias
2026-02-09,LYB,LYONDELLBASELL INDUSTRIES NV,Materials,55.47,0.006715063520871034,0.006715063520871034,0.13204081632653053,0.2810623556581986,87.9,-1.1999999999999886,-1.1999999999999886,-2.799999999999997,64.7,-47.0,10.0,10.0,34.0,-87.0,0.01627437,0.06408559,-0.10214258,-0.00064256,0.00329036,0.00984831,Neutral,Mean Reversion Downside Bias
2026-02-09,LYV,"LIVE NATION ENTERTAINMENT, INC.",Communication Services,147.91,0.0501988071570576,0.0501988071570576,0.016913028532141716,0.03796491228070176,46.2,19.200000000000003,19.200000000000003,-2.5999999999999943,-35.0,15.0,-5.0,-5.0,18.0,55.0,-0.01742608,0.00143027,0.02481764,0.00728344,0.0065123,-0.00351776,Buy,Crowded Short
2026-02-09,MA,MASTERCARD INC..,Financials,535.33,-0.02443780296679665,-0.02443780296679665,-0.006421796989550477,-0.06227228139013441,12.5,-8.7,-8.7,-6.699999999999999,-59.3,18.0,14.0,14.0,43.0,54.0,0.00389232,-0.00853438,0.00155649,-0.00197669,-0.00033735,-0.005475,Neutral,Mean Reversion Downside Bias
2026-02-09,MAA,"MID-AMERICA APARTMENT COMMUNITIES, INC.",Real Estate,133.58,0.01097404071747543,0.01097404071747543,-0.005361131794489937,-0.03837016773450419,48.2,19.000000000000004,19.000000000000004,16.700000000000003,-30.599999999999994,8.0,-8.0,-8.0,-66.0,20.0,-0.00764388,0.00515898,0.00991366,-0.00198941,0.00335617,0.0010879,Bottoming,Crowded Short
2026-02-09,MAR,"MARRIOTT INTERNATIONAL, INC.",Consumer Discretionary,331.21,-0.006091705677589765,-0.006091705677589765,0.0504598794798603,0.06759283135636918,45.4,-13.5,-13.5,-2.200000000000003,-10.399999999999999,-3.0,16.0,16.0,-13.0,7.0,0.0044269,0.02797115,0.02153158,0.0003426,0.03062232,-0.00257575,Neutral,Crowded Short
2026-02-09,MAS,MASCO ,Industrials,71.61,-0.01729106628242083,-0.01729106628242083,0.08352246935996366,0.12842735581468645,64.1,-20.200000000000003,-20.200000000000003,-5.1000000000000085,16.699999999999996,-27.0,-10.0,-10.0,6.0,-33.0,0.00882003,0.02244693,-0.01813315,0.00202082,0.00511047,-0.00426414,Leaning Bullish,Mean Reversion Downside Bias
2026-02-09,MCD,MCDONALD'S ,Consumer Discretionary,325.6,-0.0047683090842400855,-0.0047683090842400855,0.03365079365079371,0.06534044432810915,98.6,0.3999999999999915,0.3999999999999915,13.899999999999991,38.099999999999994,-26.0,0.0,0.0,14.0,-18.0,0.02029682,0.02173562,0.01344715,0.00060479,0.00168716,0.00277845,Leaning Bullish,Mean Reversion Upside Bias
2026-02-09,MCHI,ISHARES:MSCI CHINA,Foreign,61.97,0.004864601913409983,0.004864601913409983,-0.0068910256410256165,0.03162976527384709,33.1,3.900000000000002,3.900000000000002,-20.699999999999996,22.200000000000003,52.0,-2.0,-2.0,51.0,5.0,-0.00923556,-0.00915865,0.0775917,0.00363213,-0.00074794,0.00243425,Bottoming,Crowded Short
2026-02-09,MCHP,MICROCHIP TECHNOLOGY INC.,Information Technology,74.41,-0.021049861860281682,-0.021049861860281682,-0.01988935721812446,0.16776522284996864,41.5,-13.899999999999999,-13.899999999999999,-37.3,-31.299999999999997,26.0,36.0,36.0,79.0,110.0,0.0114352,0.08628793,-0.07014549,-0.00296779,0.00653495,0.0075446,Neutral,Mean Reversion Upside Bias
2026-02-09,MCK,MCKESSON ,Health Care,962.32,0.014377872412193904,0.014377872412193904,0.15773390599246873,0.17314608248302443,74.8,0.3999999999999915,0.3999999999999915,33.699999999999996,49.599999999999994,-43.0,0.0,0.0,-78.0,-51.0,0.05005723,0.02004614,0.06857465,0.00278968,-0.01167879,0.00289291,Neutral,Mean Reversion Downside Bias
2026-02-09,MCO,MOODY'S ,Financials,449.47,-0.0066741806448761265,-0.0066741806448761265,-0.12819070525254073,-0.12015268669863954,2.2,-0.3999999999999999,-0.3999999999999999,-46.4,-83.3,0.0,0.0,0.0,49.0,50.0,-0.06369455,-0.01903108,-0.00577949,-0.00411528,0.03033983,-0.00824713,Bottoming,Mean Reversion Downside Bias
2026-02-09,MDLZ,"MONDELEZ INTERNATIONAL, INC.",Consumer Staples,60.73,0.011829390203265566,0.011829390203265566,0.03865230032495304,0.12818131153631795,97.4,2.4000000000000057,2.4000000000000057,5.1000000000000085,81.30000000000001,-53.0,27.0,27.0,-26.0,-128.0,0.02039459,0.00046777,-0.03900605,-0.00197422,0.00072077,-0.00267293,Topping,Mean Reversion Upside Bias
2026-02-09,MDT,MEDTRONIC PUBLIC LIMITED COMPANY,Health Care,101.65,-0.012147716229348848,-0.012147716229348848,-0.012723387723387658,0.058192796169061145,77.8,-2.0,-2.0,-7.700000000000003,74.0,14.0,5.0,5.0,28.0,-9.0,0.01732352,0.03389314,0.00827576,-0.0003502,-0.00560903,-8.264e-05,Neutral,Mean Reversion Upside Bias
2026-02-09,MDY,SPDR S&P MIDCAP 400 ETF,Sector & Style ETFs,655.67,0.0005340902154671312,0.0005340902154671312,0.044775881574963705,0.0868419307784114,74.4,-9.899999999999991,-9.899999999999991,-7.5,24.60000000000001,-28.0,-11.0,-11.0,9.0,3.0,0.00323375,0.011104,3.99e-05,-0.0006948,0.00197075,0.00010925,Neutral,Crowded Short
2026-02-09,MET,"METLIFE, INC.",Financials,76.28,-0.0013092432573971191,-0.0013092432573971191,-0.03296146044624737,-0.033696478337978175,31.7,1.3000000000000007,1.3000000000000007,-22.900000000000002,-48.3,-13.0,-40.0,-40.0,-8.0,53.0,0.0038514,0.01073897,-0.01671495,0.00080229,-0.00089998,-0.00013552,Leaning Bearish,Mean Reversion Downside Bias
2026-02-09,META,"META PLATFORMS, INC.",Communication Services,677.22,0.023826081698061774,0.023826081698061774,-0.05482205163991627,0.025951006680907218,57.3,3.0999999999999943,3.0999999999999943,-10.400000000000006,3.8999999999999986,-12.0,-17.0,-17.0,16.0,9.0,0.02465743,0.03401532,0.03176796,6.67e-06,0.00194971,-0.02506348,Neutral,Mean Reversion Downside Bias
2026-02-09,MGM,MGM RESORTS INTERNATIONAL,Consumer Discretionary,38.06,0.015204054414510448,0.015204054414510448,0.13476446034585576,0.04302548643463955,77.2,7.200000000000003,7.200000000000003,60.300000000000004,10.299999999999997,-63.0,-43.0,-43.0,-94.0,-43.0,0.03265891,0.02589701,-0.04866559,0.00168349,-0.00311348,-0.00108391,Topping,Mean Reversion Downside Bias
2026-02-09,MKC,"MCCORMICK & COMPANY, INC.",Consumer Staples,67.83,0.006081281518837134,0.006081281518837134,0.09704027171276075,-0.004110996916752319,63.3,-0.7999999999999972,-0.7999999999999972,51.4,-26.60000000000001,-17.0,-16.0,-16.0,-72.0,3.0,-0.00807311,-0.01920529,-0.01155959,0.00352242,-0.00090579,-0.00051983,Neutral,Mean Reversion Downside Bias
2026-02-09,MLM,"MARTIN MARIETTA MATERIALS, INC.",Materials,695.73,0.00830434782608691,0.00830434782608691,0.06715238898688547,0.11735136350496256,66.1,-18.200000000000003,-18.200000000000003,1.5999999999999943,4.3999999999999915,-84.0,-34.0,-34.0,-73.0,-128.0,0.01874079,0.02192343,0.01805956,0.00457637,-0.00279124,-0.00636088,Leaning Bearish,Crowded Long
2026-02-09,MMM,3M COMPANY,Industrials,170.28,-0.013727193744569988,-0.013727193744569988,0.11177853225385226,0.06358525921299196,60.1,-6.800000000000004,-6.800000000000004,40.1,59.9,-17.0,-24.0,-24.0,-5.0,-52.0,-0.01498187,-0.02387889,0.07189989,0.00515762,-0.02515858,-0.00223937,Neutral,Mean Reversion Downside Bias
2026-02-09,MNST,MONSTER BEVERAGE ,Consumer Staples,80.9,-0.019869154349406393,-0.019869154349406393,0.0017335314512134659,0.055171514281987744,55.0,-31.299999999999997,-31.299999999999997,-11.900000000000006,6.0,24.0,11.0,11.0,7.0,25.0,0.01706967,0.04034638,0.01559884,-0.00283246,-0.00093231,0.0015817,Leaning Bearish,Crowded Short
2026-02-09,MO,"ALTRIA GROUP, INC.",Consumer Staples,64.4,-0.015290519877675823,-0.015290519877675823,0.03887723826423617,0.116892126257371,83.1,-8.200000000000003,-8.200000000000003,7.099999999999994,63.89999999999999,-33.0,-27.0,-27.0,-10.0,-47.0,0.01216382,0.02209857,0.06381952,-0.00319341,-0.0037068,0.00478699,Sell,Mean Reversion Downside Bias
2026-02-09,MOH,"MOLINA HEALTHCARE, INC.",Health Care,127.53,-0.031809899787427875,-0.031809899787427875,-0.2898825101620357,-0.2651261956897545,16.1,-1.7999999999999972,-1.7999999999999972,-40.1,-83.69999999999999,45.0,23.0,23.0,48.0,98.0,-0.11809241,-0.03323597,-0.13980957,-0.04366648,0.03652112,-0.01842254,Neutral,Mean Reversion Downside Bias
2026-02-09,MOS,THE MOSAIC COMPANY,Materials,29.56,0.03356643356643341,0.03356643356643341,0.07490909090909081,0.2270651722706516,84.3,13.899999999999991,13.899999999999991,-1.6000000000000085,38.099999999999994,1.0,11.0,11.0,35.0,-26.0,0.01656782,0.03497121,-0.03298972,0.00809421,0.00789384,0.01401908,Leaning Bullish,Crowded Short
2026-02-09,MP,MP MATERIALS CORP,MR Discretion,62.8,0.02513875285667644,0.02513875285667644,0.06857240088480498,0.24307205067300064,42.1,2.8000000000000043,2.8000000000000043,-20.0,36.300000000000004,14.0,-2.0,-2.0,5.0,-9.0,-0.04040345,0.02240292,0.1277467,-0.00101689,0.00110944,0.00955405,Bottoming,Mean Reversion Downside Bias
2026-02-09,MPC,MARATHON PETROLEUM ,Energy,204.26,0.006206896551724128,0.006206896551724128,0.15931664680174817,0.25597983151939974,85.1,2.799999999999997,2.799999999999997,9.5,84.5,-40.0,-41.0,-41.0,-5.0,-20.0,0.02965872,-0.00519255,0.00092912,0.00606746,-0.01341243,0.00125548,Neutral,Mean Reversion Upside Bias
2026-02-09,MPWR,"MONOLITHIC POWER SYSTEMS, INC.",Information Technology,1206.18,-0.019222325218324565,-0.019222325218324565,0.0729706889649957,0.33079571031378263,96.6,-2.8000000000000114,-2.8000000000000114,0.0,88.1,-2.0,14.0,14.0,0.0,31.0,0.05375417,0.06961465,0.06177991,-0.00106112,0.00855701,-0.00216428,Leaning Bullish,Crowded Short
2026-02-09,MRK,"MERCK & CO., INC.",Health Care,117.65,-0.03510210776675138,-0.03510210776675138,0.06692663462410464,0.11770853125593761,72.8,-14.700000000000003,-14.700000000000003,-2.0,-2.4000000000000057,-37.0,-20.0,-20.0,-9.0,-2.0,0.03305108,0.06700766,-0.02646972,0.00021325,-0.00760514,0.00135664,Neutral,Mean Reversion Downside Bias
2026-02-09,MRNA,"MODERNA, INC.",Health Care,41.95,0.022921238722263038,0.022921238722263038,-0.04810528704334005,0.4225161071549679,76.0,2.4000000000000057,2.4000000000000057,-16.700000000000003,-15.5,15.0,4.0,4.0,52.0,62.0,0.01982432,0.16474287,-0.08513355,-0.01113053,-0.0038985,-0.00612904,Leaning Bearish,Crowded Short
2026-02-09,MRSH,"MARSH & MCLENNAN COMPANIES, INC.",Financials,171.14,-0.0750689077446901,-0.0750689077446901,-0.09059992560709929,-0.07751185855972409,23.6,-27.0,-27.0,-38.9,-42.1,25.0,63.0,63.0,43.0,82.0,-0.00812813,-0.0082231,-0.00446396,-0.02058899,-0.01625632,-0.00320425,Leaning Bearish,Mean Reversion Downside Bias
2026-02-09,MS,MORGAN STANLEY,Financials,182.35,0.013280729050900053,0.013280729050900053,-0.002461706783369877,0.02715034078747247,21.2,1.5999999999999979,1.5999999999999979,-15.500000000000004,-39.3,16.0,24.0,24.0,-3.0,-8.0,-0.00978454,0.01981773,0.0648739,-0.00210484,-0.00025776,-0.00196877,Neutral,Mean Reversion Downside Bias
2026-02-09,MSCI,MSCI INC.,Financials,559.39,0.0028864426834953605,0.0028864426834953605,-0.08179311250451404,-0.024994335314520777,33.7,4.300000000000004,4.300000000000004,-52.599999999999994,-64.1,26.0,13.0,13.0,126.0,72.0,-0.01359355,0.0171111,-0.01499812,-0.00475781,0.01897501,0.00106751,Neutral,Mean Reversion Downside Bias
2026-02-09,MSFT,MICROSOFT ,Information Technology,413.6,0.03106147479682919,0.03106147479682919,-0.03878779427827739,-0.14478309416484014,12.9,7.5,7.5,-2.4000000000000004,-25.6,85.0,58.0,58.0,63.0,111.0,-0.04917703,-0.03303098,0.00348391,0.00284605,0.00386898,-0.01430022,Buy,Mean Reversion Downside Bias
2026-02-09,MSI,"MOTOROLA SOLUTIONS, INC.",Information Technology,422.59,0.0009711497465534347,0.0009711497465534347,0.04980871466189685,0.10244704163623086,98.2,-0.3999999999999915,-0.3999999999999915,11.5,29.400000000000006,-56.0,-13.0,-13.0,-20.0,-49.0,0.0229414,0.01654633,0.03294295,-0.00420365,0.00990776,0.00287959,Neutral,Mean Reversion Upside Bias
2026-02-09,MTB,M&T BANK ,Financials,236.25,-0.007394647283727518,-0.007394647283727518,0.06625445683079834,0.17257296009529477,95.4,0.8000000000000114,0.8000000000000114,3.1000000000000085,13.700000000000003,-11.0,-9.0,-9.0,43.0,34.0,0.04060647,0.0469497,0.05669023,0.00474182,-0.00438727,0.00752553,Bottoming,Crowded Short
2026-02-09,MTCH,"MATCH GROUP, INC.",Communication Services,32.59,0.030350932658868235,0.030350932658868235,0.04622792937399689,0.009290802105915263,57.3,13.799999999999997,13.799999999999997,30.9,45.4,-38.0,-10.0,-10.0,-90.0,-69.0,-0.01214382,-0.01140662,-0.02988259,0.00297261,-0.00760901,-0.0052157,Leaning Bearish,Mean Reversion Downside Bias
2026-02-09,MTD,METTLER-TOLEDO INTERNATIONAL INC.,Health Care,1380.88,0.005321898410710846,0.005321898410710846,0.005563484897031845,-0.009546761919107083,5.4,-5.299999999999999,-5.299999999999999,-28.1,-11.1,15.0,1.0,1.0,-11.0,-47.0,-0.02828941,0.0009165,0.00595344,-0.00031409,-0.00335532,-0.00410871,Neutral,Crowded Short
