Date,Ticker,Z-Score,Z-Score_avg,Z-Score_hi,Z-Score_lo
2025-12-05,FDS,1.15,0.93,1.24,0.62
2025-12-04,FDX,0.71,0.34,0.87,-0.2
2025-12-05,FDX,-0.04,0.34,0.87,-0.2
2025-12-04,FE,0.71,0.39,0.84,-0.05
2025-12-05,FE,0.08,0.39,0.84,-0.05
2025-12-04,FFIV,-0.71,0.21,1.52,-1.09
2025-12-05,FFIV,1.14,0.21,1.52,-1.09
2025-12-04,FICO,-0.71,-0.19,0.53,-0.92
2025-12-05,FICO,0.32,-0.19,0.53,-0.92
2025-12-04,FIS,-0.71,-0.5,-0.19,-0.8
2025-12-05,FIS,-0.28,-0.5,-0.19,-0.8
2025-12-04,FISV,0.71,-0.2,1.09,-1.49
2025-12-05,FISV,-1.11,-0.2,1.09,-1.49
2025-12-04,FITB,-0.71,-0.7,-0.67,-0.72
2025-12-05,FITB,-0.68,-0.7,-0.67,-0.72
2025-12-04,FOXA,0.71,0.51,0.79,0.23
2025-12-05,FOXA,0.31,0.51,0.79,0.23
2025-12-04,FRO,0.71,0.52,0.79,0.24
2025-12-05,FRO,0.32,0.52,0.79,0.24
2025-12-04,FRT,-0.71,-0.78,-0.68,-0.88
2025-12-05,FRT,-0.85,-0.78,-0.68,-0.88
2025-12-04,FSLR,0.71,-0.21,1.09,-1.52
2025-12-05,FSLR,-1.14,-0.21,1.09,-1.52
2025-12-04,FTI,-0.71,-0.75,-0.7,-0.79
2025-12-05,FTI,-0.78,-0.75,-0.7,-0.79
2025-12-04,FTNT,0.71,0.32,0.87,-0.22
2025-12-05,FTNT,-0.06,0.32,0.87,-0.22
2025-12-04,FTV,0.71,0.57,0.77,0.38
2025-12-05,FTV,0.44,0.57,0.77,0.38
2025-12-04,FVX,0.71,0.55,0.78,0.32
2025-12-05,FVX,0.39,0.55,0.78,0.32
2025-12-04,FXA,0.71,0.42,0.83,-0.0
2025-12-05,FXA,0.12,0.42,0.83,-0.0
2025-12-04,FXB,-0.71,-0.87,-0.64,-1.1
2025-12-05,FXB,-1.03,-0.87,-0.64,-1.1
2025-12-04,FXC,0.71,0.92,1.2,0.63
2025-12-05,FXC,1.12,0.92,1.2,0.63
2025-12-04,FXE,0.71,0.51,0.79,0.23
2025-12-05,FXE,0.31,0.51,0.79,0.23
2025-12-04,FXY,-0.71,-0.77,-0.69,-0.85
2025-12-05,FXY,-0.83,-0.77,-0.69,-0.85
2025-12-04,GD,-0.71,0.22,1.54,-1.1
2025-12-05,GD,1.15,0.22,1.54,-1.1
2025-12-04,GDDY,-0.71,0.21,1.51,-1.09
2025-12-05,GDDY,1.13,0.21,1.51,-1.09
2025-12-04,GDX,0.71,0.39,0.84,-0.06
2025-12-05,GDX,0.07,0.39,0.84,-0.06
2025-12-04,GDXJ,0.71,0.45,0.82,0.08
2025-12-05,GDXJ,0.19,0.45,0.82,0.08
2025-12-04,GE,0.71,0.92,1.2,0.63
2025-12-05,GE,1.12,0.92,1.2,0.63
2025-12-04,GEHC,0.71,0.43,0.83,0.02
2025-12-05,GEHC,0.14,0.43,0.83,0.02
2025-12-04,GEN,-0.71,-0.86,-0.65,-1.06
2025-12-05,GEN,-1.0,-0.86,-0.65,-1.06
2025-12-04,GEOS,-0.71,-0.68,-0.64,-0.72
2025-12-05,GEOS,-0.65,-0.68,-0.64,-0.72
2025-12-04,GEV,-0.71,-0.71,-0.71,-0.71
2025-12-05,GEV,-0.71,-0.71,-0.71,-0.71
2025-12-04,GGB,-0.71,0.21,1.52,-1.09
2025-12-05,GGB,1.14,0.21,1.52,-1.09
2025-12-04,GILD,0.71,0.43,0.83,0.03
2025-12-05,GILD,0.15,0.43,0.83,0.03
2025-12-04,GIS,-0.71,-0.77,-0.69,-0.85
2025-12-05,GIS,-0.83,-0.77,-0.69,-0.85
2025-12-04,GL,-0.71,0.21,1.51,-1.09
2025-12-05,GL,1.13,0.21,1.51,-1.09
2025-12-04,GLATF,0.71,0.92,1.22,0.62
2025-12-05,GLATF,1.13,0.92,1.22,0.62
2025-12-04,GLD,-0.71,-0.92,-0.62,-1.22
2025-12-05,GLD,-1.13,-0.92,-0.62,-1.22
2025-12-04,GLW,0.71,0.35,0.86,-0.16
2025-12-05,GLW,-0.01,0.35,0.86,-0.16
2025-12-04,GM,0.71,-0.22,1.1,-1.54
2025-12-05,GM,-1.15,-0.22,1.1,-1.54
2025-12-04,GNK,-0.71,-0.68,-0.64,-0.72
2025-12-05,GNK,-0.65,-0.68,-0.64,-0.72
2025-12-04,GNRC,-0.71,0.21,1.51,-1.09
2025-12-05,GNRC,1.13,0.21,1.51,-1.09
2025-12-04,GOOGL,0.71,0.54,0.78,0.31
2025-12-05,GOOGL,0.38,0.54,0.78,0.31
2025-12-04,GPC,-0.71,-0.9,-0.63,-1.17
2025-12-05,GPC,-1.09,-0.9,-0.63,-1.17
2025-12-04,GPN,0.71,0.75,0.81,0.69
2025-12-05,GPN,0.79,0.75,0.81,0.69
2025-12-04,GREK,-0.71,-0.77,-0.69,-0.85
2025-12-05,GREK,-0.83,-0.77,-0.69,-0.85
2025-12-04,GRMN,-0.71,-0.88,-0.64,-1.12
2025-12-05,GRMN,-1.05,-0.88,-0.64,-1.12
2025-12-04,GS,-0.71,-0.86,-0.65,-1.07
2025-12-05,GS,-1.01,-0.86,-0.65,-1.07
2025-12-04,GWW,0.71,0.45,0.82,0.09
2025-12-05,GWW,0.2,0.45,0.82,0.09
2025-12-04,HAL,-0.71,-0.25,0.4,-0.9
2025-12-05,HAL,0.21,-0.25,0.4,-0.9
2025-12-04,HAS,-0.71,-0.77,-0.68,-0.87
2025-12-05,HAS,-0.84,-0.77,-0.68,-0.87
2025-12-04,HBAN,-0.71,-0.44,-0.05,-0.82
2025-12-05,HBAN,-0.16,-0.44,-0.05,-0.82
2025-12-04,HCA,-0.71,-0.93,-0.62,-1.24
2025-12-05,HCA,-1.15,-0.93,-0.62,-1.24
2025-12-04,HD,0.71,0.28,0.89,-0.33
2025-12-05,HD,-0.15,0.28,0.89,-0.33
2025-12-04,HIG,-0.71,-0.5,-0.19,-0.8
2025-12-05,HIG,-0.28,-0.5,-0.19,-0.8
2025-12-04,HII,0.71,0.9,1.17,0.63
2025-12-05,HII,1.09,0.9,1.17,0.63
2025-12-04,HLT,0.71,0.56,0.77,0.36
2025-12-05,HLT,0.42,0.56,0.77,0.36
2025-12-04,HLX,-0.71,0.21,1.52,-1.09
2025-12-05,HLX,1.14,0.21,1.52,-1.09
2025-12-04,HOLX,0.71,0.08,0.97,-0.81
2025-12-05,HOLX,-0.55,0.08,0.97,-0.81
2025-12-04,HON,0.71,0.13,0.95,-0.69
2025-12-05,HON,-0.45,0.13,0.95,-0.69
2025-12-04,HOOD,-0.71,0.2,1.47,-1.08
2025-12-05,HOOD,1.1,0.2,1.47,-1.08
2025-12-04,HPE,0.71,0.18,0.93,-0.58
2025-12-05,HPE,-0.36,0.18,0.93,-0.58
2025-12-04,HPQ,-0.71,-0.61,-0.47,-0.75
2025-12-05,HPQ,-0.51,-0.61,-0.47,-0.75
2025-12-04,HRL,0.71,0.45,0.82,0.09
2025-12-05,HRL,0.2,0.45,0.82,0.09
2025-12-04,HSIC,-0.71,-0.79,-0.68,-0.9
2025-12-05,HSIC,-0.87,-0.79,-0.68,-0.9
2025-12-04,HST,0.71,0.56,0.77,0.36
2025-12-05,HST,0.42,0.56,0.77,0.36
2025-12-04,HSY,0.71,0.55,0.77,0.34
2025-12-05,HSY,0.4,0.55,0.77,0.34
2025-12-04,HUBB,0.71,0.5,0.8,0.2
2025-12-05,HUBB,0.29,0.5,0.8,0.2
2025-12-04,HUM,-0.71,-0.91,-0.63,-1.18
2025-12-05,HUM,-1.1,-0.91,-0.63,-1.18
2025-12-04,HWM,0.71,0.74,0.77,0.7
2025-12-05,HWM,0.76,0.74,0.77,0.7
2025-12-04,HYD,-0.71,-0.83,-0.66,-0.99
2025-12-05,HYD,-0.94,-0.83,-0.66,-0.99
2025-12-04,HYG,-0.71,0.11,1.27,-1.05
2025-12-05,HYG,0.93,0.11,1.27,-1.05
2025-12-04,IBKR,-0.71,0.16,1.38,-1.07
2025-12-05,IBKR,1.02,0.16,1.38,-1.07
2025-12-04,IBM,0.71,0.27,0.89,-0.36
2025-12-05,IBM,-0.18,0.27,0.89,-0.36
2025-12-04,ICE,-0.71,-0.82,-0.67,-0.96
2025-12-05,ICE,-0.92,-0.82,-0.67,-0.96
2025-12-04,ICL,-0.71,-0.76,-0.69,-0.82
2025-12-05,ICL,-0.8,-0.76,-0.69,-0.82
2025-12-04,IDXX,-0.71,-0.89,-0.64,-1.13
2025-12-05,IDXX,-1.06,-0.89,-0.64,-1.13
2025-12-04,IEF,0.71,0.57,0.77,0.37
2025-12-05,IEF,0.43,0.57,0.77,0.37
2025-12-04,IEX,-0.71,-0.07,0.85,-0.98
2025-12-05,IEX,0.58,-0.07,0.85,-0.98
2025-12-04,IFF,-0.71,0.21,1.52,-1.09
2025-12-05,IFF,1.14,0.21,1.52,-1.09
2025-12-04,INCY,0.71,0.93,1.24,0.62
2025-12-05,INCY,1.15,0.93,1.24,0.62
2025-12-04,INDA,0.71,0.61,0.75,0.46
2025-12-05,INDA,0.5,0.61,0.75,0.46
2025-12-04,INTC,0.71,0.3,0.88,-0.29
2025-12-05,INTC,-0.12,0.3,0.88,-0.29
2025-12-04,INTU,0.71,-0.22,1.1,-1.54
2025-12-05,INTU,-1.15,-0.22,1.1,-1.54
2025-12-04,INVH,-0.71,-0.86,-0.65,-1.06
2025-12-05,INVH,-1.0,-0.86,-0.65,-1.06
2025-12-04,IP,-0.71,-0.78,-0.68,-0.88
2025-12-05,IP,-0.85,-0.78,-0.68,-0.88
2025-12-04,IQV,-0.71,-0.74,-0.7,-0.77
2025-12-05,IQV,-0.76,-0.74,-0.7,-0.77
2025-12-04,IR,-0.71,-0.57,-0.37,-0.77
2025-12-05,IR,-0.43,-0.57,-0.37,-0.77
2025-12-04,IRM,-0.71,-0.33,0.21,-0.87
2025-12-05,IRM,0.05,-0.33,0.21,-0.87
2025-12-04,ISRG,0.71,0.93,1.23,0.62
2025-12-05,ISRG,1.14,0.93,1.23,0.62
2025-12-04,IT,-0.71,-0.69,-0.65,-0.72
2025-12-05,IT,-0.66,-0.69,-0.65,-0.72
2025-12-04,ITW,0.71,0.48,0.81,0.14
2025-12-05,ITW,0.24,0.48,0.81,0.14
2025-12-04,IVZ,0.71,0.7,0.72,0.67
2025-12-05,IVZ,0.68,0.7,0.72,0.67
2025-12-04,IWD,-0.71,-0.83,-0.66,-0.99
2025-12-05,IWD,-0.94,-0.83,-0.66,-0.99
2025-12-04,IWF,-0.71,-0.77,-0.69,-0.85
2025-12-05,IWF,-0.83,-0.77,-0.69,-0.85
2025-12-04,IWM,-0.71,-0.61,-0.47,-0.75
2025-12-05,IWM,-0.51,-0.61,-0.47,-0.75
2025-12-04,J,-0.71,0.22,1.54,-1.1
2025-12-05,J,1.15,0.22,1.54,-1.1
2025-12-04,JBHT,0.71,0.08,0.97,-0.8
2025-12-05,JBHT,-0.54,0.08,0.97,-0.8
2025-12-04,JBL,0.71,0.64,0.74,0.53
2025-12-05,JBL,0.56,0.64,0.74,0.53
2025-12-04,JCI,-0.71,-0.78,-0.68,-0.88
2025-12-05,JCI,-0.85,-0.78,-0.68,-0.88
2025-12-04,JKHY,-0.71,-0.88,-0.64,-1.11
2025-12-05,JKHY,-1.04,-0.88,-0.64,-1.11
2025-12-04,JNJ,0.71,0.55,0.78,0.32
2025-12-05,JNJ,0.39,0.55,0.78,0.32
2025-12-04,JNK,0.71,0.7,0.72,0.67
2025-12-05,JNK,0.68,0.7,0.72,0.67
2025-12-04,JPM,-0.71,-0.65,-0.55,-0.74
2025-12-05,JPM,-0.58,-0.65,-0.55,-0.74
2025-12-04,K,-0.71,-0.57,-0.38,-0.77
2025-12-05,K,-0.44,-0.57,-0.38,-0.77
2025-12-04,KDP,-0.71,-0.9,-0.63,-1.16
2025-12-05,KDP,-1.08,-0.9,-0.63,-1.16
2025-12-04,KEY,-0.71,-0.81,-0.67,-0.94
2025-12-05,KEY,-0.9,-0.81,-0.67,-0.94
2025-12-04,KEYS,0.71,0.8,0.93,0.67
2025-12-05,KEYS,0.89,0.8,0.93,0.67
2025-12-04,KHC,-0.71,-0.86,-0.65,-1.06
2025-12-05,KHC,-1.0,-0.86,-0.65,-1.06
2025-12-04,KIM,-0.71,-0.61,-0.47,-0.75
2025-12-05,KIM,-0.51,-0.61,-0.47,-0.75
2025-12-04,KKR,-0.71,-0.75,-0.7,-0.79
2025-12-05,KKR,-0.78,-0.75,-0.7,-0.79
2025-12-04,KLAC,0.71,0.53,0.79,0.26
2025-12-05,KLAC,0.34,0.53,0.79,0.26
2025-12-04,KMB,-0.71,-0.12,0.73,-0.96
2025-12-05,KMB,0.48,-0.12,0.73,-0.96
2025-12-04,KMI,0.71,-0.2,1.08,-1.47
2025-12-05,KMI,-1.1,-0.2,1.08,-1.47
2025-12-04,KMX,0.71,0.57,0.77,0.38
2025-12-05,KMX,0.44,0.57,0.77,0.38
2025-12-04,KO,-0.71,-0.78,-0.68,-0.89
2025-12-05,KO,-0.86,-0.78,-0.68,-0.89
2025-12-04,KR,0.71,0.59,0.76,0.41
2025-12-05,KR,0.46,0.59,0.76,0.41
2025-12-04,KVUE,-0.71,-0.8,-0.67,-0.93
2025-12-05,KVUE,-0.89,-0.8,-0.67,-0.93
2025-12-04,L,0.71,0.79,0.9,0.68
2025-12-05,L,0.87,0.79,0.9,0.68
2025-12-04,LDOS,0.71,0.9,1.17,0.63
2025-12-05,LDOS,1.09,0.9,1.17,0.63
2025-12-04,LEN,0.71,0.44,0.82,0.05
2025-12-05,LEN,0.16,0.44,0.82,0.05
2025-12-04,LH,0.71,0.47,0.81,0.13
2025-12-05,LH,0.23,0.47,0.81,0.13
2025-12-04,LHX,-0.71,0.2,1.47,-1.08
2025-12-05,LHX,1.1,0.2,1.47,-1.08
2025-12-04,LII,-0.71,-0.77,-0.68,-0.87
2025-12-05,LII,-0.84,-0.77,-0.68,-0.87
2025-12-04,LIN,0.71,0.59,0.76,0.42
2025-12-05,LIN,0.47,0.59,0.76,0.42
2025-12-04,LKQ,0.71,0.93,1.24,0.62
2025-12-05,LKQ,1.15,0.93,1.24,0.62
2025-12-04,LLY,0.71,0.8,0.93,0.67
2025-12-05,LLY,0.89,0.8,0.93,0.67
2025-12-04,LMT,0.71,-0.18,1.08,-1.43
2025-12-05,LMT,-1.06,-0.18,1.08,-1.43
2025-12-04,LNT,-0.71,-0.71,-0.7,-0.71
2025-12-05,LNT,-0.7,-0.71,-0.7,-0.71
2025-12-04,LOW,-0.71,-0.75,-0.69,-0.81
2025-12-05,LOW,-0.79,-0.75,-0.69,-0.81
2025-12-04,LQD,0.71,0.5,0.8,0.2
2025-12-05,LQD,0.29,0.5,0.8,0.2
2025-12-04,LRCX,0.71,0.48,0.81,0.15
2025-12-05,LRCX,0.25,0.48,0.81,0.15
2025-12-04,LULU,0.71,0.92,1.2,0.63
2025-12-05,LULU,1.12,0.92,1.2,0.63
2025-12-04,LUV,-0.71,0.22,1.54,-1.1
2025-12-05,LUV,1.15,0.22,1.54,-1.1
2025-12-04,LVS,0.71,0.82,0.98,0.66
2025-12-05,LVS,0.93,0.82,0.98,0.66
2025-12-04,LW,-0.71,-0.88,-0.64,-1.11
2025-12-05,LW,-1.04,-0.88,-0.64,-1.11
2025-12-04,LYB,0.71,0.72,0.72,0.71
2025-12-05,LYB,0.72,0.72,0.72,0.71
2025-12-04,LYV,-0.71,-0.75,-0.69,-0.81
2025-12-05,LYV,-0.79,-0.75,-0.69,-0.81
2025-12-04,MA,0.71,0.5,0.8,0.19
2025-12-05,MA,0.28,0.5,0.8,0.19
2025-12-04,MAA,0.71,0.45,0.82,0.09
2025-12-05,MAA,0.2,0.45,0.82,0.09
2025-12-04,MAR,0.71,0.54,0.78,0.31
2025-12-05,MAR,0.38,0.54,0.78,0.31
2025-12-04,MAS,-0.71,0.03,1.08,-1.02
2025-12-05,MAS,0.77,0.03,1.08,-1.02
2025-12-04,MCD,-0.71,-0.78,-0.68,-0.88
2025-12-05,MCD,-0.85,-0.78,-0.68,-0.88
2025-12-04,MCHI,0.71,0.85,1.05,0.65
2025-12-05,MCHI,0.99,0.85,1.05,0.65
2025-12-04,MCHP,0.71,0.49,0.8,0.18
2025-12-05,MCHP,0.27,0.49,0.8,0.18
2025-12-04,MCK,0.71,0.56,0.77,0.35
2025-12-05,MCK,0.41,0.56,0.77,0.35
2025-12-04,MCO,0.71,0.86,1.06,0.65
2025-12-05,MCO,1.0,0.86,1.06,0.65
2025-12-04,MDLZ,-0.71,0.14,1.33,-1.06
2025-12-05,MDLZ,0.98,0.14,1.33,-1.06
2025-12-04,MDT,-0.71,-0.85,-0.65,-1.05
2025-12-05,MDT,-0.99,-0.85,-0.65,-1.05
2025-12-04,MDY,-0.71,-0.78,-0.68,-0.89
2025-12-05,MDY,-0.86,-0.78,-0.68,-0.89
2025-12-04,MET,-0.71,-0.78,-0.68,-0.88
2025-12-05,MET,-0.85,-0.78,-0.68,-0.88
2025-12-04,META,0.71,0.36,0.85,-0.13
2025-12-05,META,0.01,0.36,0.85,-0.13
2025-12-04,MGM,-0.71,0.22,1.54,-1.1
2025-12-05,MGM,1.15,0.22,1.54,-1.1
2025-12-04,MHK,0.71,0.43,0.83,0.02
2025-12-05,MHK,0.14,0.43,0.83,0.02
2025-12-04,MKC,0.71,0.92,1.22,0.62
2025-12-05,MKC,1.13,0.92,1.22,0.62
2025-12-04,MLM,-0.71,-0.76,-0.69,-0.83
2025-12-05,MLM,-0.81,-0.76,-0.69,-0.83
2025-12-04,MMC,-0.71,-0.17,0.59,-0.93
2025-12-05,MMC,0.37,-0.17,0.59,-0.93
2025-12-04,MMM,0.71,0.56,0.77,0.36
2025-12-05,MMM,0.42,0.56,0.77,0.36
2025-12-04,MNST,-0.71,0.21,1.52,-1.09
2025-12-05,MNST,1.14,0.21,1.52,-1.09
2025-12-04,MO,0.71,0.53,0.79,0.26
2025-12-05,MO,0.34,0.53,0.79,0.26
2025-12-04,MOH,-0.71,-0.77,-0.68,-0.87
2025-12-05,MOH,-0.84,-0.77,-0.68,-0.87
2025-12-04,MOS,-0.71,-0.81,-0.67,-0.94
2025-12-05,MOS,-0.9,-0.81,-0.67,-0.94
2025-12-04,MP,-0.71,-0.85,-0.65,-1.04
2025-12-05,MP,-0.98,-0.85,-0.65,-1.04
2025-12-04,MPC,0.71,0.63,0.75,0.5
2025-12-05,MPC,0.54,0.63,0.75,0.5
2025-12-04,MPWR,0.71,-0.08,1.04,-1.19
2025-12-05,MPWR,-0.86,-0.08,1.04,-1.19
2025-12-04,MRK,-0.71,-0.91,-0.63,-1.19
2025-12-05,MRK,-1.11,-0.91,-0.63,-1.19
2025-12-04,MRNA,-0.71,0.07,1.17,-1.03
2025-12-05,MRNA,0.85,0.07,1.17,-1.03
2025-12-04,MS,-0.71,-0.81,-0.67,-0.94
2025-12-05,MS,-0.9,-0.81,-0.67,-0.94
2025-12-04,MSCI,-0.71,-0.75,-0.69,-0.81
2025-12-05,MSCI,-0.79,-0.75,-0.69,-0.81
2025-12-04,MSFT,-0.71,-0.82,-0.67,-0.96
2025-12-05,MSFT,-0.92,-0.82,-0.67,-0.96
2025-12-04,MSI,0.71,-0.22,1.1,-1.54
2025-12-05,MSI,-1.15,-0.22,1.1,-1.54
2025-12-04,MTB,-0.71,-0.83,-0.66,-1.0
2025-12-05,MTB,-0.95,-0.83,-0.66,-1.0
2025-12-04,MTCH,0.71,0.85,1.04,0.65
2025-12-05,MTCH,0.98,0.85,1.04,0.65
2025-12-04,MTD,-0.71,-0.43,-0.02,-0.83
2025-12-05,MTD,-0.14,-0.43,-0.02,-0.83
2025-12-04,MTUM,0.71,0.53,0.79,0.26
2025-12-05,MTUM,0.34,0.53,0.79,0.26
2025-12-04,MU,0.71,0.93,1.24,0.62
2025-12-05,MU,1.15,0.93,1.24,0.62
2025-12-04,MUB,-0.71,-0.71,-0.71,-0.71
2025-12-05,MUB,-0.71,-0.71,-0.71,-0.71
2025-12-04,NCLH,-0.71,-0.8,-0.67,-0.93
2025-12-05,NCLH,-0.89,-0.8,-0.67,-0.93
2025-12-04,NDAQ,0.71,0.52,0.79,0.24
2025-12-05,NDAQ,0.32,0.52,0.79,0.24
2025-12-04,NDSN,0.71,0.53,0.78,0.29
2025-12-05,NDSN,0.36,0.53,0.78,0.29
2025-12-04,NDX,0.71,-0.2,1.08,-1.47
2025-12-05,NDX,-1.1,-0.2,1.08,-1.47
2025-12-04,NEE,0.71,0.51,0.79,0.23
2025-12-05,NEE,0.31,0.51,0.79,0.23
2025-12-04,NEM,0.71,0.54,0.78,0.3
2025-12-05,NEM,0.37,0.54,0.78,0.3
2025-12-04,NFLX,-0.71,-0.79,-0.68,-0.9
2025-12-05,NFLX,-0.87,-0.79,-0.68,-0.9
2025-12-04,NI,0.71,0.69,0.72,0.66
2025-12-05,NI,0.67,0.69,0.72,0.66
2025-12-04,NKE,-0.71,-0.78,-0.68,-0.88
2025-12-05,NKE,-0.85,-0.78,-0.68,-0.88
2025-12-04,NOC,-0.71,0.22,1.54,-1.1
2025-12-05,NOC,1.15,0.22,1.54,-1.1
2025-12-04,NORW,-0.71,-0.77,-0.69,-0.85
2025-12-05,NORW,-0.83,-0.77,-0.69,-0.85
2025-12-04,NOV,-0.71,-0.77,-0.68,-0.87
2025-12-05,NOV,-0.84,-0.77,-0.68,-0.87
2025-12-04,NOW,-0.71,0.13,1.32,-1.06
2025-12-05,NOW,0.97,0.13,1.32,-1.06
2025-12-04,NQ=F,0.71,0.2,0.92,-0.52
2025-12-05,NQ=F,-0.31,0.2,0.92,-0.52
2025-12-04,NRG,-0.71,0.19,1.46,-1.08
2025-12-05,NRG,1.09,0.19,1.46,-1.08
2025-12-04,NSC,0.71,0.91,1.18,0.63
2025-12-05,NSC,1.1,0.91,1.18,0.63
2025-12-04,NTAP,-0.71,-0.78,-0.68,-0.88
2025-12-05,NTAP,-0.85,-0.78,-0.68,-0.88
2025-12-04,NTRS,-0.71,-0.76,-0.69,-0.82
2025-12-05,NTRS,-0.8,-0.76,-0.69,-0.82
2025-12-04,NUE,0.71,0.72,0.72,0.71
2025-12-05,NUE,0.72,0.72,0.72,0.71
2025-12-04,NVDA,0.71,0.25,0.9,-0.4
2025-12-05,NVDA,-0.21,0.25,0.9,-0.4
2025-12-04,NVR,0.71,0.55,0.78,0.32
2025-12-05,NVR,0.39,0.55,0.78,0.32
2025-12-04,NWSA,-0.71,0.05,1.14,-1.03
2025-12-05,NWSA,0.82,0.05,1.14,-1.03
2025-12-04,NXPI,0.71,0.57,0.77,0.38
2025-12-05,NXPI,0.44,0.57,0.77,0.38
2025-12-04,O,-0.71,-0.82,-0.67,-0.96
2025-12-05,O,-0.92,-0.82,-0.67,-0.96
2025-12-04,ODFL,-0.71,-0.77,-0.69,-0.85
2025-12-05,ODFL,-0.83,-0.77,-0.69,-0.85
2025-12-04,OEF,0.71,0.51,0.79,0.22
2025-12-05,OEF,0.3,0.51,0.79,0.22
2025-12-04,OKE,-0.71,-0.77,-0.69,-0.85
2025-12-05,OKE,-0.83,-0.77,-0.69,-0.85
2025-12-04,OMC,-0.71,0.19,1.46,-1.08
2025-12-05,OMC,1.09,0.19,1.46,-1.08
2025-12-04,ON,0.71,0.09,0.96,-0.77
2025-12-05,ON,-0.52,0.09,0.96,-0.77
2025-12-04,ORCL,-0.71,-0.82,-0.66,-0.98
2025-12-05,ORCL,-0.93,-0.82,-0.66,-0.98
2025-12-04,ORLY,0.71,0.54,0.78,0.31
2025-12-05,ORLY,0.38,0.54,0.78,0.31
2025-12-04,OTIS,0.71,-0.21,1.09,-1.5
2025-12-05,OTIS,-1.12,-0.21,1.09,-1.5
2025-12-04,OXY,-0.71,-0.73,-0.7,-0.75
2025-12-05,OXY,-0.74,-0.73,-0.7,-0.75
2025-12-04,PAM,-0.71,-0.84,-0.66,-1.02
2025-12-05,PAM,-0.97,-0.84,-0.66,-1.02
2025-12-04,PANW,-0.71,-0.85,-0.65,-1.05
2025-12-05,PANW,-0.99,-0.85,-0.65,-1.05
2025-12-04,PAYC,-0.71,-0.51,-0.23,-0.79
2025-12-05,PAYC,-0.31,-0.51,-0.23,-0.79
2025-12-04,PAYX,0.71,0.12,0.96,-0.73
2025-12-05,PAYX,-0.48,0.12,0.96,-0.73
2025-12-04,PBR,-0.71,0.22,1.54,-1.1
2025-12-05,PBR,1.15,0.22,1.54,-1.1
2025-12-04,PCAR,0.71,0.5,0.8,0.2
2025-12-05,PCAR,0.29,0.5,0.8,0.2
2025-12-04,PCG,0.71,-0.2,1.09,-1.49
2025-12-05,PCG,-1.11,-0.2,1.09,-1.49
2025-12-04,PEG,0.71,0.91,1.18,0.63
2025-12-05,PEG,1.1,0.91,1.18,0.63
2025-12-04,PEP,0.71,0.93,1.23,0.62
2025-12-05,PEP,1.14,0.93,1.23,0.62
2025-12-04,PFE,-0.71,-0.75,-0.7,-0.79
2025-12-05,PFE,-0.78,-0.75,-0.7,-0.79
2025-12-04,PFF,0.71,0.34,0.86,-0.18
2025-12-05,PFF,-0.03,0.34,0.86,-0.18
2025-12-04,PFG,-0.71,-0.67,-0.61,-0.73
2025-12-05,PFG,-0.63,-0.67,-0.61,-0.73
2025-12-04,PG,-0.71,-0.73,-0.7,-0.75
2025-12-05,PG,-0.74,-0.73,-0.7,-0.75
2025-12-04,PGR,-0.71,0.14,1.33,-1.06
2025-12-05,PGR,0.98,0.14,1.33,-1.06
2025-12-04,PH,-0.71,-0.8,-0.67,-0.92
2025-12-05,PH,-0.88,-0.8,-0.67,-0.92
2025-12-04,PHM,0.71,-0.22,1.1,-1.54
2025-12-05,PHM,-1.15,-0.22,1.1,-1.54
2025-12-04,PKG,-0.71,-0.76,-0.69,-0.83
2025-12-05,PKG,-0.81,-0.76,-0.69,-0.83
2025-12-04,PLD,0.71,0.52,0.79,0.24
2025-12-05,PLD,0.32,0.52,0.79,0.24
2025-12-04,PLTR,0.71,0.04,0.99,-0.91
2025-12-05,PLTR,-0.63,0.04,0.99,-0.91
2025-12-04,PM,-0.71,0.18,1.44,-1.08
2025-12-05,PM,1.07,0.18,1.44,-1.08
2025-12-04,PNC,-0.71,-0.77,-0.68,-0.87
2025-12-05,PNC,-0.84,-0.77,-0.68,-0.87
2025-12-04,PNR,0.71,0.43,0.83,0.03
2025-12-05,PNR,0.15,0.43,0.83,0.03
2025-12-04,PNW,-0.71,-0.65,-0.57,-0.73
2025-12-05,PNW,-0.59,-0.65,-0.57,-0.73
2025-12-04,PODD,0.71,0.77,0.85,0.69
2025-12-05,PODD,0.83,0.77,0.85,0.69
2025-12-04,POOL,0.71,0.59,0.76,0.41
2025-12-05,POOL,0.46,0.59,0.76,0.41
2025-12-04,POWA,-0.71,-0.77,-0.68,-0.87
2025-12-05,POWA,-0.84,-0.77,-0.68,-0.87
2025-12-04,PPG,0.71,0.41,0.83,-0.01
2025-12-05,PPG,0.11,0.41,0.83,-0.01
2025-12-04,PPL,0.71,0.91,1.19,0.63
2025-12-05,PPL,1.11,0.91,1.19,0.63
2025-12-04,PPLT,-0.71,-0.82,-0.66,-0.98
2025-12-05,PPLT,-0.93,-0.82,-0.66,-0.98
2025-12-04,PRU,-0.71,-0.74,-0.7,-0.78
2025-12-05,PRU,-0.77,-0.74,-0.7,-0.78
2025-12-04,PSA,0.71,0.83,0.99,0.66
2025-12-05,PSA,0.94,0.83,0.99,0.66
2025-12-04,PSKY,-0.71,-0.12,0.71,-0.95
2025-12-05,PSKY,0.47,-0.12,0.71,-0.95
