Date,Ticker,Z-Score,Z-Score_avg,Z-Score_hi,Z-Score_lo
2025-12-04,PSX,-0.71,-0.78,-0.68,-0.89
2025-12-05,PSX,-0.86,-0.78,-0.68,-0.89
2025-12-04,PTC,-0.71,0.22,1.54,-1.1
2025-12-05,PTC,1.15,0.22,1.54,-1.1
2025-12-04,PWR,0.71,0.77,0.85,0.69
2025-12-05,PWR,0.83,0.77,0.85,0.69
2025-12-04,PYPL,-0.71,-0.82,-0.66,-0.98
2025-12-05,PYPL,-0.93,-0.82,-0.66,-0.98
2025-12-04,QAT,0.71,0.67,0.73,0.6
2025-12-05,QAT,0.62,0.67,0.73,0.6
2025-12-04,QCOM,0.71,0.53,0.78,0.28
2025-12-05,QCOM,0.35,0.53,0.78,0.28
2025-12-04,QQQ,0.71,-0.03,1.02,-1.08
2025-12-05,QQQ,-0.77,-0.03,1.02,-1.08
2025-12-04,QUAL,0.71,0.53,0.78,0.29
2025-12-05,QUAL,0.36,0.53,0.78,0.29
2025-12-04,RCL,0.71,0.48,0.81,0.15
2025-12-05,RCL,0.25,0.48,0.81,0.15
2025-12-04,REG,-0.71,-0.85,-0.65,-1.04
2025-12-05,REG,-0.98,-0.85,-0.65,-1.04
2025-12-04,REGN,0.71,0.14,0.95,-0.67
2025-12-05,REGN,-0.43,0.14,0.95,-0.67
2025-12-04,RF,-0.71,-0.59,-0.42,-0.76
2025-12-05,RF,-0.47,-0.59,-0.42,-0.76
2025-12-04,RIG,-0.71,-0.81,-0.67,-0.95
2025-12-05,RIG,-0.91,-0.81,-0.67,-0.95
2025-12-04,RJF,-0.71,-0.83,-0.66,-1.0
2025-12-05,RJF,-0.95,-0.83,-0.66,-1.0
2025-12-04,RL,-0.71,-0.02,0.96,-1.0
2025-12-05,RL,0.67,-0.02,0.96,-1.0
2025-12-04,RMD,-0.71,0.22,1.54,-1.1
2025-12-05,RMD,1.15,0.22,1.54,-1.1
2025-12-04,ROK,-0.71,-0.68,-0.64,-0.72
2025-12-05,ROK,-0.65,-0.68,-0.64,-0.72
2025-12-04,ROKU,-0.71,-0.3,0.28,-0.88
2025-12-05,ROKU,0.11,-0.3,0.28,-0.88
2025-12-04,ROL,0.71,0.93,1.24,0.62
2025-12-05,ROL,1.15,0.93,1.24,0.62
2025-12-04,ROP,0.71,0.77,0.85,0.69
2025-12-05,ROP,0.83,0.77,0.85,0.69
2025-12-04,ROST,0.71,0.68,0.72,0.63
2025-12-05,ROST,0.64,0.68,0.72,0.63
2025-12-04,RSG,-0.71,-0.77,-0.69,-0.85
2025-12-05,RSG,-0.83,-0.77,-0.69,-0.85
2025-12-04,RSP,-0.71,-0.81,-0.67,-0.95
2025-12-05,RSP,-0.91,-0.81,-0.67,-0.95
2025-12-04,RTX,0.71,0.55,0.77,0.34
2025-12-05,RTX,0.4,0.55,0.77,0.34
2025-12-04,RUT,-0.71,-0.64,-0.54,-0.74
2025-12-05,RUT,-0.57,-0.64,-0.54,-0.74
2025-12-04,RVTY,0.71,0.84,1.01,0.66
2025-12-05,RVTY,0.96,0.84,1.01,0.66
2025-12-04,SBAC,0.71,0.39,0.84,-0.06
2025-12-05,SBAC,0.07,0.39,0.84,-0.06
2025-12-04,SBLK,-0.71,-0.76,-0.69,-0.84
2025-12-05,SBLK,-0.82,-0.76,-0.69,-0.84
2025-12-04,SBUX,0.71,0.4,0.84,-0.04
2025-12-05,SBUX,0.09,0.4,0.84,-0.04
2025-12-04,SCHP,0.71,0.76,0.84,0.69
2025-12-05,SCHP,0.82,0.76,0.84,0.69
2025-12-04,SCHW,-0.71,-0.5,-0.19,-0.8
2025-12-05,SCHW,-0.28,-0.5,-0.19,-0.8
2025-12-04,SD,-0.71,-0.81,-0.67,-0.94
2025-12-05,SD,-0.9,-0.81,-0.67,-0.94
2025-12-04,SDY,-0.71,-0.78,-0.68,-0.89
2025-12-05,SDY,-0.86,-0.78,-0.68,-0.89
2025-12-04,SHW,-0.71,-0.83,-0.66,-1.0
2025-12-05,SHW,-0.95,-0.83,-0.66,-1.0
2025-12-04,SHY,0.71,0.59,0.76,0.42
2025-12-05,SHY,0.47,0.59,0.76,0.42
2025-12-04,SILJ,-0.71,-0.55,-0.32,-0.78
2025-12-05,SILJ,-0.39,-0.55,-0.32,-0.78
2025-12-04,SJM,-0.71,0.02,1.05,-1.01
2025-12-05,SJM,0.75,0.02,1.05,-1.01
2025-12-04,SLB,-0.71,-0.77,-0.68,-0.87
2025-12-05,SLB,-0.84,-0.77,-0.68,-0.87
2025-12-04,SLV,0.71,0.73,0.75,0.7
2025-12-05,SLV,0.74,0.73,0.75,0.7
2025-12-04,SMCI,-0.71,-0.8,-0.67,-0.92
2025-12-05,SMCI,-0.88,-0.8,-0.67,-0.92
2025-12-04,SMH,0.71,0.52,0.79,0.25
2025-12-05,SMH,0.33,0.52,0.79,0.25
2025-12-04,SNA,-0.71,-0.14,0.67,-0.95
2025-12-05,SNA,0.43,-0.14,0.67,-0.95
2025-12-04,SNDK,0.71,0.59,0.76,0.41
2025-12-05,SNDK,0.46,0.59,0.76,0.41
2025-12-04,SNPS,0.71,0.53,0.78,0.28
2025-12-05,SNPS,0.35,0.53,0.78,0.28
2025-12-04,SO,-0.71,-0.71,-0.7,-0.71
2025-12-05,SO,-0.7,-0.71,-0.7,-0.71
2025-12-04,SOLV,-0.71,-0.56,-0.35,-0.77
2025-12-05,SOLV,-0.41,-0.56,-0.35,-0.77
2025-12-04,SOYB,0.71,0.93,1.23,0.62
2025-12-05,SOYB,1.14,0.93,1.23,0.62
2025-12-04,SPG,-0.71,-0.93,-0.62,-1.23
2025-12-05,SPG,-1.14,-0.93,-0.62,-1.23
2025-12-04,SPGI,-0.71,-0.82,-0.67,-0.96
2025-12-05,SPGI,-0.92,-0.82,-0.67,-0.96
2025-12-04,SPHB,0.71,0.18,0.93,-0.56
2025-12-05,SPHB,-0.34,0.18,0.93,-0.56
2025-12-04,SPLV,-0.71,-0.77,-0.68,-0.87
2025-12-05,SPLV,-0.84,-0.77,-0.68,-0.87
2025-12-04,SPX,0.71,0.5,0.8,0.19
2025-12-05,SPX,0.28,0.5,0.8,0.19
2025-12-04,SPY,0.71,0.04,0.99,-0.91
2025-12-05,SPY,-0.63,0.04,0.99,-0.91
2025-12-04,SRE,-0.71,0.22,1.54,-1.1
2025-12-05,SRE,1.15,0.22,1.54,-1.1
2025-12-04,STE,0.71,0.18,0.93,-0.56
2025-12-05,STE,-0.34,0.18,0.93,-0.56
2025-12-04,STIP,0.71,0.65,0.74,0.55
2025-12-05,STIP,0.58,0.65,0.74,0.55
2025-12-04,STLA,-0.71,-0.22,0.46,-0.91
2025-12-05,STLA,0.26,-0.22,0.46,-0.91
2025-12-04,STLD,0.71,0.47,0.81,0.13
2025-12-05,STLD,0.23,0.47,0.81,0.13
2025-12-04,STNG,0.71,0.43,0.83,0.02
2025-12-05,STNG,0.14,0.43,0.83,0.02
2025-12-04,STT,-0.71,-0.76,-0.69,-0.82
2025-12-05,STT,-0.8,-0.76,-0.69,-0.82
2025-12-04,STX,0.71,0.78,0.88,0.68
2025-12-05,STX,0.85,0.78,0.88,0.68
2025-12-04,STZ,-0.71,0.22,1.54,-1.1
2025-12-05,STZ,1.15,0.22,1.54,-1.1
2025-12-04,SW,-0.71,-0.76,-0.69,-0.84
2025-12-05,SW,-0.82,-0.76,-0.69,-0.84
2025-12-04,SWK,0.71,0.45,0.82,0.09
2025-12-05,SWK,0.2,0.45,0.82,0.09
2025-12-04,SWKS,0.71,0.4,0.84,-0.04
2025-12-05,SWKS,0.09,0.4,0.84,-0.04
2025-12-04,SYF,0.71,0.85,1.05,0.65
2025-12-05,SYF,0.99,0.85,1.05,0.65
2025-12-04,SYK,-0.71,-0.72,-0.71,-0.73
2025-12-05,SYK,-0.73,-0.72,-0.71,-0.73
2025-12-04,SYY,0.71,0.54,0.78,0.31
2025-12-05,SYY,0.38,0.54,0.78,0.31
2025-12-04,T,0.71,0.52,0.79,0.24
2025-12-05,T,0.32,0.52,0.79,0.24
2025-12-04,TAGS,-0.71,-0.73,-0.7,-0.76
2025-12-05,TAGS,-0.75,-0.73,-0.7,-0.76
2025-12-04,TAP,0.71,0.44,0.82,0.07
2025-12-05,TAP,0.18,0.44,0.82,0.07
2025-12-04,TDG,0.71,0.6,0.76,0.43
2025-12-05,TDG,0.48,0.6,0.76,0.43
2025-12-04,TDW,-0.71,-0.69,-0.66,-0.72
2025-12-05,TDW,-0.67,-0.69,-0.66,-0.72
2025-12-04,TDY,0.71,0.5,0.8,0.2
2025-12-05,TDY,0.29,0.5,0.8,0.2
2025-12-04,TECH,-0.71,-0.14,0.65,-0.94
2025-12-05,TECH,0.42,-0.14,0.65,-0.94
2025-12-04,TECK,-0.71,-0.76,-0.69,-0.83
2025-12-05,TECK,-0.81,-0.76,-0.69,-0.83
2025-12-04,TEL,-0.71,-0.61,-0.47,-0.75
2025-12-05,TEL,-0.51,-0.61,-0.47,-0.75
2025-12-04,TER,-0.71,-0.68,-0.64,-0.72
2025-12-05,TER,-0.65,-0.68,-0.64,-0.72
2025-12-04,TFC,-0.71,-0.76,-0.69,-0.84
2025-12-05,TFC,-0.82,-0.76,-0.69,-0.84
2025-12-04,TGT,-0.71,-0.86,-0.65,-1.07
2025-12-05,TGT,-1.01,-0.86,-0.65,-1.07
2025-12-04,THD,0.71,0.92,1.2,0.63
2025-12-05,THD,1.12,0.92,1.2,0.63
2025-12-04,TIP,0.71,0.62,0.75,0.49
2025-12-05,TIP,0.53,0.62,0.75,0.49
2025-12-04,TJX,-0.71,0.22,1.54,-1.1
2025-12-05,TJX,1.15,0.22,1.54,-1.1
2025-12-04,TKO,0.71,0.55,0.78,0.32
2025-12-05,TKO,0.39,0.55,0.78,0.32
2025-12-04,TLT,0.71,0.6,0.76,0.43
2025-12-05,TLT,0.48,0.6,0.76,0.43
2025-12-04,TMO,-0.71,-0.86,-0.65,-1.07
2025-12-05,TMO,-1.01,-0.86,-0.65,-1.07
2025-12-04,TMUS,-0.71,-0.78,-0.68,-0.89
2025-12-05,TMUS,-0.86,-0.78,-0.68,-0.89
2025-12-04,TNX,0.71,0.55,0.77,0.34
2025-12-05,TNX,0.4,0.55,0.77,0.34
2025-12-04,TPL,-0.71,-0.85,-0.65,-1.05
2025-12-05,TPL,-0.99,-0.85,-0.65,-1.05
2025-12-04,TPR,-0.71,-0.86,-0.65,-1.06
2025-12-05,TPR,-1.0,-0.86,-0.65,-1.06
2025-12-04,TRGP,-0.71,-0.85,-0.65,-1.04
2025-12-05,TRGP,-0.98,-0.85,-0.65,-1.04
2025-12-04,TRMB,-0.71,0.22,1.54,-1.1
2025-12-05,TRMB,1.15,0.22,1.54,-1.1
2025-12-04,TROW,-0.71,-0.84,-0.66,-1.01
2025-12-05,TROW,-0.96,-0.84,-0.66,-1.01
2025-12-04,TRV,-0.71,-0.9,-0.63,-1.17
2025-12-05,TRV,-1.09,-0.9,-0.63,-1.17
2025-12-04,TS,-0.71,-0.75,-0.7,-0.79
2025-12-05,TS,-0.78,-0.75,-0.7,-0.79
2025-12-04,TSCO,-0.71,-0.72,-0.71,-0.73
2025-12-05,TSCO,-0.73,-0.72,-0.71,-0.73
2025-12-04,TSLA,-0.71,-0.72,-0.71,-0.73
2025-12-05,TSLA,-0.73,-0.72,-0.71,-0.73
2025-12-04,TSN,-0.71,0.22,1.54,-1.1
2025-12-05,TSN,1.15,0.22,1.54,-1.1
2025-12-04,TT,0.71,0.22,0.91,-0.47
2025-12-05,TT,-0.27,0.22,0.91,-0.47
2025-12-04,TTD,-0.71,-0.88,-0.64,-1.12
2025-12-05,TTD,-1.05,-0.88,-0.64,-1.12
2025-12-04,TTWO,0.71,0.54,0.78,0.31
2025-12-05,TTWO,0.38,0.54,0.78,0.31
2025-12-04,TUR,-0.71,0.22,1.54,-1.1
2025-12-05,TUR,1.15,0.22,1.54,-1.1
2025-12-04,TXN,0.71,0.56,0.77,0.35
2025-12-05,TXN,0.41,0.56,0.77,0.35
2025-12-04,TXT,0.71,0.34,0.86,-0.18
2025-12-05,TXT,-0.03,0.34,0.86,-0.18
2025-12-04,TYL,0.71,0.38,0.85,-0.09
2025-12-05,TYL,0.05,0.38,0.85,-0.09
2025-12-04,TYX,0.71,0.56,0.77,0.35
2025-12-05,TYX,0.41,0.56,0.77,0.35
2025-12-04,UAL,0.71,0.54,0.78,0.31
2025-12-05,UAL,0.38,0.54,0.78,0.31
2025-12-04,UBER,-0.71,-0.93,-0.62,-1.23
2025-12-05,UBER,-1.14,-0.93,-0.62,-1.23
2025-12-04,UDR,-0.71,-0.8,-0.67,-0.93
2025-12-05,UDR,-0.89,-0.8,-0.67,-0.93
2025-12-04,UHS,-0.71,-0.84,-0.66,-1.02
2025-12-05,UHS,-0.97,-0.84,-0.66,-1.02
2025-12-04,ULTA,0.71,0.93,1.24,0.62
2025-12-05,ULTA,1.15,0.93,1.24,0.62
2025-12-04,UNG,-0.71,-0.55,-0.34,-0.77
2025-12-05,UNG,-0.4,-0.55,-0.34,-0.77
2025-12-04,UNH,0.71,-0.09,1.04,-1.22
2025-12-05,UNH,-0.89,-0.09,1.04,-1.22
2025-12-04,UNP,-0.71,0.18,1.43,-1.08
2025-12-05,UNP,1.06,0.18,1.43,-1.08
2025-12-04,UPS,0.71,0.43,0.83,0.03
2025-12-05,UPS,0.15,0.43,0.83,0.03
2025-12-04,URA,0.71,0.88,1.12,0.64
2025-12-05,URA,1.05,0.88,1.12,0.64
2025-12-04,URI,-0.71,-0.67,-0.61,-0.73
2025-12-05,URI,-0.63,-0.67,-0.61,-0.73
2025-12-04,URNM,0.71,0.93,1.23,0.62
2025-12-05,URNM,1.14,0.93,1.23,0.62
2025-12-04,USB,-0.71,-0.5,-0.19,-0.8
2025-12-05,USB,-0.28,-0.5,-0.19,-0.8
2025-12-04,USO,-0.71,-0.89,-0.64,-1.13
2025-12-05,USO,-1.06,-0.89,-0.64,-1.13
2025-12-04,UUP,0.71,-0.14,1.06,-1.34
2025-12-05,UUP,-0.99,-0.14,1.06,-1.34
2025-12-04,V,0.71,0.9,1.17,0.63
2025-12-05,V,1.09,0.9,1.17,0.63
2025-12-04,VAL,-0.71,-0.84,-0.66,-1.02
2025-12-05,VAL,-0.97,-0.84,-0.66,-1.02
2025-12-04,VICI,0.71,0.61,0.75,0.46
2025-12-05,VICI,0.5,0.61,0.75,0.46
2025-12-04,VIX,0.71,0.5,0.8,0.2
2025-12-05,VIX,0.29,0.5,0.8,0.2
2025-12-04,VLO,-0.71,0.22,1.54,-1.1
2025-12-05,VLO,1.15,0.22,1.54,-1.1
2025-12-04,VLTO,-0.71,0.21,1.52,-1.09
2025-12-05,VLTO,1.14,0.21,1.52,-1.09
2025-12-04,VMC,-0.71,-0.78,-0.68,-0.88
2025-12-05,VMC,-0.85,-0.78,-0.68,-0.88
2025-12-04,VNM,0.71,-0.08,1.04,-1.19
2025-12-05,VNM,-0.86,-0.08,1.04,-1.19
2025-12-04,VRSK,0.71,0.44,0.82,0.05
2025-12-05,VRSK,0.16,0.44,0.82,0.05
2025-12-04,VRSN,-0.71,-0.76,-0.69,-0.83
2025-12-05,VRSN,-0.81,-0.76,-0.69,-0.83
2025-12-04,VRTX,0.71,0.09,0.96,-0.77
2025-12-05,VRTX,-0.52,0.09,0.96,-0.77
2025-12-04,VST,0.71,0.83,1.0,0.66
2025-12-05,VST,0.95,0.83,1.0,0.66
2025-12-04,VTR,0.71,0.5,0.8,0.19
2025-12-05,VTR,0.28,0.5,0.8,0.19
2025-12-04,VTRS,0.71,0.77,0.87,0.68
2025-12-05,VTRS,0.84,0.77,0.87,0.68
2025-12-04,VXN,0.71,0.37,0.85,-0.11
2025-12-05,VXN,0.03,0.37,0.85,-0.11
2025-12-04,VZ,0.71,0.55,0.77,0.34
2025-12-05,VZ,0.4,0.55,0.77,0.34
2025-12-04,WAB,-0.71,-0.8,-0.67,-0.93
2025-12-05,WAB,-0.89,-0.8,-0.67,-0.93
2025-12-04,WAT,-0.71,-0.76,-0.69,-0.84
2025-12-05,WAT,-0.82,-0.76,-0.69,-0.84
2025-12-04,WBD,-0.71,0.21,1.52,-1.09
2025-12-05,WBD,1.14,0.21,1.52,-1.09
2025-12-04,WDAY,-0.71,-0.06,0.86,-0.98
2025-12-05,WDAY,0.59,-0.06,0.86,-0.98
2025-12-04,WDC,0.71,0.7,0.71,0.69
2025-12-05,WDC,0.69,0.7,0.71,0.69
2025-12-04,WEAT,-0.71,-0.31,0.26,-0.88
2025-12-05,WEAT,0.09,-0.31,0.26,-0.88
2025-12-04,WEC,-0.71,-0.22,0.47,-0.91
2025-12-05,WEC,0.27,-0.22,0.47,-0.91
2025-12-04,WELL,0.71,0.53,0.78,0.28
2025-12-05,WELL,0.35,0.53,0.78,0.28
2025-12-04,WFC,-0.71,-0.23,0.45,-0.91
2025-12-05,WFC,0.25,-0.23,0.45,-0.91
2025-12-04,WM,-0.71,-0.9,-0.63,-1.16
2025-12-05,WM,-1.08,-0.9,-0.63,-1.16
2025-12-04,WMB,-0.71,-0.88,-0.64,-1.12
2025-12-05,WMB,-1.05,-0.88,-0.64,-1.12
2025-12-04,WMT,0.71,0.01,1.0,-0.98
2025-12-05,WMT,-0.69,0.01,1.0,-0.98
2025-12-04,WRB,-0.71,0.21,1.52,-1.09
2025-12-05,WRB,1.14,0.21,1.52,-1.09
2025-12-04,WSM,-0.71,-0.21,0.5,-0.92
2025-12-05,WSM,0.29,-0.21,0.5,-0.92
2025-12-04,WST,-0.71,-0.85,-0.65,-1.04
2025-12-05,WST,-0.98,-0.85,-0.65,-1.04
2025-12-04,WTW,0.71,-0.21,1.09,-1.5
2025-12-05,WTW,-1.12,-0.21,1.09,-1.5
2025-12-04,WY,0.71,0.88,1.11,0.64
2025-12-05,WY,1.04,0.88,1.11,0.64
2025-12-04,WYNN,0.71,0.54,0.78,0.31
2025-12-05,WYNN,0.38,0.54,0.78,0.31
2025-12-04,XEL,0.71,0.87,1.08,0.65
2025-12-05,XEL,1.02,0.87,1.08,0.65
2025-12-04,XES,-0.71,-0.68,-0.64,-0.72
2025-12-05,XES,-0.65,-0.68,-0.64,-0.72
2025-12-04,XLB,-0.71,-0.8,-0.67,-0.93
2025-12-05,XLB,-0.89,-0.8,-0.67,-0.93
2025-12-04,XLC,0.71,0.93,1.23,0.62
2025-12-05,XLC,1.14,0.93,1.23,0.62
2025-12-04,XLE,-0.71,-0.76,-0.69,-0.84
2025-12-05,XLE,-0.82,-0.76,-0.69,-0.84
2025-12-04,XLF,-0.71,-0.77,-0.69,-0.85
2025-12-05,XLF,-0.83,-0.77,-0.69,-0.85
2025-12-04,XLI,0.71,0.9,1.17,0.63
2025-12-05,XLI,1.09,0.9,1.17,0.63
2025-12-04,XLK,-0.71,-0.79,-0.68,-0.9
2025-12-05,XLK,-0.87,-0.79,-0.68,-0.9
2025-12-04,XLP,-0.71,-0.7,-0.69,-0.71
2025-12-05,XLP,-0.69,-0.7,-0.69,-0.71
2025-12-04,XLRE,-0.71,-0.8,-0.67,-0.93
2025-12-05,XLRE,-0.89,-0.8,-0.67,-0.93
2025-12-04,XLU,-0.71,0.21,1.52,-1.09
2025-12-05,XLU,1.14,0.21,1.52,-1.09
2025-12-04,XLV,-0.71,-0.88,-0.64,-1.12
2025-12-05,XLV,-1.05,-0.88,-0.64,-1.12
2025-12-04,XLY,-0.71,-0.91,-0.63,-1.18
2025-12-05,XLY,-1.1,-0.91,-0.63,-1.18
2025-12-04,XOM,-0.71,-0.79,-0.68,-0.9
2025-12-05,XOM,-0.87,-0.79,-0.68,-0.9
2025-12-04,XOP,-0.71,-0.78,-0.68,-0.89
2025-12-05,XOP,-0.86,-0.78,-0.68,-0.89
2025-12-04,XYL,-0.71,0.19,1.45,-1.08
2025-12-05,XYL,1.08,0.19,1.45,-1.08
2025-12-04,XYZ,-0.71,-0.84,-0.66,-1.02
2025-12-05,XYZ,-0.97,-0.84,-0.66,-1.02
2025-12-04,YUM,-0.71,-0.81,-0.67,-0.95
2025-12-05,YUM,-0.91,-0.81,-0.67,-0.95
2025-12-04,ZBH,0.71,0.89,1.13,0.64
2025-12-05,ZBH,1.06,0.89,1.13,0.64
2025-12-04,ZBRA,-0.71,-0.65,-0.57,-0.73
2025-12-05,ZBRA,-0.59,-0.65,-0.57,-0.73
2025-12-04,ZTS,-0.71,-0.68,-0.64,-0.72
2025-12-05,ZTS,-0.65,-0.68,-0.64,-0.72
