Date,Ticker,Ticker_name,Exposure,Category,Close,model_score
2025-05-06,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,173.07,-64.0
2025-05-07,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,172.22,-64.0
2025-05-08,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,180.93,-67.0
2025-05-09,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,181.88,-27.0
2025-05-12,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,189.0,-9.0
2025-05-13,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,190.42,-43.0
2025-05-14,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,187.65,-53.0
2025-05-15,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,186.72,-53.0
2025-05-16,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,188.29,-80.0
2025-05-19,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,184.84,-50.0
2025-05-20,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,182.58,-20.0
2025-05-21,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,171.91,-20.0
2025-05-22,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,172.61,-20.0
2025-05-23,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,170.8,-20.0
2025-05-27,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,178.55,-3.0
2025-05-28,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,180.11,-3.0
2025-05-29,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,183.05,-13.0
2025-05-30,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,180.94,-3.0
2025-06-02,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,178.51,-47.0
2025-06-03,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,179.16,-47.0
2025-06-04,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,179.99,-30.0
2025-06-05,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,180.26,-20.0
2025-06-06,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,180.62,-3.0
2025-06-09,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,180.93,6.0
2025-06-10,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,188.07,7.0
2025-06-11,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,185.48,7.0
2025-06-12,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,181.69,23.0
2025-06-13,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,177.85,23.0
2025-06-16,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,182.52,-20.0
2025-06-17,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,175.16,-39.0
2025-06-18,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,180.01,-70.0
2025-06-20,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,181.79,-79.0
2025-06-23,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,183.42,-30.0
2025-06-24,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,186.58,-9.0
2025-06-25,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,187.14,-2.0
2025-06-26,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,187.74,-2.0
2025-06-27,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,188.52,-40.0
2025-06-30,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,189.33,-49.0
2025-07-01,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,194.28,-10.0
2025-07-02,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,196.98,-27.0
2025-07-03,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,196.82,-10.0
2025-07-07,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,193.83,-7.0
2025-07-08,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,195.47,-7.0
2025-07-09,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,200.48,-26.0
2025-07-10,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,204.48,-23.0
2025-07-11,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,202.28,-26.0
2025-07-14,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,199.31,-43.0
2025-07-15,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,192.81,-24.0
2025-07-16,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,190.24,-10.0
2025-07-17,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,192.27,-27.0
2025-07-18,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,190.77,-20.0
2025-07-21,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,189.02,-44.0
2025-07-22,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,194.06,-41.0
2025-07-23,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,204.13,-56.0
2025-07-24,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,202.18,-33.0
2025-07-25,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,205.56,-35.0
2025-07-28,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,207.19,-46.0
2025-07-29,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,205.81,-43.0
2025-07-30,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,203.57,-56.0
2025-07-31,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,129.01,-1.0
2025-08-01,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,136.52,-0.0
2025-08-04,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,137.77,35.0
2025-08-05,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,139.65,35.0
2025-08-06,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,136.9,65.0
2025-08-07,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,138.77,65.0
2025-08-08,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,139.88,65.0
2025-08-11,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,134.82,23.0
2025-08-12,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,140.49,35.0
2025-08-13,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,145.74,13.0
2025-08-14,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,142.88,13.0
2025-08-15,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,142.43,13.0
2025-08-18,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,144.94,35.0
2025-08-19,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,143.77,55.0
2025-08-20,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,143.58,23.0
2025-08-21,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,140.67,53.0
2025-08-22,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,149.57,39.0
2025-08-25,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,144.96,59.0
2025-08-26,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,141.78,72.0
2025-08-27,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,141.98,13.0
2025-08-28,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,141.13,14.0
2025-08-29,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,141.96,-3.0
2025-09-02,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,137.16,-96.0
2025-09-03,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,132.35,-79.0
2025-09-04,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,134.7,-96.0
2025-09-05,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,139.12,-96.0
2025-09-08,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,136.86,-64.0
2025-09-09,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,135.93,-64.0
2025-09-10,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,132.94,-79.0
2025-09-11,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,135.91,-54.0
2025-09-12,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,131.56,-43.0
2025-09-15,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,131.06,-43.0
2025-09-16,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,131.82,-43.0
2025-09-17,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,129.44,-43.0
2025-09-18,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,132.57,-20.0
2025-09-19,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,131.39,-10.0
2025-09-22,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,131.18,-28.0
2025-09-23,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,129.0,-11.0
2025-09-24,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,128.18,-6.0
2025-09-25,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,124.88,-38.0
2025-09-26,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,126.19,-38.0
2025-09-29,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,126.37,-38.0
2025-09-30,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,125.22,-38.0
2025-10-01,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,127.52,26.0
2025-10-02,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,128.7,-5.0
2025-10-03,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,132.17,-10.0
2025-10-06,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,131.5,-5.0
2025-10-07,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,130.47,-5.0
2025-10-08,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,133.09,-10.0
2025-10-09,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,131.87,-10.0
2025-10-10,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,125.79,5.0
2025-10-13,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,129.54,-5.0
2025-10-14,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,129.79,-5.0
2025-10-15,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,128.43,-5.0
2025-10-16,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,129.84,-5.0
2025-10-17,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,130.45,-5.0
2025-10-20,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,134.93,5.0
2025-10-21,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,136.22,5.0
2025-10-22,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,135.58,5.0
2025-10-23,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,136.0,-19.0
2025-10-24,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,135.21,-24.0
2025-10-27,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,135.65,-24.0
2025-10-28,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,133.14,-20.0
2025-10-29,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,131.91,-12.0
2025-10-30,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,138.43,1.0
2025-10-31,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,137.88,5.0
2025-11-03,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,138.53,9.0
2025-11-04,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,135.67,15.0
2025-11-05,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,137.21,-9.0
2025-11-06,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,133.73,-34.0
2025-11-07,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,134.84,-23.0
2025-11-10,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,138.23,-35.0
2025-11-11,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,144.49,-29.0
2025-11-12,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,141.69,-29.0
2025-11-13,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,139.42,-16.0
2025-11-14,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,137.13,-19.0
2025-11-17,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,132.61,-9.0
2025-11-18,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,132.28,-9.0
2025-11-19,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,133.68,24.0
2025-11-20,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,132.81,13.0
2025-11-21,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,142.56,-47.0
2025-11-24,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,143.63,-3.0
2025-11-25,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,147.5,-7.0
2025-11-26,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,147.23,0.0
2025-11-28,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,147.19,-3.0
2024-09-03,ALL,THE ALLSTATE ,Financials,Financials,189.2,-34.0
2024-09-04,ALL,THE ALLSTATE ,Financials,Financials,189.87,-23.0
2024-09-05,ALL,THE ALLSTATE ,Financials,Financials,185.76,-15.0
2024-09-06,ALL,THE ALLSTATE ,Financials,Financials,185.36,-15.0
2024-09-09,ALL,THE ALLSTATE ,Financials,Financials,187.2,12.0
2024-09-10,ALL,THE ALLSTATE ,Financials,Financials,184.87,-15.0
2024-09-11,ALL,THE ALLSTATE ,Financials,Financials,184.39,-6.0
2024-09-12,ALL,THE ALLSTATE ,Financials,Financials,186.1,-31.0
2024-09-13,ALL,THE ALLSTATE ,Financials,Financials,188.3,8.0
2024-09-16,ALL,THE ALLSTATE ,Financials,Financials,190.56,-14.0
2024-09-17,ALL,THE ALLSTATE ,Financials,Financials,190.26,-1.0
2024-09-18,ALL,THE ALLSTATE ,Financials,Financials,191.01,-18.0
2024-09-19,ALL,THE ALLSTATE ,Financials,Financials,190.68,-10.0
2024-09-20,ALL,THE ALLSTATE ,Financials,Financials,191.0,-1.0
2024-09-23,ALL,THE ALLSTATE ,Financials,Financials,192.89,-27.0
2024-09-24,ALL,THE ALLSTATE ,Financials,Financials,191.82,-26.0
2024-09-25,ALL,THE ALLSTATE ,Financials,Financials,190.0,-26.0
2024-09-26,ALL,THE ALLSTATE ,Financials,Financials,188.69,-10.0
2024-09-27,ALL,THE ALLSTATE ,Financials,Financials,188.36,-4.0
2024-09-30,ALL,THE ALLSTATE ,Financials,Financials,189.65,-48.0
2024-10-01,ALL,THE ALLSTATE ,Financials,Financials,189.88,-16.0
2024-10-02,ALL,THE ALLSTATE ,Financials,Financials,190.22,-16.0
2024-10-03,ALL,THE ALLSTATE ,Financials,Financials,187.84,9.0
2024-10-04,ALL,THE ALLSTATE ,Financials,Financials,190.57,-17.0
2024-10-07,ALL,THE ALLSTATE ,Financials,Financials,181.25,3.0
2024-10-08,ALL,THE ALLSTATE ,Financials,Financials,182.87,54.0
2024-10-09,ALL,THE ALLSTATE ,Financials,Financials,184.91,31.0
2024-10-10,ALL,THE ALLSTATE ,Financials,Financials,185.79,52.0
2024-10-11,ALL,THE ALLSTATE ,Financials,Financials,188.28,-13.0
2024-10-14,ALL,THE ALLSTATE ,Financials,Financials,190.53,15.0
2024-10-15,ALL,THE ALLSTATE ,Financials,Financials,193.01,15.0
2024-10-16,ALL,THE ALLSTATE ,Financials,Financials,195.65,-8.0
2024-10-17,ALL,THE ALLSTATE ,Financials,Financials,195.51,-13.0
2024-10-18,ALL,THE ALLSTATE ,Financials,Financials,195.37,-13.0
2024-10-21,ALL,THE ALLSTATE ,Financials,Financials,192.64,10.0
2024-10-22,ALL,THE ALLSTATE ,Financials,Financials,192.78,-34.0
2024-10-23,ALL,THE ALLSTATE ,Financials,Financials,192.78,-34.0
2024-10-24,ALL,THE ALLSTATE ,Financials,Financials,192.0,8.0
2024-10-25,ALL,THE ALLSTATE ,Financials,Financials,188.12,-39.0
2024-10-28,ALL,THE ALLSTATE ,Financials,Financials,189.21,3.0
2024-10-29,ALL,THE ALLSTATE ,Financials,Financials,186.57,23.0
2024-10-30,ALL,THE ALLSTATE ,Financials,Financials,189.44,8.0
2024-10-31,ALL,THE ALLSTATE ,Financials,Financials,186.52,0.0
2024-11-01,ALL,THE ALLSTATE ,Financials,Financials,184.15,18.0
2024-11-04,ALL,THE ALLSTATE ,Financials,Financials,182.37,8.0
2024-11-05,ALL,THE ALLSTATE ,Financials,Financials,185.06,-14.0
2024-11-06,ALL,THE ALLSTATE ,Financials,Financials,188.79,34.0
2024-11-07,ALL,THE ALLSTATE ,Financials,Financials,190.55,-16.0
2024-11-08,ALL,THE ALLSTATE ,Financials,Financials,196.9,-8.0
2024-11-11,ALL,THE ALLSTATE ,Financials,Financials,197.52,-5.0
2024-11-12,ALL,THE ALLSTATE ,Financials,Financials,198.1,-5.0
2024-11-13,ALL,THE ALLSTATE ,Financials,Financials,197.3,-5.0
2024-11-14,ALL,THE ALLSTATE ,Financials,Financials,195.78,4.0
2024-11-15,ALL,THE ALLSTATE ,Financials,Financials,196.88,-5.0
2024-11-18,ALL,THE ALLSTATE ,Financials,Financials,199.97,-19.0
2024-11-19,ALL,THE ALLSTATE ,Financials,Financials,196.6,12.0
2024-11-20,ALL,THE ALLSTATE ,Financials,Financials,197.29,-15.0
2024-11-21,ALL,THE ALLSTATE ,Financials,Financials,203.48,-41.0
2024-11-22,ALL,THE ALLSTATE ,Financials,Financials,203.8,-43.0
2024-11-25,ALL,THE ALLSTATE ,Financials,Financials,202.03,-41.0
2024-11-26,ALL,THE ALLSTATE ,Financials,Financials,207.87,-43.0
2024-11-27,ALL,THE ALLSTATE ,Financials,Financials,208.2,-60.0
2024-11-29,ALL,THE ALLSTATE ,Financials,Financials,207.39,-60.0
2024-12-02,ALL,THE ALLSTATE ,Financials,Financials,204.39,-81.0
2024-12-03,ALL,THE ALLSTATE ,Financials,Financials,203.4,-81.0
2024-12-04,ALL,THE ALLSTATE ,Financials,Financials,204.95,-81.0
2024-12-05,ALL,THE ALLSTATE ,Financials,Financials,204.23,-79.0
2024-12-06,ALL,THE ALLSTATE ,Financials,Financials,203.64,-84.0
2024-12-09,ALL,THE ALLSTATE ,Financials,Financials,199.04,-43.0
2024-12-10,ALL,THE ALLSTATE ,Financials,Financials,195.06,-14.0
2024-12-11,ALL,THE ALLSTATE ,Financials,Financials,193.3,-12.0
2024-12-12,ALL,THE ALLSTATE ,Financials,Financials,192.3,-11.0
2024-12-13,ALL,THE ALLSTATE ,Financials,Financials,196.26,-64.0
2024-12-16,ALL,THE ALLSTATE ,Financials,Financials,195.02,-26.0
2024-12-17,ALL,THE ALLSTATE ,Financials,Financials,193.4,-50.0
2024-12-18,ALL,THE ALLSTATE ,Financials,Financials,189.25,-10.0
2024-12-19,ALL,THE ALLSTATE ,Financials,Financials,189.79,-33.0
2024-12-20,ALL,THE ALLSTATE ,Financials,Financials,193.56,-50.0
2024-12-23,ALL,THE ALLSTATE ,Financials,Financials,193.63,-59.0
2024-12-24,ALL,THE ALLSTATE ,Financials,Financials,195.52,-11.0
2024-12-26,ALL,THE ALLSTATE ,Financials,Financials,195.62,17.0
2024-12-27,ALL,THE ALLSTATE ,Financials,Financials,193.8,4.0
2024-12-30,ALL,THE ALLSTATE ,Financials,Financials,192.55,5.0
2024-12-31,ALL,THE ALLSTATE ,Financials,Financials,192.79,49.0
2025-01-02,ALL,THE ALLSTATE ,Financials,Financials,191.95,-0.0
2025-01-03,ALL,THE ALLSTATE ,Financials,Financials,191.45,12.0
2025-01-06,ALL,THE ALLSTATE ,Financials,Financials,185.91,12.0
2025-01-07,ALL,THE ALLSTATE ,Financials,Financials,186.04,12.0
2025-01-08,ALL,THE ALLSTATE ,Financials,Financials,191.8,-13.0
2025-01-10,ALL,THE ALLSTATE ,Financials,Financials,180.99,61.0
2025-01-13,ALL,THE ALLSTATE ,Financials,Financials,182.54,21.0
2025-01-14,ALL,THE ALLSTATE ,Financials,Financials,186.81,11.0
2025-01-15,ALL,THE ALLSTATE ,Financials,Financials,188.03,-21.0
2025-01-16,ALL,THE ALLSTATE ,Financials,Financials,191.1,-22.0
2025-01-17,ALL,THE ALLSTATE ,Financials,Financials,188.9,-12.0
2025-01-21,ALL,THE ALLSTATE ,Financials,Financials,189.75,-22.0
2025-01-22,ALL,THE ALLSTATE ,Financials,Financials,185.25,11.0
2025-01-23,ALL,THE ALLSTATE ,Financials,Financials,184.66,21.0
2025-01-24,ALL,THE ALLSTATE ,Financials,Financials,186.07,21.0
2025-01-27,ALL,THE ALLSTATE ,Financials,Financials,193.19,-5.0
2025-01-28,ALL,THE ALLSTATE ,Financials,Financials,190.96,5.0
2025-01-29,ALL,THE ALLSTATE ,Financials,Financials,190.81,-5.0
2025-01-30,ALL,THE ALLSTATE ,Financials,Financials,193.83,-15.0
2025-01-31,ALL,THE ALLSTATE ,Financials,Financials,192.33,-5.0
2025-02-03,ALL,THE ALLSTATE ,Financials,Financials,191.98,-5.0
2025-02-04,ALL,THE ALLSTATE ,Financials,Financials,190.87,-5.0
2025-02-05,ALL,THE ALLSTATE ,Financials,Financials,193.01,-48.0
2025-02-06,ALL,THE ALLSTATE ,Financials,Financials,191.88,-15.0
2025-02-07,ALL,THE ALLSTATE ,Financials,Financials,190.24,-22.0
2025-02-10,ALL,THE ALLSTATE ,Financials,Financials,186.58,-62.0
2025-02-11,ALL,THE ALLSTATE ,Financials,Financials,189.43,-62.0
2025-02-12,ALL,THE ALLSTATE ,Financials,Financials,189.33,-5.0
2025-02-13,ALL,THE ALLSTATE ,Financials,Financials,192.77,-22.0
2025-02-14,ALL,THE ALLSTATE ,Financials,Financials,187.63,-23.0
2025-02-18,ALL,THE ALLSTATE ,Financials,Financials,188.95,-26.0
2025-02-19,ALL,THE ALLSTATE ,Financials,Financials,191.6,-26.0
2025-02-20,ALL,THE ALLSTATE ,Financials,Financials,189.18,-35.0
2025-02-21,ALL,THE ALLSTATE ,Financials,Financials,185.66,7.0
2025-02-24,ALL,THE ALLSTATE ,Financials,Financials,188.75,-32.0
2025-02-25,ALL,THE ALLSTATE ,Financials,Financials,190.48,-15.0
2025-02-26,ALL,THE ALLSTATE ,Financials,Financials,188.43,4.0
2025-02-27,ALL,THE ALLSTATE ,Financials,Financials,195.06,-19.0
2025-02-28,ALL,THE ALLSTATE ,Financials,Financials,199.15,-36.0
2025-03-03,ALL,THE ALLSTATE ,Financials,Financials,202.06,26.0
2025-03-04,ALL,THE ALLSTATE ,Financials,Financials,199.03,30.0
2025-03-05,ALL,THE ALLSTATE ,Financials,Financials,199.56,30.0
2025-03-06,ALL,THE ALLSTATE ,Financials,Financials,197.43,16.0
2025-03-07,ALL,THE ALLSTATE ,Financials,Financials,200.73,22.0
2025-03-10,ALL,THE ALLSTATE ,Financials,Financials,198.74,14.0
2025-03-11,ALL,THE ALLSTATE ,Financials,Financials,201.58,15.0
2025-03-12,ALL,THE ALLSTATE ,Financials,Financials,198.25,22.0
2025-03-13,ALL,THE ALLSTATE ,Financials,Financials,202.0,34.0
2025-03-14,ALL,THE ALLSTATE ,Financials,Financials,207.49,-21.0
2025-03-17,ALL,THE ALLSTATE ,Financials,Financials,210.1,-23.0
2025-03-18,ALL,THE ALLSTATE ,Financials,Financials,205.34,-18.0
2025-03-19,ALL,THE ALLSTATE ,Financials,Financials,204.87,-30.0
2025-03-20,ALL,THE ALLSTATE ,Financials,Financials,210.18,-29.0
2025-03-21,ALL,THE ALLSTATE ,Financials,Financials,206.47,-37.0
2025-03-24,ALL,THE ALLSTATE ,Financials,Financials,207.3,-55.0
2025-03-25,ALL,THE ALLSTATE ,Financials,Financials,208.12,-55.0
2025-03-26,ALL,THE ALLSTATE ,Financials,Financials,209.28,-37.0
2025-03-27,ALL,THE ALLSTATE ,Financials,Financials,209.29,-43.0
2025-03-28,ALL,THE ALLSTATE ,Financials,Financials,206.45,-17.0
2025-03-31,ALL,THE ALLSTATE ,Financials,Financials,207.07,-27.0
2025-04-01,ALL,THE ALLSTATE ,Financials,Financials,207.5,-20.0
2025-04-02,ALL,THE ALLSTATE ,Financials,Financials,205.43,-32.0
2025-04-03,ALL,THE ALLSTATE ,Financials,Financials,205.32,-35.0
2025-04-04,ALL,THE ALLSTATE ,Financials,Financials,186.57,15.0
2025-04-07,ALL,THE ALLSTATE ,Financials,Financials,180.53,69.0
2025-04-08,ALL,THE ALLSTATE ,Financials,Financials,183.47,69.0
2025-04-09,ALL,THE ALLSTATE ,Financials,Financials,193.0,0.0
2025-04-10,ALL,THE ALLSTATE ,Financials,Financials,190.79,0.0
2025-04-11,ALL,THE ALLSTATE ,Financials,Financials,192.55,0.0
2025-04-14,ALL,THE ALLSTATE ,Financials,Financials,195.5,0.0
2025-04-15,ALL,THE ALLSTATE ,Financials,Financials,194.54,0.0
2025-04-16,ALL,THE ALLSTATE ,Financials,Financials,194.24,64.0
2025-04-17,ALL,THE ALLSTATE ,Financials,Financials,194.66,48.0
2025-04-21,ALL,THE ALLSTATE ,Financials,Financials,186.95,-1.0
2025-04-22,ALL,THE ALLSTATE ,Financials,Financials,193.9,48.0
2025-04-23,ALL,THE ALLSTATE ,Financials,Financials,194.73,55.0
2025-04-24,ALL,THE ALLSTATE ,Financials,Financials,194.86,44.0
2025-04-25,ALL,THE ALLSTATE ,Financials,Financials,192.91,44.0
2025-04-28,ALL,THE ALLSTATE ,Financials,Financials,195.41,64.0
2025-04-29,ALL,THE ALLSTATE ,Financials,Financials,198.79,44.0
2025-04-30,ALL,THE ALLSTATE ,Financials,Financials,198.39,27.0
2025-05-01,ALL,THE ALLSTATE ,Financials,Financials,197.24,27.0
2025-05-02,ALL,THE ALLSTATE ,Financials,Financials,199.3,27.0
2025-05-05,ALL,THE ALLSTATE ,Financials,Financials,200.25,5.0
2025-05-06,ALL,THE ALLSTATE ,Financials,Financials,202.06,-24.0
2025-05-07,ALL,THE ALLSTATE ,Financials,Financials,204.07,-38.0
2025-05-08,ALL,THE ALLSTATE ,Financials,Financials,202.62,7.0
2025-05-09,ALL,THE ALLSTATE ,Financials,Financials,202.64,-15.0
