Date,Ticker,Ticker_name,Exposure,Category,Close,model_score
2024-09-03,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,138.96,12.0
2024-09-04,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,138.16,26.0
2024-09-05,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,138.36,16.0
2024-09-06,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,137.2,9.0
2024-09-09,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,138.09,1.0
2024-09-10,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,138.03,5.0
2024-09-11,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,138.7,14.0
2024-09-12,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,136.39,-12.0
2024-09-13,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,137.31,-12.0
2024-09-16,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,138.31,14.0
2024-09-17,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,138.35,28.0
2024-09-18,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,139.01,57.0
2024-09-19,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,141.95,6.0
2024-09-20,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,140.09,36.0
2024-09-23,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,139.79,36.0
2024-09-24,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,141.87,6.0
2024-09-25,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,139.44,57.0
2024-09-26,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,146.74,-43.0
2024-09-27,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,148.06,-43.0
2024-09-30,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,148.48,-20.0
2024-10-01,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,146.56,-43.0
2024-10-02,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,146.54,-20.0
2024-10-03,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,144.55,1.0
2024-10-04,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,144.97,-19.0
2024-10-07,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,143.89,-16.0
2024-10-08,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,144.61,-16.0
2024-10-09,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,144.8,-16.0
2024-10-10,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,142.74,-16.0
2024-10-11,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,143.82,-16.0
2024-10-14,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,144.25,-12.0
2024-10-15,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,144.58,-16.0
2024-10-16,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,139.11,13.0
2024-10-17,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,137.42,-4.0
2024-10-18,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,138.83,-13.0
2024-10-21,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,136.76,-13.0
2024-10-22,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,133.46,11.0
2024-10-23,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,133.03,13.0
2024-10-24,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,130.69,-14.0
2024-10-25,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,130.19,-9.0
2024-10-28,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,131.54,13.0
2024-10-29,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,131.23,13.0
2024-10-30,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,131.49,21.0
2024-10-31,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,130.31,41.0
2024-11-01,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,136.87,-4.0
2024-11-04,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,139.65,15.0
2024-11-05,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,140.41,15.0
2024-11-06,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,137.78,44.0
2024-11-07,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,139.63,15.0
2024-11-08,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,136.68,33.0
2024-11-11,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,133.86,47.0
2024-11-12,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,133.67,35.0
2024-11-13,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,134.28,-7.0
2024-11-14,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,130.22,35.0
2024-11-15,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,127.07,18.0
2024-11-18,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,126.92,41.0
2024-11-19,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,125.69,31.0
2024-11-20,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,128.57,28.0
2024-11-21,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,132.06,25.0
2024-11-22,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,133.84,3.0
2024-11-25,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,134.49,-42.0
2024-11-26,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,134.37,-42.0
2024-11-27,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,138.14,-44.0
2024-11-29,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,137.97,0.0
2024-12-02,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,139.58,-27.0
2024-12-03,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,139.28,-44.0
2024-12-04,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,140.2,-60.0
2024-12-05,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,137.87,-37.0
2024-12-06,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,140.58,-63.0
2024-12-09,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,144.0,-36.0
2024-12-10,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,141.93,-36.0
2024-12-11,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,141.19,-36.0
2024-12-12,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,140.91,-36.0
2024-12-13,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,139.0,-64.0
2024-12-16,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,137.67,-69.0
2024-12-17,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,136.46,-69.0
2024-12-18,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,133.01,-33.0
2024-12-19,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,133.19,-26.0
2024-12-20,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,134.51,-43.0
2024-12-23,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,134.6,-22.0
2024-12-24,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,136.1,-10.0
2024-12-26,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,135.83,-31.0
2024-12-27,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,135.54,-28.0
2024-12-30,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,134.42,14.0
2024-12-31,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,134.34,14.0
2025-01-02,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,133.43,-10.0
2025-01-03,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,135.69,14.0
2025-01-06,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,136.43,45.0
2025-01-07,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,137.41,57.0
2025-01-08,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,137.0,28.0
2025-01-10,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,137.47,28.0
2025-01-13,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,141.95,23.0
2025-01-14,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,143.43,23.0
2025-01-15,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,142.23,14.0
2025-01-16,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,144.72,7.0
2025-01-17,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,147.36,-53.0
2025-01-21,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,152.57,-2.0
2025-01-22,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,152.6,-9.0
2025-01-23,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,152.45,-9.0
2025-01-24,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,151.44,-2.0
2025-01-27,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,150.96,-2.0
2025-01-28,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,150.34,-2.0
2025-01-29,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,147.09,-46.0
2025-01-30,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,151.38,-46.0
2025-01-31,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,151.52,-2.0
2025-02-03,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,148.63,-77.0
2025-02-04,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,147.04,-75.0
2025-02-05,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,147.99,-54.0
2025-02-06,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,147.64,-54.0
2025-02-07,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,145.21,-37.0
2025-02-10,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,143.69,-33.0
2025-02-11,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,141.75,-24.0
2025-02-12,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,138.08,23.0
2025-02-13,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,136.45,23.0
2025-02-14,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,134.67,39.0
2025-02-18,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,135.2,53.0
2025-02-19,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,137.15,37.0
2025-02-20,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,136.79,28.0
2025-02-21,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,135.37,24.0
2025-02-24,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,135.28,3.0
2025-02-25,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,134.18,24.0
2025-02-26,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,134.47,24.0
2025-02-27,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,127.08,13.0
2025-02-28,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,127.92,13.0
2025-03-03,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,126.33,-42.0
2025-03-04,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,123.06,-12.0
2025-03-05,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,126.51,12.0
2025-03-06,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,126.55,12.0
2025-03-07,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,126.7,12.0
2025-03-10,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,121.9,20.0
2025-03-11,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,121.03,25.0
2025-03-12,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,119.85,41.0
2025-03-13,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,117.33,41.0
2025-03-14,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,121.18,-2.0
2025-03-17,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,122.49,38.0
2025-03-18,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,123.1,38.0
2025-03-19,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,122.21,38.0
2025-03-20,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,120.28,39.0
2025-03-21,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,120.75,39.0
2025-03-24,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,121.97,49.0
2025-03-25,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,120.51,69.0
2025-03-26,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,119.9,74.0
2025-03-27,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,118.97,15.0
2025-03-28,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,116.69,44.0
2025-03-31,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,116.98,32.0
2025-04-01,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,114.05,-1.0
2025-04-02,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,115.99,-45.0
2025-04-03,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,109.67,-10.0
2025-04-04,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,103.0,41.0
2025-04-07,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,103.59,41.0
2025-04-08,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,99.29,44.0
2025-04-09,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,107.05,-25.0
2025-04-10,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,99.95,0.0
2025-04-11,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,102.71,-0.0
2025-04-14,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,105.19,-0.0
2025-04-15,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,103.12,0.0
2025-04-16,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,102.7,38.0
2025-04-17,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,102.48,38.0
2025-04-21,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,100.26,25.0
2025-04-22,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,102.81,38.0
2025-04-23,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,105.0,22.0
2025-04-24,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,107.02,20.0
2025-04-25,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,106.28,8.0
2025-04-28,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,106.87,8.0
2025-04-29,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,107.46,8.0
2025-04-30,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,107.6,8.0
2025-05-01,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,106.46,8.0
2025-05-02,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,108.63,-37.0
2025-05-05,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,108.37,-41.0
2025-05-06,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,105.24,-10.0
2025-05-07,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,107.52,-48.0
2025-05-08,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,108.7,-30.0
2025-05-09,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,106.93,31.0
2025-05-12,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,115.55,-59.0
2025-05-13,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,115.42,-53.0
2025-05-14,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,111.52,-24.0
2025-05-15,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,112.4,-51.0
2025-05-16,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,113.77,-70.0
2025-05-19,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,113.44,-43.0
2025-05-20,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,113.48,-43.0
2025-05-21,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,108.91,-46.0
2025-05-22,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,109.68,-46.0
2025-05-23,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,108.53,-20.0
2025-05-27,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,111.26,-20.0
2025-05-28,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,110.88,-3.0
2025-05-29,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,113.28,-50.0
2025-05-30,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,111.92,-51.0
2025-06-02,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,111.05,-10.0
2025-06-03,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,112.76,-10.0
2025-06-04,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,114.94,-41.0
2025-06-05,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,113.94,-51.0
2025-06-06,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,115.8,-34.0
2025-06-09,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,116.74,-17.0
2025-06-10,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,120.52,-20.0
2025-06-11,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,119.72,-29.0
2025-06-12,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,118.91,-7.0
2025-06-13,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,117.08,14.0
2025-06-16,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,119.02,-2.0
2025-06-17,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,116.09,-47.0
2025-06-18,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,115.52,-20.0
2025-06-20,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,115.56,-34.0
2025-06-23,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,116.13,-24.0
2025-06-24,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,117.64,-53.0
2025-06-25,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,118.62,-24.0
2025-06-26,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,119.42,-43.0
2025-06-27,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,119.17,-40.0
2025-06-30,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,118.01,-34.0
2025-07-01,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,120.45,-27.0
2025-07-02,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,120.66,-24.0
2025-07-03,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,121.38,-24.0
2025-07-07,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,119.25,-20.0
2025-07-08,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,121.01,-3.0
2025-07-09,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,121.3,-3.0
2025-07-10,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,124.17,-10.0
2025-07-11,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,123.28,6.0
2025-07-14,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,120.08,-52.0
2025-07-15,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,112.94,2.0
2025-07-16,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,113.43,2.0
2025-07-17,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,116.36,-13.0
2025-07-18,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,113.99,-13.0
2025-07-21,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,112.04,2.0
2025-07-22,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,116.19,-13.0
2025-07-23,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,119.47,-49.0
2025-07-24,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,120.35,-49.0
2025-07-25,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,120.18,-49.0
2025-07-28,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,119.54,-49.0
2025-07-29,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,119.84,-38.0
2025-07-30,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,118.05,-18.0
2025-07-31,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,114.81,-13.0
2025-08-01,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,113.5,-13.0
2025-08-04,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,114.84,27.0
2025-08-05,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,114.89,27.0
2025-08-06,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,113.23,27.0
2025-08-07,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,113.98,38.0
2025-08-08,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,114.62,27.0
2025-08-11,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,114.13,-2.0
2025-08-12,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,117.32,-42.0
2025-08-13,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,120.29,-34.0
2025-08-14,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,118.87,-52.0
2025-08-15,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,119.2,-20.0
2025-08-18,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,118.15,-18.0
2025-08-19,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,120.11,-3.0
2025-08-20,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,119.11,6.0
2025-08-21,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,117.15,16.0
2025-08-22,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,121.63,23.0
2025-08-25,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,119.15,23.0
2025-08-26,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,118.3,-15.0
2025-08-27,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,118.69,-5.0
2025-08-28,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,124.96,-17.0
2025-08-29,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,125.66,-43.0
2025-09-02,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,125.21,-10.0
2025-09-03,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,125.22,-44.0
2025-09-04,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,128.48,-54.0
2025-09-05,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,128.75,-10.0
2025-09-08,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,128.13,-86.0
2025-09-09,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,126.25,-86.0
2025-09-10,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,124.12,-79.0
2025-09-11,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,126.73,-79.0
2025-09-12,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,123.24,-48.0
2025-09-15,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,125.63,-37.0
2025-09-16,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,127.19,-41.0
2025-09-17,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,126.72,-37.0
2025-09-18,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,127.62,-41.0
2025-09-19,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,126.32,-16.0
2025-09-22,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,126.33,-79.0
2025-09-23,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,125.94,-62.0
2025-09-24,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,124.38,-62.0
2025-09-25,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,121.89,5.0
2025-09-26,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,123.39,-1.0
2025-09-29,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,123.75,20.0
2025-09-30,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,128.35,6.0
2025-10-01,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,138.58,3.0
2025-10-02,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,138.7,21.0
2025-10-03,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,141.64,-6.0
2025-10-06,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,141.61,-37.0
2025-10-07,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,138.56,-17.0
2025-10-08,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,140.81,-64.0
2025-10-09,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,140.11,-40.0
2025-10-10,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,136.62,-47.0
2025-10-13,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,138.23,-9.0
2025-10-14,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,138.04,-9.0
2025-10-15,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,139.65,3.0
2025-10-16,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,141.1,-9.0
2025-10-17,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,141.92,-9.0
2025-10-20,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,143.0,-23.0
2025-10-21,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,145.68,-23.0
2025-10-22,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,145.87,-51.0
2025-10-23,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,147.46,-51.0
