Date,Ticker,Ticker_name,Exposure,Category,model_score_mtd_change,current_model_score,previous_model_score
2026-02-09,GL,GLOBE LIFE INC.,Financials,Financials,28.0,-3.0,-31.0
2026-02-09,GLATF,GLOBAL ATOMIC ,,MR Discretion,8.0,21.0,13.0
2026-02-09,GLD,SPDR GOLD,Gold,Commodities,11.0,37.0,26.0
2026-02-09,GLW,CORNING INC.,Information Technology,Information Technology,-70.0,-37.0,33.0
2026-02-09,GM,GENERAL MOTORS COMPANY,Consumer Discretionary,Consumer Discretionary,11.0,37.0,26.0
2026-02-09,GNK,GENCO SHIPPING & TRADING LIMITED,,MR Discretion,21.0,-33.0,-54.0
2026-02-09,GNRC,GENERAC HOLDINGS INC.,Industrials,Industrials,17.0,-26.0,-43.0
2026-02-09,GOOGL,ALPHABET INC.,Communication Services,Communication Services,83.0,61.0,-22.0
2026-02-09,GPC,GENUINE PARTS COMPANY,Consumer Discretionary,Consumer Discretionary,14.0,-16.0,-30.0
2026-02-09,GPN,GLOBAL PAYMENTS INC.,Financials,Financials,-5.0,7.0,12.0
2026-02-09,GREK,GLBL X MSCI GREECE,,Foreign,21.0,18.0,-3.0
2026-02-09,GRMN,GARMIN LTD,Consumer Discretionary,Consumer Discretionary,0.0,20.0,20.0
2026-02-09,GS,"THE GOLDMAN SACHS GROUP, INC.",Financials,Financials,-50.0,-34.0,16.0
2026-02-09,GWW,"W.W. GRAINGER, INC.",Industrials,Industrials,-64.0,-81.0,-17.0
2026-02-09,HAL,HALLIBURTON COMPANY,Energy,Energy,38.0,-13.0,-51.0
2026-02-09,HAS,"HASBRO, INC.",Consumer Discretionary,Consumer Discretionary,-17.0,-25.0,-8.0
2026-02-09,HBAN,HUNTINGTON BANCSHARES INC.,Financials,Financials,-77.0,-38.0,39.0
2026-02-09,HCA,"HCA HEALTHCARE, INC.",Health Care,Health Care,-4.0,20.0,24.0
2026-02-09,HD,"THE HOME DEPOT, INC.",Consumer Discretionary,Consumer Discretionary,26.0,-20.0,-46.0
2026-02-09,HIG,THE HARTFORD FINANCIAL SERVICES GROUP,Financials,Financials,-64.0,-14.0,50.0
2026-02-09,HII,"HUNTINGTON INGALLS INDUSTRIES, INC.",Industrials,Industrials,90.0,36.0,-54.0
2026-02-09,HLT,HILTON WORLDWIDE HOLDINGS INC.,Consumer Discretionary,Consumer Discretionary,-19.0,-15.0,4.0
2026-02-09,HLX,"HELIX ENERGY SOLUTIONS GROUP, INC.",,MR Discretion,0.0,-9.0,-9.0
2026-02-09,HOLX,"HOLOGIC, INC.",Health Care,Health Care,42.0,-20.0,-62.0
2026-02-09,HON,HONEYWELL INTERNATIONAL INC.,Industrials,Industrials,-33.0,-60.0,-27.0
2026-02-09,HOOD,"ROBINHOOD MARKETS, INC.",Financials,Financials,-2.0,0.0,2.0
2026-02-09,HPE,HEWLETT PACKARD ENTERPRISE COMPANY,Information Technology,Information Technology,-41.0,-2.0,39.0
2026-02-09,HPQ,HP INC.,Information Technology,Information Technology,-3.0,37.0,40.0
2026-02-09,HRL,HORMEL FOODS ,Consumer Staples,Consumer Staples,-7.0,-10.0,-3.0
2026-02-09,HSIC,"HENRY SCHEIN, INC.",Health Care,Health Care,-34.0,-10.0,24.0
2026-02-09,HST,"HOST HOTELS & RESORTS, INC.",Real Estate,Real Estate,5.0,-7.0,-12.0
2026-02-09,HSY,THE HERSHEY COMPANY,Consumer Staples,Consumer Staples,-85.0,-69.0,16.0
2026-02-09,HUBB,HUBBELL INC.,Industrials,Industrials,20.0,-13.0,-33.0
2026-02-09,HUM,HUMANA INC.,Health Care,Health Care,24.0,23.0,-1.0
2026-02-09,HWM,HOWMET AEROSPACE INC.,Industrials,Industrials,30.0,38.0,8.0
2026-02-09,HYD,VANECK:HIGH YIELD MUNI,,Bonds,36.0,65.0,29.0
2026-02-09,HYG,ISHARES:IBOXX $HY CORP,Bonds,Bonds,31.0,7.0,-24.0
2026-02-09,IBKR,"INTERACTIVE BROKERS GROUP, INC.",Financials,Financials,41.0,23.0,-18.0
2026-02-09,IBM,INTERNATIONAL BUSINESS MACHINES ,Information Technology,Information Technology,52.0,30.0,-22.0
2026-02-09,ICE,"INTERCONTINENTAL EXCHANGE, INC.",Financials,Financials,58.0,5.0,-53.0
2026-02-09,ICL,ICL GROUP LTD,,MR Discretion,-7.0,29.0,36.0
2026-02-09,IDXX,"IDEXX LABORATORIES, INC.",Health Care,Health Care,29.0,36.0,7.0
2026-02-09,IEF,ISHARES:7-10 TRS BD ETF,Bonds,Bonds,-33.0,3.0,36.0
2026-02-09,IEX,IDEX ,Industrials,Industrials,19.0,-37.0,-56.0
2026-02-09,IFF,INTERNATIONAL FLAVORS & FRAGRANCES INC.,Materials,Materials,-23.0,-35.0,-12.0
2026-02-09,INCY,INCYTE ,Health Care,Health Care,54.0,53.0,-1.0
2026-02-09,INDA,ISHARES:MSCI INDIA,,Foreign,-72.0,-44.0,28.0
2026-02-09,INTC,INTEL ,Information Technology,Information Technology,44.0,3.0,-41.0
2026-02-09,INTU,INTUIT INC.,Information Technology,Information Technology,30.0,30.0,-0.0
2026-02-09,INVH,INVITATION HOMES INC.,Real Estate,Real Estate,-39.0,-31.0,8.0
2026-02-09,IP,INTERNATIONAL PAPER COMPANY,Materials,Materials,-36.0,-51.0,-15.0
2026-02-09,IQV,IQVIA HOLDINGS INC,Health Care,Health Care,-11.0,0.0,11.0
2026-02-09,IR,INGERSOLL RAND INC.,Industrials,Industrials,-24.0,-81.0,-57.0
2026-02-09,IRM,IRON MOUNTAIN INC.,Real Estate,Real Estate,21.0,-12.0,-33.0
2026-02-09,ISRG,"INTUITIVE SURGICAL, INC.",Health Care,Health Care,-55.0,-14.0,41.0
2026-02-09,IT,"GARTNER, INC.",Information Technology,Information Technology,9.0,0.0,-9.0
2026-02-09,ITW,ILLINOIS TOOL WORKS INC.,Industrials,Industrials,7.0,-50.0,-57.0
2026-02-09,IVZ,INVESCO LTD.,Financials,Financials,27.0,28.0,1.0
2026-02-09,IWD,ISHARES:RUSS 1000 VL ETF,,Sector & Style ETFs,-1.0,-36.0,-35.0
2026-02-09,IWF,ISHARES:RUSS 1000 GR ETF,,Sector & Style ETFs,21.0,50.0,29.0
2026-02-09,IWM,ISHARES:RUSS 2000 ETF,,Sector & Style ETFs,20.0,4.0,-16.0
2026-02-09,J,JACOBS SOLUTIONS INC.,Industrials,Industrials,-10.0,-28.0,-18.0
2026-02-09,JBHT,"J. B. HUNT TRANSPORT SERVICES, INC.",Industrials,Industrials,34.0,1.0,-33.0
2026-02-09,JBL,JABIL INC.,Information Technology,Information Technology,-37.0,-2.0,35.0
2026-02-09,JCI,JOHNSON CONTROLS INTERNATIONAL PLC,Industrials,Industrials,-80.0,-37.0,43.0
2026-02-09,JKHY,"JACK HENRY & ASSOCIATES, INC.",Financials,Financials,38.0,66.0,28.0
2026-02-09,JNJ,JOHNSON & JOHNSON,Health Care,Health Care,26.0,3.0,-23.0
2026-02-09,JNK,SPDR BBG HIGH YIELD BD,,Bonds,47.0,7.0,-40.0
2026-02-09,JPM,JPMORGAN CHASE & CO.,Financials,Financials,-57.0,-13.0,44.0
2026-02-09,KDP,KEURIG DR PEPPER INC.,Consumer Staples,Consumer Staples,23.0,5.0,-18.0
2026-02-09,KEY,KEYCORP,Financials,Financials,13.0,1.0,-12.0
2026-02-09,KEYS,"KEYSIGHT TECHNOLOGIES, INC.",Information Technology,Information Technology,4.0,-2.0,-6.0
2026-02-09,KHC,THE KRAFT HEINZ COMPANY,Consumer Staples,Consumer Staples,-76.0,-43.0,33.0
2026-02-09,KIM,KIMCO REALTY .,Real Estate,Real Estate,-21.0,-56.0,-35.0
2026-02-09,KKR,KKR & CO. INC.,Financials,Financials,-34.0,-32.0,2.0
2026-02-09,KLAC,KLA ,Information Technology,Information Technology,45.0,37.0,-8.0
2026-02-09,KMB,KIMBERLY-CLARK ,Consumer Staples,Consumer Staples,15.0,1.0,-14.0
2026-02-09,KMI,"KINDER MORGAN, INC.",Energy,Energy,-3.0,-33.0,-30.0
2026-02-09,KO,THE COCA-COLA COMPANY,Consumer Staples,Consumer Staples,14.0,-23.0,-37.0
2026-02-09,KR,THE KROGER CO.,Consumer Staples,Consumer Staples,-46.0,-20.0,26.0
2026-02-09,KVUE,KENVUE INC.,Consumer Staples,Consumer Staples,-26.0,-53.0,-27.0
2026-02-09,L,LOEWS ,Financials,Financials,-28.0,1.0,29.0
2026-02-09,LDOS,"LEIDOS HOLDINGS, INC.",Industrials,Industrials,-30.0,-38.0,-8.0
2026-02-09,LEN,LENNAR ,Consumer Discretionary,Consumer Discretionary,31.0,-47.0,-78.0
2026-02-09,LH,LABORATORY  OF AMERICA HOLDINGS,Health Care,Health Care,-25.0,-27.0,-2.0
2026-02-09,LHX,"L3HARRIS TECHNOLOGIES, INC.",Industrials,Industrials,48.0,19.0,-29.0
2026-02-09,LII,LENNOX INTERNATIONAL INC.,Industrials,Industrials,22.0,-27.0,-49.0
2026-02-09,LIN,LINDE PUBLIC LIMITED COMPANY,Materials,Materials,10.0,-33.0,-43.0
2026-02-09,LLY,ELI LILLY AND COMPANY,Health Care,Health Care,-6.0,-6.0,0.0
2026-02-09,LMT,LOCKHEED MARTIN ,Industrials,Industrials,20.0,-17.0,-37.0
2026-02-09,LNT,ALLIANT ENERGY ,Utilities,Utilities,-59.0,-22.0,37.0
2026-02-09,LOW,"LOWE'S COMPANIES, INC.",Consumer Discretionary,Consumer Discretionary,100.0,29.0,-71.0
2026-02-09,LQD,ISHARES:IBOXX $IG CORP,Bonds,Bonds,8.0,3.0,-5.0
2026-02-09,LRCX,LAM RESEARCH ,Information Technology,Information Technology,55.0,26.0,-29.0
2026-02-09,LULU,LULULEMON ATHLETICA INC.,Consumer Discretionary,Consumer Discretionary,-59.0,-34.0,25.0
2026-02-09,LUV,SOUTHWEST AIRLINES CO.,Industrials,Industrials,8.0,-15.0,-23.0
2026-02-09,LVS,LAS VEGAS SANDS CORP.,Consumer Discretionary,Consumer Discretionary,-2.0,20.0,22.0
2026-02-09,LW,"LAMB WESTON HOLDINGS, INC.",Consumer Staples,Consumer Staples,-21.0,-9.0,12.0
2026-02-09,LYB,LYONDELLBASELL INDUSTRIES NV,Materials,Materials,34.0,-47.0,-81.0
2026-02-09,LYV,"LIVE NATION ENTERTAINMENT, INC.",Communication Services,Communication Services,18.0,15.0,-3.0
2026-02-09,MA,MASTERCARD INC..,Financials,Financials,43.0,18.0,-25.0
2026-02-09,MAA,"MID-AMERICA APARTMENT COMMUNITIES, INC.",Real Estate,Real Estate,-66.0,8.0,74.0
2026-02-09,MAR,"MARRIOTT INTERNATIONAL, INC.",Consumer Discretionary,Consumer Discretionary,-13.0,-3.0,10.0
2026-02-09,MAS,MASCO ,Industrials,Industrials,6.0,-27.0,-33.0
2026-02-09,MCD,MCDONALD'S ,Consumer Discretionary,Consumer Discretionary,14.0,-26.0,-40.0
2026-02-09,MCHI,ISHARES:MSCI CHINA,,Foreign,51.0,52.0,1.0
2026-02-09,MCHP,MICROCHIP TECHNOLOGY INC.,Information Technology,Information Technology,79.0,26.0,-53.0
2026-02-09,MCK,MCKESSON ,Health Care,Health Care,-78.0,-43.0,35.0
2026-02-09,MCO,MOODY'S ,Financials,Financials,49.0,0.0,-49.0
2026-02-09,MDLZ,"MONDELEZ INTERNATIONAL, INC.",Consumer Staples,Consumer Staples,-26.0,-53.0,-27.0
2026-02-09,MDT,MEDTRONIC PUBLIC LIMITED COMPANY,Health Care,Health Care,28.0,14.0,-14.0
2026-02-09,MDY,SPDR S&P MIDCAP 400 ETF,,Sector & Style ETFs,9.0,-28.0,-37.0
2026-02-09,MET,"METLIFE, INC.",Financials,Financials,-8.0,-13.0,-5.0
2026-02-09,META,"META PLATFORMS, INC.",Communication Services,Communication Services,16.0,-12.0,-28.0
2026-02-09,MGM,MGM RESORTS INTERNATIONAL,Consumer Discretionary,Consumer Discretionary,-94.0,-63.0,31.0
2026-02-09,MKC,"MCCORMICK & COMPANY, INC.",Consumer Staples,Consumer Staples,-72.0,-17.0,55.0
2026-02-09,MLM,"MARTIN MARIETTA MATERIALS, INC.",Materials,Materials,-73.0,-84.0,-11.0
2026-02-09,MMM,3M COMPANY,Industrials,Industrials,-5.0,-17.0,-12.0
2026-02-09,MNST,MONSTER BEVERAGE ,Consumer Staples,Consumer Staples,7.0,24.0,17.0
2026-02-09,MO,"ALTRIA GROUP, INC.",Consumer Staples,Consumer Staples,-10.0,-33.0,-23.0
2026-02-09,MOH,"MOLINA HEALTHCARE, INC.",Health Care,Health Care,48.0,45.0,-3.0
2026-02-09,MOS,THE MOSAIC COMPANY,Materials,Materials,35.0,1.0,-34.0
2026-02-09,MP,MP MATERIALS CORP,,MR Discretion,5.0,14.0,9.0
2026-02-09,MPC,MARATHON PETROLEUM ,Energy,Energy,-5.0,-40.0,-35.0
2026-02-09,MPWR,"MONOLITHIC POWER SYSTEMS, INC.",Information Technology,Information Technology,0.0,-2.0,-2.0
2026-02-09,MRK,"MERCK & CO., INC.",Health Care,Health Care,-9.0,-37.0,-28.0
2026-02-09,MRNA,"MODERNA, INC.",Health Care,Health Care,52.0,15.0,-37.0
2026-02-09,MRSH,"MARSH & MCLENNAN COMPANIES, INC.",Financials,Financials,43.0,25.0,-18.0
2026-02-09,MS,MORGAN STANLEY,Financials,Financials,-3.0,16.0,19.0
2026-02-09,MSCI,MSCI INC.,Financials,Financials,126.0,26.0,-100.0
2026-02-09,MSFT,MICROSOFT ,Information Technology,Information Technology,63.0,85.0,22.0
2026-02-09,MSI,"MOTOROLA SOLUTIONS, INC.",Information Technology,Information Technology,-20.0,-56.0,-36.0
2026-02-09,MTB,M&T BANK ,Financials,Financials,43.0,-11.0,-54.0
2026-02-09,MTCH,"MATCH GROUP, INC.",Communication Services,Communication Services,-90.0,-38.0,52.0
2026-02-09,MTD,METTLER-TOLEDO INTERNATIONAL INC.,Health Care,Health Care,-11.0,15.0,26.0
2026-02-09,MTUM,ISHARES:MSCI USA MOM FCT,,Sector & Style ETFs,16.0,6.0,-10.0
2026-02-09,MU,"MICRON TECHNOLOGY, INC.",Information Technology,Information Technology,-29.0,20.0,49.0
2026-02-09,MUB,ISHARES:NATL MUNI BOND,,Bonds,24.0,44.0,20.0
2026-02-09,NCLH,NORWEGIAN CRUISE LINE HOLDINGS LTD.,Consumer Discretionary,Consumer Discretionary,59.0,-5.0,-64.0
2026-02-09,NDAQ,"NASDAQ, INC.",Financials,Financials,-44.0,0.0,44.0
2026-02-09,NDSN,NORDSON ,Industrials,Industrials,0.0,-35.0,-35.0
2026-02-09,NDX,NASDAQ 100 INDEX,,Indices,66.0,32.0,-34.0
2026-02-09,NEE,"NEXTERA ENERGY, INC.",Utilities,Utilities,-6.0,-14.0,-8.0
2026-02-09,NEM,NEWMONT ,Materials,Materials,-25.0,26.0,51.0
2026-02-09,NFLX,"NETFLIX, INC.",Communication Services,Communication Services,33.0,-4.0,-37.0
2026-02-09,NI,NISOURCE INC.,Utilities,Utilities,24.0,8.0,-16.0
2026-02-09,NKE,"NIKE, INC.",Consumer Discretionary,Consumer Discretionary,11.0,16.0,5.0
2026-02-09,NOC,NORTHROP GRUMMAN ,Industrials,Industrials,39.0,-12.0,-51.0
2026-02-09,NORW,GLBL X MSCI NORWAY ETF,,Foreign,-14.0,-26.0,-12.0
2026-02-09,NOV,NOV INC.,,MR Discretion,56.0,-13.0,-69.0
2026-02-09,NOW,"SERVICENOW, INC.",Information Technology,Information Technology,-6.0,-37.0,-31.0
2026-02-09,NQ=F,NASDAQ 100 FUTURES,,Futures,66.0,32.0,-34.0
2026-02-09,NRG,"NRG ENERGY, INC.",Utilities,Utilities,-45.0,3.0,48.0
2026-02-09,NSC,NORFOLK SOUTHERN ,Industrials,Industrials,-48.0,-37.0,11.0
2026-02-09,NTAP,"NETAPP, INC.",Information Technology,Information Technology,0.0,-5.0,-5.0
2026-02-09,NTRS,NORTHERN TRUST ,Financials,Financials,81.0,14.0,-67.0
2026-02-09,NUE,NUCOR ,Materials,Materials,-2.0,-35.0,-33.0
2026-02-09,NVDA,NVIDIA ,Information Technology,Information Technology,19.0,21.0,2.0
2026-02-09,NVR,"NVR, INC.",Consumer Discretionary,Consumer Discretionary,0.0,-31.0,-31.0
2026-02-09,NWSA,NEWS CORP.,Communication Services,Communication Services,75.0,52.0,-23.0
2026-02-09,NXPI,NXP SEMICONDUCTORS NV,Information Technology,Information Technology,13.0,16.0,3.0
2026-02-09,O,REALTY INCOME ,Real Estate,Real Estate,7.0,-23.0,-30.0
2026-02-09,ODFL,"OLD DOMINION FREIGHT LINE, INC.",Industrials,Industrials,2.0,-31.0,-33.0
2026-02-09,OEF,ISHARES:S&P 100,,Sector & Style ETFs,-16.0,-13.0,3.0
2026-02-09,OKE,"ONEOK, INC.",Energy,Energy,-79.0,-81.0,-2.0
2026-02-09,OMC,OMNICOM GROUP INC.,Communication Services,Communication Services,-4.0,0.0,4.0
2026-02-09,ON,ON SEMICONDUCTOR ,Information Technology,Information Technology,1.0,-9.0,-10.0
2026-02-09,ORCL,ORACLE ,Information Technology,Information Technology,46.0,33.0,-13.0
2026-02-09,ORLY,"O'REILLY AUTOMOTIVE, INC.",Consumer Discretionary,Consumer Discretionary,19.0,-8.0,-27.0
2026-02-09,OTIS,OTIS WORLDWIDE ,Industrials,Industrials,8.0,-18.0,-26.0
2026-02-09,OXY,OCCIDENTAL PETROLEUM ,Energy,Energy,-52.0,-61.0,-9.0
2026-02-09,PAM,PAMPA ENERGIA SA,,MR Discretion,9.0,-5.0,-14.0
2026-02-09,PANW,"PALO ALTO NETWORKS, INC.",Information Technology,Information Technology,9.0,0.0,-9.0
2026-02-09,PAYC,"PAYCOM SOFTWARE, INC.",Industrials,Industrials,2.0,18.0,16.0
2026-02-09,PAYX,"PAYCHEX, INC.",Industrials,Industrials,-96.0,-57.0,39.0
2026-02-09,PBR,BRAZILIAN PETROLEUM  - PETROBRAS,,MR Discretion,-59.0,-61.0,-2.0
2026-02-09,PCAR,PACCAR INC,Industrials,Industrials,70.0,-7.0,-77.0
2026-02-09,PCG,PG&E ,Utilities,Utilities,-50.0,-38.0,12.0
2026-02-09,PEG,PUBLIC SERVICE ENTERPRISE GROUP INC.,Utilities,Utilities,0.0,-9.0,-9.0
2026-02-09,PEP,"PEPSICO, INC.",Consumer Staples,Consumer Staples,-70.0,-87.0,-17.0
2026-02-09,PFE,PFIZER INC.,Health Care,Health Care,-1.0,-17.0,-16.0
2026-02-09,PFF,ISHARES:PREF AND INC SEC,,Bonds,-9.0,-28.0,-19.0
2026-02-09,PFG,"PRINCIPAL FINANCIAL GROUP, INC.",Financials,Financials,49.0,17.0,-32.0
2026-02-09,PG,THE PROCTER & GAMBLE COMPANY,Consumer Staples,Consumer Staples,-16.0,-43.0,-27.0
2026-02-09,PGR,THE PROGRESSIVE ,Financials,Financials,-37.0,-39.0,-2.0
2026-02-09,PH,PARKER-HANNIFIN ,Industrials,Industrials,-8.0,-20.0,-12.0
2026-02-09,PHM,"PULTEGROUP, INC.",Consumer Discretionary,Consumer Discretionary,28.0,-3.0,-31.0
2026-02-09,PKG,PACKAGING  OF AMERICA,Materials,Materials,22.0,-35.0,-57.0
2026-02-09,PLD,"PROLOGIS, INC.",Real Estate,Real Estate,-108.0,-75.0,33.0
2026-02-09,PLTR,PALANTIR TECHNOLOGIES INC.,Information Technology,Information Technology,20.0,-0.0,-20.0
2026-02-09,PM,PHILIP MORRIS INTERNATIONAL INC.,Consumer Staples,Consumer Staples,50.0,17.0,-33.0
2026-02-09,PNC,"THE PNC FINANCIAL SERVICES GROUP, INC.",Financials,Financials,-59.0,-79.0,-20.0
2026-02-09,PNR,PENTAIR PUBLIC LIMITED COMPANY,Industrials,Industrials,5.0,0.0,-5.0
2026-02-09,PNW,PINNACLE WEST CAPITAL ,Utilities,Utilities,54.0,26.0,-28.0
2026-02-09,PODD,INSULET ,Health Care,Health Care,15.0,4.0,-11.0
2026-02-09,POOL,POOL ,Consumer Discretionary,Consumer Discretionary,13.0,-33.0,-46.0
2026-02-09,POWA,INVESCO BLOOMBERG PRICING POWER,,Sector & Style ETFs,1.0,-11.0,-12.0
2026-02-09,PPG,"PPG INDUSTRIES, INC.",Materials,Materials,-33.0,-60.0,-27.0
2026-02-09,PPL,PPL ,Utilities,Utilities,-7.0,-19.0,-12.0
2026-02-09,PPLT,ABRDN:PHYSICAL PLATINUM,,Commodities,79.0,63.0,-16.0
2026-02-09,PRU,"PRUDENTIAL FINANCIAL, INC.",Financials,Financials,-5.0,8.0,13.0
2026-02-09,PSA,PUBLIC STORAGE.,Real Estate,Real Estate,13.0,-28.0,-41.0
2026-02-09,PSKY,PARAMOUNT SKYDANCE ,Communication Services,Communication Services,-35.0,-11.0,24.0
2026-02-09,PSX,PHILLIPS 66,Energy,Energy,35.0,-53.0,-88.0
2026-02-09,PTC,PTC INC.,Information Technology,Information Technology,-69.0,-44.0,25.0
2026-02-09,PWR,"QUANTA SERVICES, INC.",Industrials,Industrials,7.0,-13.0,-20.0
2026-02-09,PYPL,"PAYPAL HOLDINGS, INC.",Financials,Financials,-3.0,0.0,3.0
2026-02-09,Q,"QNITY ELECTRONICS, INC.",Information Technology,Information Technology,-18.0,-35.0,-17.0
2026-02-09,QAT,ISHARES:MSCI QATAR,,Foreign,-9.0,-32.0,-23.0
2026-02-09,QCOM,QUALCOMM INC.,Information Technology,Information Technology,6.0,-7.0,-13.0
2026-02-09,QQQ,INVESCO QQQ TRUST 1,,Sector & Style ETFs,68.0,50.0,-18.0
2026-02-09,QUAL,ISHARES:MSCI USA QF,,Sector & Style ETFs,31.0,7.0,-24.0
2026-02-09,RCL,ROYAL CARIBBEAN CRUISES LTD.,Consumer Discretionary,Consumer Discretionary,17.0,-1.0,-18.0
2026-02-09,REG,REGENCY CENTERS ,Real Estate,Real Estate,0.0,-35.0,-35.0
2026-02-09,REGN,"REGENERON PHARMACEUTICALS, INC.",Health Care,Health Care,-40.0,-17.0,23.0
2026-02-09,RF,REGIONS FINANCIAL ,Financials,Financials,39.0,-31.0,-70.0
2026-02-09,RIG,TRANSOCEAN LTD,,MR Discretion,-14.0,-34.0,-20.0
2026-02-09,RJF,"RAYMOND JAMES FINANCIAL, INC.",Financials,Financials,-21.0,-5.0,16.0
2026-02-09,RL,RALPH LAUREN ,Consumer Discretionary,Consumer Discretionary,10.0,18.0,8.0
2026-02-09,RMD,RESMED INC.,Health Care,Health Care,-6.0,-33.0,-27.0
2026-02-09,ROK,"ROCKWELL AUTOMATION, INC.",Industrials,Industrials,47.0,35.0,-12.0
2026-02-09,ROKU,"ROKU, INC.",,MR Discretion,23.0,42.0,19.0
2026-02-09,ROL,"ROLLINS, INC.",Industrials,Industrials,40.0,3.0,-37.0
2026-02-09,ROP,"ROPER TECHNOLOGIES, INC.",Information Technology,Information Technology,40.0,40.0,-0.0
2026-02-09,ROST,"ROSS STORES, INC.",Consumer Discretionary,Consumer Discretionary,31.0,15.0,-16.0
2026-02-09,RSG,"REPUBLIC SERVICES, INC.",Industrials,Industrials,3.0,-14.0,-17.0
2026-02-09,RSP,INVESCO S&P500 EWGHT,,Sector & Style ETFs,35.0,-12.0,-47.0
2026-02-09,RTX,RTX ,Industrials,Industrials,66.0,52.0,-14.0
2026-02-09,RUT,RUSSELL 2000 INDEX,,Indices,23.0,-11.0,-34.0
2026-02-09,RVTY,"REVVITY, INC.",Health Care,Health Care,-12.0,1.0,13.0
2026-02-09,SBAC,SBA COMMUNICATIONS ,Real Estate,Real Estate,-117.0,-33.0,84.0
2026-02-09,SBLK,STAR BULK CARRIERS CORP.,,MR Discretion,-21.0,-64.0,-43.0
2026-02-09,SBUX,STARBUCKS ,Consumer Discretionary,Consumer Discretionary,-3.0,-27.0,-24.0
2026-02-09,SCHP,SCHWAB STR:US TIPS,,Bonds,-24.0,-10.0,14.0
2026-02-09,SCHW,THE CHARLES SCHWAB ,Financials,Financials,-87.0,-54.0,33.0
2026-02-09,SD,"SANDRIDGE ENERGY, INC.",,MR Discretion,4.0,-31.0,-35.0
2026-02-09,SDY,SPDR S&P DIVIDEND,,Sector & Style ETFs,-17.0,-37.0,-20.0
2026-02-09,SHW,THE SHERWIN-WILLIAMS COMPANY,Materials,Materials,14.0,-46.0,-60.0
2026-02-09,SHY,ISHARES:1-3 TRS BD ETF,Bonds,Bonds,71.0,50.0,-21.0
2026-02-09,SILJ,ETFMG PRIME JR SILVR MNR,,Commodities,-1.0,50.0,51.0
2026-02-09,SJM,THE J. M. SMUCKER COMPANY,Consumer Staples,Consumer Staples,-23.0,-69.0,-46.0
2026-02-09,SLB,SCHLUMBERGER N.V.,Energy,Energy,54.0,3.0,-51.0
2026-02-09,SLV,ISHARES:SILVER TRUST,,Commodities,79.0,72.0,-7.0
2026-02-09,SM,SM ENERGY COMPANY,,MR Discretion,-32.0,-46.0,-14.0
2026-02-09,SMCI,"SUPER MICRO COMPUTER, INC.",Information Technology,Information Technology,-40.0,-54.0,-14.0
2026-02-09,SMH,VANECK:SEMICONDUCTOR,,Sector & Style ETFs,56.0,44.0,-12.0
2026-02-09,SNA,SNAP-ON INC.,Industrials,Industrials,48.0,35.0,-13.0
2026-02-09,SNDK,SANDISK CORPORATION,Information Technology,Information Technology,-58.0,-35.0,23.0
2026-02-09,SNPS,"SYNOPSYS, INC.",Information Technology,Information Technology,49.0,31.0,-18.0
2026-02-09,SO,THE SOUTHERN COMPANY,Utilities,Utilities,29.0,-7.0,-36.0
2026-02-09,SOLV,SOLVENTUM ,Health Care,Health Care,-59.0,-15.0,44.0
2026-02-09,SOYB,TEUCRIUM:SOYBEAN,,Commodities,0.0,-16.0,-16.0
2026-02-09,SPG,"SIMON PROPERTY GROUP, INC.",Real Estate,Real Estate,-60.0,-54.0,6.0
2026-02-09,SPGI,S&P GLOBAL INC.,Financials,Financials,17.0,0.0,-17.0
2026-02-09,SPHB,INVESCO S&P500 HI BE,,Sector & Style ETFs,42.0,-3.0,-45.0
2026-02-09,SPLV,INVESCO S&P500 LOWVL,,Sector & Style ETFs,-26.0,-56.0,-30.0
2026-02-09,SPX,S&P 500 INDEX,,Indices,86.0,26.0,-60.0
2026-02-09,SPY,SPDR S&P 500 ETF,,Sector & Style ETFs,89.0,44.0,-45.0
2026-02-09,SRE,SEMPRA,Utilities,Utilities,-10.0,34.0,44.0
2026-02-09,STE,STERIS PUBLIC LIMITED COMPANY,Health Care,Health Care,-15.0,-0.0,15.0
2026-02-09,STIP,ISHARES:0-5 TIPS BD ETF,Bonds,Bonds,37.0,-3.0,-40.0
2026-02-09,STLA,STELLANTIS NV,,MR Discretion,11.0,34.0,23.0
2026-02-09,STLD,"STEEL DYNAMICS, INC.",Materials,Materials,-33.0,-51.0,-18.0
2026-02-09,STNG,SCORPIO TANKERS INC.,,MR Discretion,11.0,-36.0,-47.0
2026-02-09,STT,STATE STREET ,Financials,Financials,-10.0,14.0,24.0
2026-02-09,STX,SEAGATE TECHNOLOGY HOLDINGS,Information Technology,Information Technology,-30.0,-24.0,6.0
2026-02-09,STZ,"CONSTELLATION BRANDS, INC.",Consumer Staples,Consumer Staples,9.0,-51.0,-60.0
2026-02-09,SW,SMURFIT WESTROCK PUBLIC LIMITED COMPANY,Materials,Materials,17.0,-11.0,-28.0
2026-02-09,SWK,"STANLEY BLACK & DECKER, INC.",Industrials,Industrials,-21.0,-54.0,-33.0
2026-02-09,SWKS,"SKYWORKS SOLUTIONS, INC.",Information Technology,Information Technology,-74.0,-37.0,37.0
2026-02-09,SYF,SYNCHRONY FINANCIAL,Financials,Financials,22.0,21.0,-1.0
2026-02-09,SYK,STRYKER ,Health Care,Health Care,9.0,-5.0,-14.0
