Date,Ticker,daily_volume,daily_volume_avg,daily_volume_hi,daily_volume_lo
2025-12-04,FITB,5.6,5.7,7.3,4.2
2025-12-05,FITB,8.4,5.7,7.3,4.2
2025-12-01,FOXA,4.1,3.5,4.0,3.0
2025-12-02,FOXA,3.4,3.5,4.0,3.0
2025-12-03,FOXA,2.7,3.5,4.0,3.0
2025-12-04,FOXA,3.6,3.5,4.0,3.0
2025-12-05,FOXA,3.8,3.5,4.0,3.0
2025-12-01,FRO,5.2,3.1,4.4,1.9
2025-12-02,FRO,3.6,3.1,4.4,1.9
2025-12-03,FRO,2.4,3.1,4.4,1.9
2025-12-04,FRO,2.5,3.1,4.4,1.9
2025-12-05,FRO,2.1,3.1,4.4,1.9
2025-12-01,FRT,0.5,0.5,0.6,0.4
2025-12-02,FRT,0.4,0.5,0.6,0.4
2025-12-03,FRT,0.4,0.5,0.6,0.4
2025-12-04,FRT,0.5,0.5,0.6,0.4
2025-12-05,FRT,0.7,0.5,0.6,0.4
2025-12-01,FSLR,2.1,1.8,2.0,1.5
2025-12-02,FSLR,1.6,1.8,2.0,1.5
2025-12-03,FSLR,1.9,1.8,2.0,1.5
2025-12-04,FSLR,1.4,1.8,2.0,1.5
2025-12-05,FSLR,1.9,1.8,2.0,1.5
2025-12-01,FTI,2.9,2.6,3.2,2.1
2025-12-02,FTI,3.5,2.6,3.2,2.1
2025-12-03,FTI,2.3,2.6,3.2,2.1
2025-12-04,FTI,2.2,2.6,3.2,2.1
2025-12-05,FTI,2.2,2.6,3.2,2.1
2025-12-01,FTNT,4.1,5.2,6.4,3.9
2025-12-02,FTNT,3.9,5.2,6.4,3.9
2025-12-03,FTNT,5.1,5.2,6.4,3.9
2025-12-04,FTNT,6.7,5.2,6.4,3.9
2025-12-05,FTNT,6.2,5.2,6.4,3.9
2025-12-01,FTV,2.5,2.3,2.6,2.0
2025-12-02,FTV,1.9,2.3,2.6,2.0
2025-12-03,FTV,2.1,2.3,2.6,2.0
2025-12-04,FTV,2.6,2.3,2.6,2.0
2025-12-05,FTV,2.5,2.3,2.6,2.0
2025-12-01,FXA,0.0,0.0,0.0,0.0
2025-12-03,FXA,0.0,0.0,0.0,0.0
2025-12-04,FXA,0.0,0.0,0.0,0.0
2025-12-05,FXA,0.0,0.0,0.0,0.0
2025-12-01,FXB,0.0,0.0,0.0,0.0
2025-12-03,FXB,0.0,0.0,0.0,0.0
2025-12-04,FXB,0.0,0.0,0.0,0.0
2025-12-05,FXB,0.0,0.0,0.0,0.0
2025-12-01,FXC,0.0,0.0,0.0,0.0
2025-12-02,FXC,0.0,0.0,0.0,0.0
2025-12-03,FXC,0.0,0.0,0.0,0.0
2025-12-04,FXC,0.0,0.0,0.0,0.0
2025-12-05,FXC,0.0,0.0,0.0,0.0
2025-12-01,FXE,0.1,0.1,0.2,0.1
2025-12-02,FXE,0.1,0.1,0.2,0.1
2025-12-03,FXE,0.1,0.1,0.2,0.1
2025-12-04,FXE,0.3,0.1,0.2,0.1
2025-12-05,FXE,0.1,0.1,0.2,0.1
2025-12-01,FXY,0.2,0.2,0.2,0.1
2025-12-02,FXY,0.1,0.2,0.2,0.1
2025-12-03,FXY,0.2,0.2,0.2,0.1
2025-12-04,FXY,0.1,0.2,0.2,0.1
2025-12-05,FXY,0.1,0.2,0.2,0.1
2025-12-01,GD,1.2,1.2,1.4,1.0
2025-12-02,GD,1.0,1.2,1.4,1.0
2025-12-03,GD,1.0,1.2,1.4,1.0
2025-12-04,GD,1.4,1.2,1.4,1.0
2025-12-05,GD,1.3,1.2,1.4,1.0
2025-12-01,GDDY,1.5,1.6,1.9,1.2
2025-12-02,GDDY,1.9,1.6,1.9,1.2
2025-12-03,GDDY,1.9,1.6,1.9,1.2
2025-12-04,GDDY,1.3,1.6,1.9,1.2
2025-12-05,GDDY,1.2,1.6,1.9,1.2
2025-12-01,GDX,20.5,18.7,23.5,13.8
2025-12-02,GDX,25.5,18.7,23.5,13.8
2025-12-03,GDX,17.6,18.7,23.5,13.8
2025-12-04,GDX,12.3,18.7,23.5,13.8
2025-12-05,GDX,17.6,18.7,23.5,13.8
2025-12-01,GDXJ,3.9,3.8,4.8,2.7
2025-12-02,GDXJ,4.7,3.8,4.8,2.7
2025-12-03,GDXJ,4.7,3.8,4.8,2.7
2025-12-04,GDXJ,2.1,3.8,4.8,2.7
2025-12-05,GDXJ,3.5,3.8,4.8,2.7
2025-12-01,GE,3.8,4.3,4.8,3.8
2025-12-02,GE,4.3,4.3,4.8,3.8
2025-12-03,GE,4.1,4.3,4.8,3.8
2025-12-04,GE,4.2,4.3,4.8,3.8
2025-12-05,GE,5.2,4.3,4.8,3.8
2025-12-01,GEHC,2.5,3.6,4.8,2.3
2025-12-02,GEHC,2.4,3.6,4.8,2.3
2025-12-03,GEHC,5.3,3.6,4.8,2.3
2025-12-04,GEHC,3.3,3.6,4.8,2.3
2025-12-05,GEHC,4.4,3.6,4.8,2.3
2025-12-01,GEN,3.8,3.7,3.9,3.5
2025-12-02,GEN,3.4,3.7,3.9,3.5
2025-12-03,GEN,3.5,3.7,3.9,3.5
2025-12-04,GEN,3.7,3.7,3.9,3.5
2025-12-05,GEN,4.0,3.7,3.9,3.5
2025-12-01,GEOS,0.5,0.3,0.4,0.2
2025-12-02,GEOS,0.2,0.3,0.4,0.2
2025-12-03,GEOS,0.2,0.3,0.4,0.2
2025-12-04,GEOS,0.3,0.3,0.4,0.2
2025-12-05,GEOS,0.2,0.3,0.4,0.2
2025-12-01,GEV,2.3,2.8,3.4,2.2
2025-12-02,GEV,2.9,2.8,3.4,2.2
2025-12-03,GEV,2.8,2.8,3.4,2.2
2025-12-04,GEV,3.7,2.8,3.4,2.2
2025-12-05,GEV,2.4,2.8,3.4,2.2
2025-12-01,GGB,13.7,13.9,23.8,4.1
2025-12-02,GGB,6.9,13.9,23.8,4.1
2025-12-03,GGB,11.2,13.9,23.8,4.1
2025-12-04,GGB,7.2,13.9,23.8,4.1
2025-12-05,GGB,30.8,13.9,23.8,4.1
2025-12-01,GILD,5.0,6.2,8.6,3.8
2025-12-02,GILD,5.1,6.2,8.6,3.8
2025-12-03,GILD,5.3,6.2,8.6,3.8
2025-12-04,GILD,5.2,6.2,8.6,3.8
2025-12-05,GILD,10.4,6.2,8.6,3.8
2025-12-01,GIS,5.6,6.0,6.6,5.4
2025-12-02,GIS,7.0,6.0,6.6,5.4
2025-12-03,GIS,5.8,6.0,6.6,5.4
2025-12-04,GIS,6.1,6.0,6.6,5.4
2025-12-05,GIS,5.5,6.0,6.6,5.4
2025-12-01,GL,0.5,0.5,0.6,0.4
2025-12-02,GL,0.6,0.5,0.6,0.4
2025-12-03,GL,0.6,0.5,0.6,0.4
2025-12-04,GL,0.3,0.5,0.6,0.4
2025-12-05,GL,0.5,0.5,0.6,0.4
2025-12-01,GLATF,0.3,0.5,0.6,0.3
2025-12-02,GLATF,0.6,0.5,0.6,0.3
2025-12-03,GLATF,0.5,0.5,0.6,0.3
2025-12-04,GLATF,0.6,0.5,0.6,0.3
2025-12-05,GLATF,0.3,0.5,0.6,0.3
2025-12-01,GLD,11.2,8.7,10.4,7.0
2025-12-02,GLD,8.1,8.7,10.4,7.0
2025-12-03,GLD,7.9,8.7,10.4,7.0
2025-12-04,GLD,6.8,8.7,10.4,7.0
2025-12-05,GLD,9.5,8.7,10.4,7.0
2025-12-01,GLW,3.6,5.3,7.0,3.6
2025-12-02,GLW,4.7,5.3,7.0,3.6
2025-12-03,GLW,4.7,5.3,7.0,3.6
2025-12-04,GLW,8.2,5.3,7.0,3.6
2025-12-05,GLW,5.3,5.3,7.0,3.6
2025-12-01,GM,9.8,9.7,11.5,8.0
2025-12-02,GM,9.0,9.7,11.5,8.0
2025-12-03,GM,8.4,9.7,11.5,8.0
2025-12-04,GM,12.7,9.7,11.5,8.0
2025-12-05,GM,8.8,9.7,11.5,8.0
2025-12-01,GNK,0.7,0.5,0.7,0.4
2025-12-02,GNK,0.4,0.5,0.7,0.4
2025-12-03,GNK,0.6,0.5,0.7,0.4
2025-12-04,GNK,0.5,0.5,0.7,0.4
2025-12-05,GNK,0.5,0.5,0.7,0.4
2025-12-01,GNRC,0.5,0.8,1.2,0.5
2025-12-02,GNRC,1.4,0.8,1.2,0.5
2025-12-03,GNRC,0.8,0.8,1.2,0.5
2025-12-04,GNRC,0.7,0.8,1.2,0.5
2025-12-05,GNRC,0.8,0.8,1.2,0.5
2025-12-01,GOOGL,41.2,35.8,41.6,30.0
2025-12-02,GOOGL,35.9,35.8,41.6,30.0
2025-12-03,GOOGL,41.8,35.8,41.6,30.0
2025-12-04,GOOGL,31.2,35.8,41.6,30.0
2025-12-05,GOOGL,28.9,35.8,41.6,30.0
2025-12-01,GPC,0.9,0.9,1.0,0.8
2025-12-02,GPC,0.9,0.9,1.0,0.8
2025-12-03,GPC,1.1,0.9,1.0,0.8
2025-12-04,GPC,0.8,0.9,1.0,0.8
2025-12-05,GPC,0.9,0.9,1.0,0.8
2025-12-01,GPN,2.4,2.7,3.4,2.0
2025-12-02,GPN,3.8,2.7,3.4,2.0
2025-12-03,GPN,2.2,2.7,3.4,2.0
2025-12-04,GPN,3.0,2.7,3.4,2.0
2025-12-05,GPN,2.2,2.7,3.4,2.0
2025-12-01,GREK,0.1,0.1,0.1,0.0
2025-12-02,GREK,0.1,0.1,0.1,0.0
2025-12-03,GREK,0.1,0.1,0.1,0.0
2025-12-04,GREK,0.1,0.1,0.1,0.0
2025-12-05,GREK,0.2,0.1,0.1,0.0
2025-12-01,GRMN,1.1,1.1,1.3,1.0
2025-12-02,GRMN,1.2,1.1,1.3,1.0
2025-12-03,GRMN,1.0,1.1,1.3,1.0
2025-12-04,GRMN,1.4,1.1,1.3,1.0
2025-12-05,GRMN,1.0,1.1,1.3,1.0
2025-12-01,GS,2.1,2.1,2.4,1.9
2025-12-02,GS,2.3,2.1,2.4,1.9
2025-12-03,GS,2.4,2.1,2.4,1.9
2025-12-04,GS,1.7,2.1,2.4,1.9
2025-12-05,GS,2.3,2.1,2.4,1.9
2025-12-01,GWW,0.3,0.3,0.3,0.2
2025-12-02,GWW,0.3,0.3,0.3,0.2
2025-12-03,GWW,0.2,0.3,0.3,0.2
2025-12-04,GWW,0.3,0.3,0.3,0.2
2025-12-05,GWW,0.2,0.3,0.3,0.2
2025-12-01,HAL,10.5,11.1,12.6,9.5
2025-12-02,HAL,11.3,11.1,12.6,9.5
2025-12-03,HAL,10.5,11.1,12.6,9.5
2025-12-04,HAL,9.5,11.1,12.6,9.5
2025-12-05,HAL,13.6,11.1,12.6,9.5
2025-12-01,HAS,1.6,1.3,1.5,1.0
2025-12-02,HAS,1.2,1.3,1.5,1.0
2025-12-03,HAS,1.4,1.3,1.5,1.0
2025-12-04,HAS,1.0,1.3,1.5,1.0
2025-12-05,HAS,1.1,1.3,1.5,1.0
2025-12-01,HBAN,27.8,26.5,29.1,23.9
2025-12-02,HBAN,29.2,26.5,29.1,23.9
2025-12-03,HBAN,27.8,26.5,29.1,23.9
2025-12-04,HBAN,22.7,26.5,29.1,23.9
2025-12-05,HBAN,25.2,26.5,29.1,23.9
2025-12-01,HCA,1.1,1.4,1.8,1.0
2025-12-02,HCA,1.2,1.4,1.8,1.0
2025-12-03,HCA,2.0,1.4,1.8,1.0
2025-12-04,HCA,1.6,1.4,1.8,1.0
2025-12-05,HCA,1.0,1.4,1.8,1.0
2025-12-01,HD,5.1,4.6,5.5,3.8
2025-12-02,HD,4.0,4.6,5.5,3.8
2025-12-03,HD,4.2,4.6,5.5,3.8
2025-12-04,HD,4.0,4.6,5.5,3.8
2025-12-05,HD,6.0,4.6,5.5,3.8
2025-12-01,HIG,1.7,1.8,2.0,1.6
2025-12-02,HIG,1.8,1.8,2.0,1.6
2025-12-03,HIG,1.8,1.8,2.0,1.6
2025-12-04,HIG,1.6,1.8,2.0,1.6
2025-12-05,HIG,2.1,1.8,2.0,1.6
2025-12-01,HII,0.4,0.4,0.5,0.3
2025-12-02,HII,0.3,0.4,0.5,0.3
2025-12-03,HII,0.4,0.4,0.5,0.3
2025-12-04,HII,0.4,0.4,0.5,0.3
2025-12-05,HII,0.6,0.4,0.5,0.3
2025-12-01,HLT,1.9,1.6,2.0,1.3
2025-12-02,HLT,2.0,1.6,2.0,1.3
2025-12-03,HLT,1.3,1.6,2.0,1.3
2025-12-04,HLT,1.5,1.6,2.0,1.3
2025-12-05,HLT,1.3,1.6,2.0,1.3
2025-12-01,HLX,1.1,1.8,2.4,1.2
2025-12-02,HLX,2.6,1.8,2.4,1.2
2025-12-03,HLX,1.7,1.8,2.4,1.2
2025-12-04,HLX,2.3,1.8,2.4,1.2
2025-12-05,HLX,1.5,1.8,2.4,1.2
2025-12-01,HOLX,2.0,2.1,3.0,1.2
2025-12-02,HOLX,2.0,2.1,3.0,1.2
2025-12-03,HOLX,1.3,2.1,3.0,1.2
2025-12-04,HOLX,3.6,2.1,3.0,1.2
2025-12-05,HOLX,1.7,2.1,3.0,1.2
2025-12-01,HON,3.2,4.0,4.5,3.5
2025-12-02,HON,4.5,4.0,4.5,3.5
2025-12-03,HON,4.2,4.0,4.5,3.5
2025-12-04,HON,4.0,4.0,4.5,3.5
2025-12-05,HON,4.3,4.0,4.5,3.5
2025-12-01,HOOD,31.5,25.1,29.1,21.1
2025-12-02,HOOD,25.4,25.1,29.1,21.1
2025-12-03,HOOD,25.0,25.1,29.1,21.1
2025-12-04,HOOD,20.6,25.1,29.1,21.1
2025-12-05,HOOD,23.1,25.1,29.1,21.1
2025-12-01,HPE,25.2,28.4,40.9,16.0
2025-12-02,HPE,16.8,28.4,40.9,16.0
2025-12-03,HPE,19.1,28.4,40.9,16.0
2025-12-04,HPE,33.7,28.4,40.9,16.0
2025-12-05,HPE,47.4,28.4,40.9,16.0
2025-12-01,HPQ,14.2,12.7,14.8,10.6
2025-12-02,HPQ,15.6,12.7,14.8,10.6
2025-12-03,HPQ,12.0,12.7,14.8,10.6
2025-12-04,HPQ,11.7,12.7,14.8,10.6
2025-12-05,HPQ,10.2,12.7,14.8,10.6
2025-12-01,HRL,6.7,7.3,9.1,5.5
2025-12-02,HRL,6.4,7.3,9.1,5.5
2025-12-03,HRL,6.9,7.3,9.1,5.5
2025-12-04,HRL,10.5,7.3,9.1,5.5
2025-12-05,HRL,6.2,7.3,9.1,5.5
2025-12-01,HSIC,1.5,1.4,1.7,1.1
2025-12-02,HSIC,1.6,1.4,1.7,1.1
2025-12-03,HSIC,1.7,1.4,1.7,1.1
2025-12-04,HSIC,1.1,1.4,1.7,1.1
2025-12-05,HSIC,1.1,1.4,1.7,1.1
2025-12-01,HST,6.6,7.2,8.8,5.5
2025-12-02,HST,9.3,7.2,8.8,5.5
2025-12-03,HST,5.6,7.2,8.8,5.5
2025-12-04,HST,5.7,7.2,8.8,5.5
2025-12-05,HST,8.6,7.2,8.8,5.5
2025-12-01,HSY,1.3,1.4,1.6,1.1
2025-12-02,HSY,1.7,1.4,1.6,1.1
2025-12-03,HSY,1.4,1.4,1.6,1.1
2025-12-04,HSY,1.3,1.4,1.6,1.1
2025-12-05,HSY,1.1,1.4,1.6,1.1
2025-12-01,HUBB,0.4,0.4,0.4,0.3
2025-12-02,HUBB,0.5,0.4,0.4,0.3
2025-12-03,HUBB,0.3,0.4,0.4,0.3
2025-12-04,HUBB,0.4,0.4,0.4,0.3
2025-12-05,HUBB,0.4,0.4,0.4,0.3
2025-12-01,HUM,1.6,1.9,2.3,1.5
2025-12-02,HUM,1.7,1.9,2.3,1.5
2025-12-03,HUM,2.5,1.9,2.3,1.5
2025-12-04,HUM,2.1,1.9,2.3,1.5
2025-12-05,HUM,1.6,1.9,2.3,1.5
2025-12-01,HWM,1.8,2.2,2.6,1.8
2025-12-02,HWM,2.6,2.2,2.6,1.8
2025-12-03,HWM,1.9,2.2,2.6,1.8
2025-12-04,HWM,2.0,2.2,2.6,1.8
2025-12-05,HWM,2.8,2.2,2.6,1.8
2025-12-01,HYD,0.6,0.9,1.2,0.5
2025-12-02,HYD,0.8,0.9,1.2,0.5
2025-12-03,HYD,0.9,0.9,1.2,0.5
2025-12-04,HYD,0.5,0.9,1.2,0.5
2025-12-05,HYD,1.4,0.9,1.2,0.5
2025-12-01,HYG,45.3,36.9,42.4,31.3
2025-12-02,HYG,38.8,36.9,42.4,31.3
2025-12-03,HYG,35.0,36.9,42.4,31.3
2025-12-04,HYG,34.8,36.9,42.4,31.3
2025-12-05,HYG,30.5,36.9,42.4,31.3
2025-12-01,IBKR,6.0,4.1,5.7,2.4
2025-12-02,IBKR,5.7,4.1,5.7,2.4
2025-12-03,IBKR,2.4,4.1,5.7,2.4
2025-12-04,IBKR,3.1,4.1,5.7,2.4
2025-12-05,IBKR,3.2,4.1,5.7,2.4
2025-12-01,IBM,3.2,3.3,4.1,2.6
2025-12-02,IBM,4.3,3.3,4.1,2.6
2025-12-03,IBM,4.0,3.3,4.1,2.6
2025-12-04,IBM,3.0,3.3,4.1,2.6
2025-12-05,IBM,2.3,3.3,4.1,2.6
2025-12-01,ICE,2.8,3.6,4.4,2.8
2025-12-02,ICE,4.8,3.6,4.4,2.8
2025-12-03,ICE,2.9,3.6,4.4,2.8
2025-12-04,ICE,3.8,3.6,4.4,2.8
2025-12-05,ICE,3.9,3.6,4.4,2.8
2025-12-01,ICL,0.7,0.9,1.3,0.6
2025-12-02,ICL,0.6,0.9,1.3,0.6
2025-12-03,ICL,1.5,0.9,1.3,0.6
2025-12-04,ICL,0.7,0.9,1.3,0.6
2025-12-05,ICL,1.1,0.9,1.3,0.6
2025-12-01,IDXX,0.8,0.6,0.8,0.4
2025-12-02,IDXX,0.8,0.6,0.8,0.4
2025-12-03,IDXX,0.5,0.6,0.8,0.4
2025-12-04,IDXX,0.5,0.6,0.8,0.4
2025-12-05,IDXX,0.4,0.6,0.8,0.4
2025-12-01,IEF,9.9,8.4,9.7,7.1
2025-12-02,IEF,7.3,8.4,9.7,7.1
2025-12-03,IEF,6.9,8.4,9.7,7.1
2025-12-04,IEF,8.9,8.4,9.7,7.1
2025-12-05,IEF,9.1,8.4,9.7,7.1
2025-12-01,IEX,0.8,0.6,0.8,0.4
2025-12-02,IEX,0.5,0.6,0.8,0.4
2025-12-03,IEX,0.5,0.6,0.8,0.4
2025-12-04,IEX,0.9,0.6,0.8,0.4
2025-12-05,IEX,0.6,0.6,0.8,0.4
2025-12-01,IFF,1.4,1.8,2.1,1.5
2025-12-02,IFF,1.8,1.8,2.1,1.5
2025-12-03,IFF,2.0,1.8,2.1,1.5
2025-12-04,IFF,1.8,1.8,2.1,1.5
2025-12-05,IFF,2.1,1.8,2.1,1.5
2025-12-01,INCY,2.3,2.2,2.4,2.0
2025-12-02,INCY,2.4,2.2,2.4,2.0
2025-12-03,INCY,1.9,2.2,2.4,2.0
2025-12-04,INCY,2.1,2.2,2.4,2.0
2025-12-05,INCY,2.4,2.2,2.4,2.0
2025-12-01,INDA,3.6,4.9,6.7,3.1
2025-12-02,INDA,6.0,4.9,6.7,3.1
2025-12-03,INDA,7.4,4.9,6.7,3.1
2025-12-04,INDA,4.6,4.9,6.7,3.1
2025-12-05,INDA,3.0,4.9,6.7,3.1
2025-12-01,INTC,74.5,108.9,143.9,73.9
2025-12-02,INTC,167.2,108.9,143.9,73.9
2025-12-03,INTC,92.0,108.9,143.9,73.9
2025-12-04,INTC,107.9,108.9,143.9,73.9
2025-12-05,INTC,103.0,108.9,143.9,73.9
2025-12-01,INTU,1.9,1.9,2.3,1.6
2025-12-02,INTU,1.5,1.9,2.3,1.6
2025-12-03,INTU,1.8,1.9,2.3,1.6
2025-12-04,INTU,2.2,1.9,2.3,1.6
2025-12-05,INTU,2.4,1.9,2.3,1.6
2025-12-01,INVH,5.7,4.3,5.5,3.2
2025-12-02,INVH,5.5,4.3,5.5,3.2
2025-12-03,INVH,3.3,4.3,5.5,3.2
2025-12-04,INVH,3.6,4.3,5.5,3.2
2025-12-05,INVH,3.5,4.3,5.5,3.2
2025-12-01,IP,3.2,4.4,5.7,3.2
2025-12-02,IP,6.2,4.4,5.7,3.2
2025-12-03,IP,5.0,4.4,5.7,3.2
2025-12-04,IP,4.4,4.4,5.7,3.2
2025-12-05,IP,3.4,4.4,5.7,3.2
2025-12-01,IQV,1.3,1.8,2.7,1.0
2025-12-02,IQV,1.6,1.8,2.7,1.0
2025-12-03,IQV,1.2,1.8,2.7,1.0
2025-12-04,IQV,3.3,1.8,2.7,1.0
2025-12-05,IQV,1.7,1.8,2.7,1.0
2025-12-01,IR,2.2,1.9,2.2,1.6
2025-12-02,IR,2.1,1.9,2.2,1.6
2025-12-03,IR,1.5,1.9,2.2,1.6
2025-12-04,IR,2.1,1.9,2.2,1.6
2025-12-05,IR,1.6,1.9,2.2,1.6
2025-12-01,IRM,2.0,1.6,1.8,1.4
2025-12-02,IRM,1.4,1.6,1.8,1.4
2025-12-03,IRM,1.5,1.6,1.8,1.4
2025-12-04,IRM,1.6,1.6,1.8,1.4
2025-12-05,IRM,1.5,1.6,1.8,1.4
2025-12-01,ISRG,1.2,1.3,1.5,1.0
2025-12-02,ISRG,1.8,1.3,1.5,1.0
2025-12-03,ISRG,1.1,1.3,1.5,1.0
2025-12-04,ISRG,1.2,1.3,1.5,1.0
2025-12-05,ISRG,1.1,1.3,1.5,1.0
2025-12-01,IT,1.0,0.8,1.0,0.6
2025-12-02,IT,1.1,0.8,1.0,0.6
2025-12-03,IT,0.7,0.8,1.0,0.6
2025-12-04,IT,0.7,0.8,1.0,0.6
2025-12-05,IT,0.7,0.8,1.0,0.6
2025-12-01,ITW,1.1,1.0,1.1,0.8
2025-12-02,ITW,0.8,1.0,1.1,0.8
2025-12-03,ITW,1.1,1.0,1.1,0.8
2025-12-04,ITW,1.0,1.0,1.1,0.8
2025-12-05,ITW,0.8,1.0,1.1,0.8
2025-12-01,IVZ,7.9,8.2,10.6,5.8
2025-12-02,IVZ,5.9,8.2,10.6,5.8
2025-12-03,IVZ,6.3,8.2,10.6,5.8
2025-12-04,IVZ,8.7,8.2,10.6,5.8
2025-12-05,IVZ,11.9,8.2,10.6,5.8
2025-12-01,IWD,3.5,4.3,5.9,2.6
2025-12-02,IWD,3.5,4.3,5.9,2.6
2025-12-03,IWD,3.3,4.3,5.9,2.6
2025-12-04,IWD,3.9,4.3,5.9,2.6
2025-12-05,IWD,7.2,4.3,5.9,2.6
2025-12-01,IWF,2.3,2.5,3.3,1.7
2025-12-02,IWF,2.0,2.5,3.3,1.7
2025-12-03,IWF,3.5,2.5,3.3,1.7
2025-12-04,IWF,1.7,2.5,3.3,1.7
2025-12-05,IWF,3.0,2.5,3.3,1.7
2025-12-01,IWM,36.9,35.8,39.2,32.4
2025-12-02,IWM,31.9,35.8,39.2,32.4
2025-12-03,IWM,32.9,35.8,39.2,32.4
2025-12-04,IWM,40.3,35.8,39.2,32.4
2025-12-05,IWM,37.0,35.8,39.2,32.4
2025-12-01,J,1.6,1.3,1.7,1.0
2025-12-02,J,1.0,1.3,1.7,1.0
2025-12-03,J,1.0,1.3,1.7,1.0
2025-12-04,J,1.5,1.3,1.7,1.0
2025-12-05,J,1.7,1.3,1.7,1.0
2025-12-01,JBHT,1.7,1.7,2.4,1.1
2025-12-02,JBHT,2.6,1.7,2.4,1.1
2025-12-03,JBHT,1.9,1.7,2.4,1.1
2025-12-04,JBHT,1.6,1.7,2.4,1.1
2025-12-05,JBHT,0.8,1.7,2.4,1.1
2025-12-01,JBL,1.1,1.0,1.3,0.7
2025-12-02,JBL,1.0,1.0,1.3,0.7
2025-12-03,JBL,1.4,1.0,1.3,0.7
2025-12-04,JBL,0.6,1.0,1.3,0.7
2025-12-05,JBL,0.8,1.0,1.3,0.7
2025-12-01,JCI,3.5,4.2,4.8,3.6
2025-12-02,JCI,3.9,4.2,4.8,3.6
2025-12-03,JCI,5.1,4.2,4.8,3.6
2025-12-04,JCI,4.5,4.2,4.8,3.6
2025-12-05,JCI,4.3,4.2,4.8,3.6
2025-12-01,JKHY,0.8,0.9,1.0,0.8
2025-12-02,JKHY,1.0,0.9,1.0,0.8
2025-12-03,JKHY,1.0,0.9,1.0,0.8
2025-12-04,JKHY,1.1,0.9,1.0,0.8
2025-12-05,JKHY,0.8,0.9,1.0,0.8
2025-12-01,JNJ,8.5,8.4,8.9,8.0
2025-12-02,JNJ,8.4,8.4,8.9,8.0
2025-12-03,JNJ,8.4,8.4,8.9,8.0
2025-12-04,JNJ,9.1,8.4,8.9,8.0
2025-12-05,JNJ,7.8,8.4,8.9,8.0
2025-12-01,JNK,5.2,5.0,6.9,3.1
2025-12-02,JNK,4.0,5.0,6.9,3.1
2025-12-03,JNK,4.0,5.0,6.9,3.1
2025-12-04,JNK,8.3,5.0,6.9,3.1
2025-12-05,JNK,3.6,5.0,6.9,3.1
2025-12-01,JPM,7.7,7.9,9.1,6.7
2025-12-02,JPM,7.3,7.9,9.1,6.7
2025-12-03,JPM,8.5,7.9,9.1,6.7
2025-12-04,JPM,9.6,7.9,9.1,6.7
2025-12-05,JPM,6.5,7.9,9.1,6.7
2025-12-01,K,3.2,3.1,4.3,1.9
2025-12-02,K,3.0,3.1,4.3,1.9
2025-12-03,K,1.7,3.1,4.3,1.9
2025-12-04,K,2.7,3.1,4.3,1.9
2025-12-05,K,4.9,3.1,4.3,1.9
2025-12-01,KDP,12.7,14.5,16.6,12.3
2025-12-02,KDP,11.6,14.5,16.6,12.3
2025-12-03,KDP,16.8,14.5,16.6,12.3
2025-12-04,KDP,15.5,14.5,16.6,12.3
2025-12-05,KDP,15.7,14.5,16.6,12.3
2025-12-01,KEY,13.9,19.7,31.3,8.1
2025-12-02,KEY,12.2,19.7,31.3,8.1
2025-12-03,KEY,15.5,19.7,31.3,8.1
2025-12-04,KEY,16.6,19.7,31.3,8.1
2025-12-05,KEY,40.2,19.7,31.3,8.1
2025-12-01,KEYS,1.0,1.2,1.3,1.0
2025-12-02,KEYS,1.4,1.2,1.3,1.0
2025-12-03,KEYS,1.2,1.2,1.3,1.0
2025-12-04,KEYS,1.1,1.2,1.3,1.0
2025-12-05,KEYS,1.2,1.2,1.3,1.0
2025-12-01,KHC,13.0,12.3,14.5,10.2
2025-12-02,KHC,14.9,12.3,14.5,10.2
2025-12-03,KHC,13.4,12.3,14.5,10.2
2025-12-04,KHC,11.0,12.3,14.5,10.2
2025-12-05,KHC,9.4,12.3,14.5,10.2
2025-12-01,KIM,4.2,4.2,5.1,3.2
2025-12-02,KIM,5.6,4.2,5.1,3.2
2025-12-03,KIM,3.9,4.2,5.1,3.2
2025-12-04,KIM,4.0,4.2,5.1,3.2
2025-12-05,KIM,3.1,4.2,5.1,3.2
2025-12-01,KKR,2.6,2.8,3.0,2.5
2025-12-02,KKR,2.4,2.8,3.0,2.5
2025-12-03,KKR,3.1,2.8,3.0,2.5
2025-12-04,KKR,2.9,2.8,3.0,2.5
2025-12-05,KKR,2.8,2.8,3.0,2.5
2025-12-01,KLAC,0.6,0.8,0.9,0.6
2025-12-02,KLAC,1.0,0.8,0.9,0.6
2025-12-03,KLAC,0.8,0.8,0.9,0.6
2025-12-04,KLAC,0.7,0.8,0.9,0.6
2025-12-05,KLAC,0.7,0.8,0.9,0.6
2025-12-01,KMB,5.9,6.2,7.1,5.4
2025-12-02,KMB,7.4,6.2,7.1,5.4
2025-12-03,KMB,6.9,6.2,7.1,5.4
2025-12-04,KMB,5.7,6.2,7.1,5.4
2025-12-05,KMB,5.5,6.2,7.1,5.4
2025-12-01,KMI,13.0,12.2,13.7,10.8
2025-12-02,KMI,11.2,12.2,13.7,10.8
2025-12-03,KMI,10.8,12.2,13.7,10.8
2025-12-04,KMI,11.9,12.2,13.7,10.8
