Date,Ticker,Ticker_name,Exposure,Category,Sharpe_Rank_mtd_change,current_Sharpe_Rank,previous_Sharpe_Rank
2025-12-16,GM,GENERAL MOTORS COMPANY,Consumer Discretionary,Consumer Discretionary,23.2,99.8,76.6
2025-12-16,GNK,GENCO SHIPPING & TRADING LIMITED,,MR Discretion,-26.4,58.7,85.1
2025-12-16,GNRC,GENERAC HOLDINGS INC.,Industrials,Industrials,22.2,74.2,52.0
2025-12-16,GOOGL,ALPHABET INC.,Communication Services,Communication Services,-16.9,57.5,74.4
2025-12-16,GPC,GENUINE PARTS COMPANY,Consumer Discretionary,Consumer Discretionary,5.0,65.1,60.1
2025-12-16,GPN,GLOBAL PAYMENTS INC.,Financials,Financials,54.6,99.4,44.8
2025-12-16,GREK,GLBL X MSCI GREECE,,Foreign,-9.7,47.8,57.5
2025-12-16,GRMN,GARMIN LTD,Consumer Discretionary,Consumer Discretionary,90.1,93.5,3.4
2025-12-16,GS,"THE GOLDMAN SACHS GROUP, INC.",Financials,Financials,32.8,90.5,57.7
2025-12-16,GWW,"W.W. GRAINGER, INC.",Industrials,Industrials,44.0,98.0,54.0
2025-12-16,HAL,HALLIBURTON COMPANY,Energy,Energy,32.7,60.3,27.6
2025-12-16,HAS,"HASBRO, INC.",Consumer Discretionary,Consumer Discretionary,-25.8,60.7,86.5
2025-12-16,HBAN,HUNTINGTON BANCSHARES INC.,Financials,Financials,14.3,97.4,83.1
2025-12-16,HCA,"HCA HEALTHCARE, INC.",Health Care,Health Care,-50.8,28.4,79.2
2025-12-16,HD,"THE HOME DEPOT, INC.",Consumer Discretionary,Consumer Discretionary,16.2,58.9,42.7
2025-12-16,HIG,THE HARTFORD FINANCIAL SERVICES GROUP,Financials,Financials,-24.8,74.2,99.0
2025-12-16,HII,"HUNTINGTON INGALLS INDUSTRIES, INC.",Industrials,Industrials,34.9,63.1,28.2
2025-12-16,HLT,HILTON WORLDWIDE HOLDINGS INC.,Consumer Discretionary,Consumer Discretionary,-7.1,80.0,87.1
2025-12-16,HLX,"HELIX ENERGY SOLUTIONS GROUP, INC.",,MR Discretion,25.4,71.0,45.6
2025-12-16,HOLX,"HOLOGIC, INC.",Health Care,Health Care,-3.9,3.4,7.3
2025-12-16,HON,HONEYWELL INTERNATIONAL INC.,Industrials,Industrials,27.2,74.2,47.0
2025-12-16,HOOD,"ROBINHOOD MARKETS, INC.",Financials,Financials,17.6,35.5,17.9
2025-12-16,HPE,HEWLETT PACKARD ENTERPRISE COMPANY,Information Technology,Information Technology,69.4,84.3,14.9
2025-12-16,HPQ,HP INC.,Information Technology,Information Technology,58.1,88.9,30.8
2025-12-16,HRL,HORMEL FOODS ,Consumer Staples,Consumer Staples,-6.9,92.9,99.8
2025-12-16,HSIC,"HENRY SCHEIN, INC.",Health Care,Health Care,-8.5,86.3,94.8
2025-12-16,HST,"HOST HOTELS & RESORTS, INC.",Real Estate,Real Estate,-8.5,79.2,87.7
2025-12-16,HSY,THE HERSHEY COMPANY,Consumer Staples,Consumer Staples,-16.9,74.8,91.7
2025-12-16,HUBB,HUBBELL INC.,Industrials,Industrials,59.3,72.6,13.3
2025-12-16,HUM,HUMANA INC.,Health Care,Health Care,72.3,80.8,8.5
2025-12-16,HWM,HOWMET AEROSPACE INC.,Industrials,Industrials,-13.5,14.9,28.4
2025-12-16,HYD,VANECK:HIGH YIELD MUNI,,Bonds,6.8,41.1,34.3
2025-12-16,HYG,ISHARES:IBOXX $HY CORP,Bonds,Bonds,-6.7,50.2,56.9
2025-12-16,IBKR,"INTERACTIVE BROKERS GROUP, INC.",Financials,Financials,13.5,39.1,25.6
2025-12-16,IBM,INTERNATIONAL BUSINESS MACHINES ,Information Technology,Information Technology,10.9,50.2,39.3
2025-12-16,ICE,"INTERCONTINENTAL EXCHANGE, INC.",Financials,Financials,-0.8,83.7,84.5
2025-12-16,ICL,ICL GROUP LTD,,MR Discretion,-6.9,12.9,19.8
2025-12-16,IDXX,"IDEXX LABORATORIES, INC.",Health Care,Health Care,-32.0,59.3,91.3
2025-12-16,IEF,ISHARES:7-10 TRS BD ETF,Bonds,Bonds,-8.8,19.6,28.4
2025-12-16,IEX,IDEX ,Industrials,Industrials,24.2,97.0,72.8
2025-12-16,IFF,INTERNATIONAL FLAVORS & FRAGRANCES INC.,Materials,Materials,-36.5,62.3,98.8
2025-12-16,INCY,INCYTE ,Health Care,Health Care,-66.7,14.3,81.0
2025-12-16,INDA,ISHARES:MSCI INDIA,,Foreign,-40.1,13.7,53.8
2025-12-16,INTC,INTEL ,Information Technology,Information Technology,12.1,60.5,48.4
2025-12-16,INTU,INTUIT INC.,Information Technology,Information Technology,43.7,80.6,36.9
2025-12-16,INVH,INVITATION HOMES INC.,Real Estate,Real Estate,-24.6,40.1,64.7
2025-12-16,IP,INTERNATIONAL PAPER COMPANY,Materials,Materials,6.1,81.9,75.8
2025-12-16,IQV,IQVIA HOLDINGS INC,Health Care,Health Care,-20.3,58.3,78.6
2025-12-16,IR,INGERSOLL RAND INC.,Industrials,Industrials,22.1,92.7,70.6
2025-12-16,IRM,IRON MOUNTAIN INC.,Real Estate,Real Estate,21.8,33.9,12.1
2025-12-16,ISRG,"INTUITIVE SURGICAL, INC.",Health Care,Health Care,-23.6,61.7,85.3
2025-12-16,IT,"GARTNER, INC.",Information Technology,Information Technology,32.6,89.7,57.1
2025-12-16,ITW,ILLINOIS TOOL WORKS INC.,Industrials,Industrials,10.5,84.7,74.2
2025-12-16,IVZ,INVESCO LTD.,Financials,Financials,26.0,88.9,62.9
2025-12-16,IWD,ISHARES:RUSS 1000 VL ETF,,Sector & Style ETFs,5.4,87.1,81.7
2025-12-16,IWF,ISHARES:RUSS 1000 GR ETF,,Sector & Style ETFs,10.7,31.9,21.2
2025-12-16,IWM,ISHARES:RUSS 2000 ETF,,Sector & Style ETFs,36.0,93.5,57.5
2025-12-16,J,JACOBS SOLUTIONS INC.,Industrials,Industrials,7.8,26.8,19.0
2025-12-16,JBHT,"J. B. HUNT TRANSPORT SERVICES, INC.",Industrials,Industrials,21.0,99.8,78.8
2025-12-16,JBL,JABIL INC.,Information Technology,Information Technology,32.1,58.1,26.0
2025-12-16,JCI,JOHNSON CONTROLS INTERNATIONAL PLC,Industrials,Industrials,-3.2,53.0,56.2
2025-12-16,JKHY,"JACK HENRY & ASSOCIATES, INC.",Financials,Financials,0.0,99.8,99.8
2025-12-16,JNJ,JOHNSON & JOHNSON,Health Care,Health Care,-34.3,62.3,96.6
2025-12-16,JNK,SPDR BBG HIGH YIELD BD,,Bonds,-3.2,58.7,61.9
2025-12-16,JPM,JPMORGAN CHASE & CO.,Financials,Financials,22.9,67.7,44.8
2025-12-16,KDP,KEURIG DR PEPPER INC.,Consumer Staples,Consumer Staples,27.6,91.3,63.7
2025-12-16,KEY,KEYCORP,Financials,Financials,23.8,99.8,76.0
2025-12-16,KEYS,"KEYSIGHT TECHNOLOGIES, INC.",Information Technology,Information Technology,9.7,94.8,85.1
2025-12-16,KHC,THE KRAFT HEINZ COMPANY,Consumer Staples,Consumer Staples,-21.8,67.5,89.3
2025-12-16,KIM,KIMCO REALTY .,Real Estate,Real Estate,13.7,58.7,45.0
2025-12-16,KKR,KKR & CO. INC.,Financials,Financials,21.7,91.5,69.8
2025-12-16,KLAC,KLA ,Information Technology,Information Technology,41.5,62.3,20.8
2025-12-16,KMB,KIMBERLY-CLARK ,Consumer Staples,Consumer Staples,-8.7,52.8,61.5
2025-12-16,KMI,"KINDER MORGAN, INC.",Energy,Energy,-64.5,20.2,84.7
2025-12-16,KMX,"CARMAX, INC.",Consumer Discretionary,Consumer Discretionary,32.3,99.8,67.5
2025-12-16,KO,THE COCA-COLA COMPANY,Consumer Staples,Consumer Staples,-42.1,48.8,90.9
2025-12-16,KR,THE KROGER CO.,Consumer Staples,Consumer Staples,-39.5,24.2,63.7
2025-12-16,KVUE,KENVUE INC.,Consumer Staples,Consumer Staples,-11.1,87.5,98.6
2025-12-16,L,LOEWS ,Financials,Financials,-73.8,25.6,99.4
2025-12-16,LDOS,"LEIDOS HOLDINGS, INC.",Industrials,Industrials,-18.9,20.8,39.7
2025-12-16,LEN,LENNAR ,Consumer Discretionary,Consumer Discretionary,-9.5,76.0,85.5
2025-12-16,LH,LABORATORY  OF AMERICA HOLDINGS,Health Care,Health Care,-55.3,28.6,83.9
2025-12-16,LHX,"L3HARRIS TECHNOLOGIES, INC.",Industrials,Industrials,8.8,28.8,20.0
2025-12-16,LII,LENNOX INTERNATIONAL INC.,Industrials,Industrials,15.7,87.3,71.6
2025-12-16,LIN,LINDE PUBLIC LIMITED COMPANY,Materials,Materials,52.6,76.4,23.8
2025-12-16,LKQ,LKQ ,Consumer Discretionary,Consumer Discretionary,24.2,65.3,41.1
2025-12-16,LLY,ELI LILLY AND COMPANY,Health Care,Health Care,-43.4,52.8,96.2
2025-12-16,LMT,LOCKHEED MARTIN ,Industrials,Industrials,50.8,64.1,13.3
2025-12-16,LNT,ALLIANT ENERGY ,Utilities,Utilities,-49.2,10.3,59.5
2025-12-16,LOW,"LOWE'S COMPANIES, INC.",Consumer Discretionary,Consumer Discretionary,23.0,91.5,68.5
2025-12-16,LQD,ISHARES:IBOXX $IG CORP,Bonds,Bonds,2.6,39.7,37.1
2025-12-16,LRCX,LAM RESEARCH ,Information Technology,Information Technology,40.1,66.9,26.8
2025-12-16,LULU,LULULEMON ATHLETICA INC.,Consumer Discretionary,Consumer Discretionary,13.3,97.8,84.5
2025-12-16,LUV,SOUTHWEST AIRLINES CO.,Industrials,Industrials,8.3,98.6,90.3
2025-12-16,LVS,LAS VEGAS SANDS CORP.,Consumer Discretionary,Consumer Discretionary,-39.2,54.6,93.8
2025-12-16,LW,"LAMB WESTON HOLDINGS, INC.",Consumer Staples,Consumer Staples,49.2,82.5,33.3
2025-12-16,LYB,LYONDELLBASELL INDUSTRIES NV,Materials,Materials,-26.0,67.7,93.7
2025-12-16,LYV,"LIVE NATION ENTERTAINMENT, INC.",Communication Services,Communication Services,37.7,64.7,27.0
2025-12-16,MA,MASTERCARD INC..,Financials,Financials,41.3,85.1,43.8
2025-12-16,MAA,"MID-AMERICA APARTMENT COMMUNITIES, INC.",Real Estate,Real Estate,-17.5,74.6,92.1
2025-12-16,MAR,"MARRIOTT INTERNATIONAL, INC.",Consumer Discretionary,Consumer Discretionary,-11.9,83.9,95.8
2025-12-16,MAS,MASCO ,Industrials,Industrials,36.5,94.0,57.5
2025-12-16,MCD,MCDONALD'S ,Consumer Discretionary,Consumer Discretionary,-1.7,80.8,82.5
2025-12-16,MCHI,ISHARES:MSCI CHINA,,Foreign,-3.4,2.4,5.8
2025-12-16,MCHP,MICROCHIP TECHNOLOGY INC.,Information Technology,Information Technology,83.0,92.7,9.7
2025-12-16,MCK,MCKESSON ,Health Care,Health Care,-65.3,11.5,76.8
2025-12-16,MCO,MOODY'S ,Financials,Financials,24.4,84.3,59.9
2025-12-16,MDLZ,"MONDELEZ INTERNATIONAL, INC.",Consumer Staples,Consumer Staples,-26.6,29.6,56.2
2025-12-16,MDT,MEDTRONIC PUBLIC LIMITED COMPANY,Health Care,Health Care,-42.7,57.1,99.8
2025-12-16,MDY,SPDR S&P MIDCAP 400 ETF,,Sector & Style ETFs,21.4,94.6,73.2
2025-12-16,MET,"METLIFE, INC.",Financials,Financials,60.9,96.6,35.7
2025-12-16,META,"META PLATFORMS, INC.",Communication Services,Communication Services,31.6,80.6,49.0
2025-12-16,MGM,MGM RESORTS INTERNATIONAL,Consumer Discretionary,Consumer Discretionary,2.6,98.8,96.2
2025-12-16,MHK,"MOHAWK INDUSTRIES, INC.",Consumer Discretionary,Consumer Discretionary,15.9,77.6,61.7
2025-12-16,MKC,"MCCORMICK & COMPANY, INC.",Consumer Staples,Consumer Staples,1.0,91.9,90.9
2025-12-16,MLM,"MARTIN MARIETTA MATERIALS, INC.",Materials,Materials,39.1,89.7,50.6
2025-12-16,MMC,"MARSH & MCLENNAN COMPANIES, INC.",Financials,Financials,3.9,84.3,80.4
2025-12-16,MMM,3M COMPANY,Industrials,Industrials,-38.7,24.8,63.5
2025-12-16,MNST,MONSTER BEVERAGE ,Consumer Staples,Consumer Staples,-33.5,63.7,97.2
2025-12-16,MO,"ALTRIA GROUP, INC.",Consumer Staples,Consumer Staples,-12.9,58.3,71.2
2025-12-16,MOH,"MOLINA HEALTHCARE, INC.",Health Care,Health Care,38.7,97.4,58.7
2025-12-16,MOS,THE MOSAIC COMPANY,Materials,Materials,32.3,45.2,12.9
2025-12-16,MP,MP MATERIALS CORP,,MR Discretion,-4.8,26.4,31.2
2025-12-16,MPC,MARATHON PETROLEUM ,Energy,Energy,-34.4,6.7,41.1
2025-12-16,MPWR,"MONOLITHIC POWER SYSTEMS, INC.",Information Technology,Information Technology,53.6,60.1,6.5
2025-12-16,MRK,"MERCK & CO., INC.",Health Care,Health Care,-21.8,78.0,99.8
2025-12-16,MRNA,"MODERNA, INC.",Health Care,Health Care,49.6,94.4,44.8
2025-12-16,MS,MORGAN STANLEY,Financials,Financials,42.3,92.5,50.2
2025-12-16,MSCI,MSCI INC.,Financials,Financials,8.7,21.8,13.1
2025-12-16,MSFT,MICROSOFT ,Information Technology,Information Technology,1.8,17.3,15.5
2025-12-16,MSI,"MOTOROLA SOLUTIONS, INC.",Information Technology,Information Technology,4.2,10.5,6.3
2025-12-16,MTB,M&T BANK ,Financials,Financials,24.4,96.8,72.4
2025-12-16,MTCH,"MATCH GROUP, INC.",Communication Services,Communication Services,-13.3,49.8,63.1
2025-12-16,MTD,METTLER-TOLEDO INTERNATIONAL INC.,Health Care,Health Care,-48.0,36.7,84.7
2025-12-16,MTUM,ISHARES:MSCI USA MOM FCT,,Sector & Style ETFs,24.4,62.5,38.1
2025-12-16,MU,"MICRON TECHNOLOGY, INC.",Information Technology,Information Technology,-21.6,29.0,50.6
2025-12-16,MUB,ISHARES:NATL MUNI BOND,,Bonds,-15.6,17.9,33.5
2025-12-16,NCLH,NORWEGIAN CRUISE LINE HOLDINGS LTD.,Consumer Discretionary,Consumer Discretionary,73.0,96.2,23.2
2025-12-16,NDAQ,"NASDAQ, INC.",Financials,Financials,9.8,91.5,81.7
2025-12-16,NDSN,NORDSON ,Industrials,Industrials,15.7,72.2,56.5
2025-12-16,NDX,NASDAQ 100 INDEX,,Indices,15.6,44.2,28.6
2025-12-16,NEE,"NEXTERA ENERGY, INC.",Utilities,Utilities,-78.4,11.1,89.5
2025-12-16,NEM,NEWMONT ,Materials,Materials,7.3,61.9,54.6
2025-12-16,NFLX,"NETFLIX, INC.",Communication Services,Communication Services,-33.0,7.1,40.1
2025-12-16,NI,NISOURCE INC.,Utilities,Utilities,-69.7,8.9,78.6
2025-12-16,NKE,"NIKE, INC.",Consumer Discretionary,Consumer Discretionary,29.3,83.9,54.6
2025-12-16,NOC,NORTHROP GRUMMAN ,Industrials,Industrials,25.0,50.6,25.6
2025-12-16,NORW,GLBL X MSCI NORWAY ETF,,Foreign,14.7,55.2,40.5
2025-12-16,NOV,NOV INC.,,MR Discretion,1.5,56.9,55.4
2025-12-16,NOW,"SERVICENOW, INC.",Information Technology,Information Technology,47.2,49.4,2.2
2025-12-16,NQ=F,NASDAQ 100 FUTURES,,Futures,20.3,42.9,22.6
2025-12-16,NRG,"NRG ENERGY, INC.",Utilities,Utilities,2.9,32.9,30.0
2025-12-16,NSC,NORFOLK SOUTHERN ,Industrials,Industrials,6.8,65.7,58.9
2025-12-16,NTAP,"NETAPP, INC.",Information Technology,Information Technology,44.7,76.8,32.1
2025-12-16,NTRS,NORTHERN TRUST ,Financials,Financials,27.5,93.8,66.3
2025-12-16,NUE,NUCOR ,Materials,Materials,8.3,81.5,73.2
2025-12-16,NVDA,NVIDIA ,Information Technology,Information Technology,9.3,11.5,2.2
2025-12-16,NVR,"NVR, INC.",Consumer Discretionary,Consumer Discretionary,5.6,90.5,84.9
2025-12-16,NWSA,NEWS CORP.,Communication Services,Communication Services,19.8,70.4,50.6
2025-12-16,NXPI,NXP SEMICONDUCTORS NV,Information Technology,Information Technology,75.0,98.6,23.6
2025-12-16,O,REALTY INCOME ,Real Estate,Real Estate,0.0,43.7,43.7
2025-12-16,ODFL,"OLD DOMINION FREIGHT LINE, INC.",Industrials,Industrials,38.1,99.8,61.7
2025-12-16,OEF,ISHARES:S&P 100,,Sector & Style ETFs,0.9,31.5,30.6
2025-12-16,OKE,"ONEOK, INC.",Energy,Energy,-8.5,88.9,97.4
2025-12-16,OMC,OMNICOM GROUP INC.,Communication Services,Communication Services,62.3,98.6,36.3
2025-12-16,ON,ON SEMICONDUCTOR ,Information Technology,Information Technology,37.1,91.5,54.4
2025-12-16,ORCL,ORACLE ,Information Technology,Information Technology,22.0,28.2,6.2
2025-12-16,ORLY,"O'REILLY AUTOMOTIVE, INC.",Consumer Discretionary,Consumer Discretionary,-74.2,11.3,85.5
2025-12-16,OTIS,OTIS WORLDWIDE ,Industrials,Industrials,19.6,33.1,13.5
2025-12-16,OXY,OCCIDENTAL PETROLEUM ,Energy,Energy,-65.1,7.9,73.0
2025-12-16,PAM,PAMPA ENERGIA SA,,MR Discretion,-42.6,42.9,85.5
2025-12-16,PANW,"PALO ALTO NETWORKS, INC.",Information Technology,Information Technology,13.7,18.7,5.0
2025-12-16,PAYC,"PAYCOM SOFTWARE, INC.",Industrials,Industrials,20.4,48.2,27.8
2025-12-16,PAYX,"PAYCHEX, INC.",Industrials,Industrials,59.7,86.7,27.0
2025-12-16,PBR,BRAZILIAN PETROLEUM  - PETROBRAS,,MR Discretion,-76.4,2.4,78.8
2025-12-16,PCAR,PACCAR INC,Industrials,Industrials,7.5,99.8,92.3
2025-12-16,PCG,PG&E ,Utilities,Utilities,-34.9,22.8,57.7
2025-12-16,PEG,PUBLIC SERVICE ENTERPRISE GROUP INC.,Utilities,Utilities,-61.1,21.8,82.9
2025-12-16,PEP,"PEPSICO, INC.",Consumer Staples,Consumer Staples,2.4,62.1,59.7
2025-12-16,PFE,PFIZER INC.,Health Care,Health Care,-34.8,57.7,92.5
2025-12-16,PFF,ISHARES:PREF AND INC SEC,,Bonds,45.6,82.7,37.1
2025-12-16,PFG,"PRINCIPAL FINANCIAL GROUP, INC.",Financials,Financials,39.7,97.2,57.5
2025-12-16,PG,THE PROCTER & GAMBLE COMPANY,Consumer Staples,Consumer Staples,15.7,72.0,56.3
2025-12-16,PGR,THE PROGRESSIVE ,Financials,Financials,-18.4,77.4,95.8
2025-12-16,PH,PARKER-HANNIFIN ,Industrials,Industrials,-11.5,77.0,88.5
2025-12-16,PHM,"PULTEGROUP, INC.",Consumer Discretionary,Consumer Discretionary,5.5,86.3,80.8
2025-12-16,PKG,PACKAGING  OF AMERICA,Materials,Materials,0.4,80.4,80.0
2025-12-16,PLD,"PROLOGIS, INC.",Real Estate,Real Estate,-4.2,61.9,66.1
2025-12-16,PLTR,PALANTIR TECHNOLOGIES INC.,Information Technology,Information Technology,58.2,66.1,7.9
2025-12-16,PM,PHILIP MORRIS INTERNATIONAL INC.,Consumer Staples,Consumer Staples,-18.8,66.9,85.7
2025-12-16,PNC,"THE PNC FINANCIAL SERVICES GROUP, INC.",Financials,Financials,26.8,99.8,73.0
2025-12-16,PNR,PENTAIR PUBLIC LIMITED COMPANY,Industrials,Industrials,31.9,70.4,38.5
2025-12-16,PNW,PINNACLE WEST CAPITAL ,Utilities,Utilities,-21.4,28.4,49.8
2025-12-16,PODD,INSULET ,Health Care,Health Care,-45.8,25.0,70.8
2025-12-16,POOL,POOL ,Consumer Discretionary,Consumer Discretionary,43.7,62.5,18.8
2025-12-16,POWA,INVESCO BLOOMBERG PRICING POWER,,Sector & Style ETFs,18.4,82.9,64.5
2025-12-16,PPG,"PPG INDUSTRIES, INC.",Materials,Materials,15.3,97.0,81.7
2025-12-16,PPL,PPL ,Utilities,Utilities,-27.4,12.5,39.9
2025-12-16,PPLT,ABRDN:PHYSICAL PLATINUM,,Commodities,28.9,94.0,65.1
2025-12-16,PRU,"PRUDENTIAL FINANCIAL, INC.",Financials,Financials,6.1,99.8,93.7
2025-12-16,PSA,PUBLIC STORAGE.,Real Estate,Real Estate,10.9,50.6,39.7
2025-12-16,PSKY,PARAMOUNT SKYDANCE ,Communication Services,Communication Services,-42.1,20.6,62.7
2025-12-16,PSX,PHILLIPS 66,Energy,Energy,-10.1,28.6,38.7
2025-12-16,PTC,PTC INC.,Information Technology,Information Technology,34.5,62.5,28.0
2025-12-16,PWR,"QUANTA SERVICES, INC.",Industrials,Industrials,1.4,49.2,47.8
2025-12-16,PYPL,"PAYPAL HOLDINGS, INC.",Financials,Financials,29.6,51.4,21.8
2025-12-16,QAT,ISHARES:MSCI QATAR,,Foreign,14.9,59.1,44.2
2025-12-16,QCOM,QUALCOMM INC.,Information Technology,Information Technology,51.6,73.4,21.8
2025-12-16,QQQ,INVESCO QQQ TRUST 1,,Sector & Style ETFs,15.8,44.4,28.6
2025-12-16,QUAL,ISHARES:MSCI USA QF,,Sector & Style ETFs,32.9,82.1,49.2
2025-12-16,RCL,ROYAL CARIBBEAN CRUISES LTD.,Consumer Discretionary,Consumer Discretionary,34.5,74.4,39.9
2025-12-16,REG,REGENCY CENTERS ,Real Estate,Real Estate,-75.9,6.2,82.1
2025-12-16,REGN,"REGENERON PHARMACEUTICALS, INC.",Health Care,Health Care,-21.4,77.2,98.6
2025-12-16,RF,REGIONS FINANCIAL ,Financials,Financials,17.7,93.1,75.4
2025-12-16,RIG,TRANSOCEAN LTD,,MR Discretion,-54.7,28.4,83.1
2025-12-16,RJF,"RAYMOND JAMES FINANCIAL, INC.",Financials,Financials,30.1,73.6,43.5
2025-12-16,RL,RALPH LAUREN ,Consumer Discretionary,Consumer Discretionary,1.4,88.1,86.7
2025-12-16,RMD,RESMED INC.,Health Care,Health Care,-0.2,63.3,63.5
2025-12-16,ROK,"ROCKWELL AUTOMATION, INC.",Industrials,Industrials,1.0,82.9,81.9
2025-12-16,ROKU,"ROKU, INC.",,MR Discretion,69.9,91.1,21.2
2025-12-16,ROL,"ROLLINS, INC.",Industrials,Industrials,-32.8,56.3,89.1
2025-12-16,ROP,"ROPER TECHNOLOGIES, INC.",Information Technology,Information Technology,-26.2,45.6,71.8
2025-12-16,ROST,"ROSS STORES, INC.",Consumer Discretionary,Consumer Discretionary,4.7,97.0,92.3
2025-12-16,RSG,"REPUBLIC SERVICES, INC.",Industrials,Industrials,-11.7,64.3,76.0
2025-12-16,RSP,INVESCO S&P500 EWGHT,,Sector & Style ETFs,17.9,92.5,74.6
2025-12-16,RTX,RTX ,Industrials,Industrials,36.5,49.0,12.5
2025-12-16,RUT,RUSSELL 2000 INDEX,,Indices,37.3,93.5,56.2
2025-12-16,RVTY,"REVVITY, INC.",Health Care,Health Care,-21.8,76.8,98.6
2025-12-16,SBAC,SBA COMMUNICATIONS ,Real Estate,Real Estate,-40.7,25.2,65.9
2025-12-16,SBLK,STAR BULK CARRIERS CORP.,,MR Discretion,-58.9,16.3,75.2
2025-12-16,SBUX,STARBUCKS ,Consumer Discretionary,Consumer Discretionary,-12.3,63.9,76.2
2025-12-16,SCHP,SCHWAB STR:US TIPS,,Bonds,-9.5,16.9,26.4
2025-12-16,SCHW,THE CHARLES SCHWAB ,Financials,Financials,49.2,73.6,24.4
2025-12-16,SD,"SANDRIDGE ENERGY, INC.",,MR Discretion,-63.9,32.1,96.0
2025-12-16,SDY,SPDR S&P DIVIDEND,,Sector & Style ETFs,5.0,87.3,82.3
2025-12-16,SHW,THE SHERWIN-WILLIAMS COMPANY,Materials,Materials,14.4,58.1,43.7
2025-12-16,SHY,ISHARES:1-3 TRS BD ETF,Bonds,Bonds,25.8,52.6,26.8
2025-12-16,SILJ,ETFMG PRIME JR SILVR MNR,,Commodities,15.2,83.9,68.7
2025-12-16,SJM,THE J. M. SMUCKER COMPANY,Consumer Staples,Consumer Staples,-51.4,11.1,62.5
2025-12-16,SLB,SCHLUMBERGER N.V.,Energy,Energy,24.8,78.6,53.8
2025-12-16,SLV,ISHARES:SILVER TRUST,,Commodities,8.1,96.2,88.1
2025-12-16,SMCI,"SUPER MICRO COMPUTER, INC.",Information Technology,Information Technology,23.4,26.4,3.0
2025-12-16,SMH,VANECK:SEMICONDUCTOR,,Sector & Style ETFs,30.8,55.6,24.8
2025-12-16,SNA,SNAP-ON INC.,Industrials,Industrials,53.4,97.4,44.0
2025-12-16,SNDK,SANDISK CORPORATION,Information Technology,Information Technology,-16.8,18.8,35.6
2025-12-16,SNPS,"SYNOPSYS, INC.",Information Technology,Information Technology,56.0,90.5,34.5
2025-12-16,SO,THE SOUTHERN COMPANY,Utilities,Utilities,1.5,20.2,18.7
2025-12-16,SOLV,SOLVENTUM ,Health Care,Health Care,-24.8,75.0,99.8
2025-12-16,SOYB,TEUCRIUM:SOYBEAN,,Commodities,-77.8,0.2,78.0
2025-12-16,SPG,"SIMON PROPERTY GROUP, INC.",Real Estate,Real Estate,-56.7,38.5,95.2
2025-12-16,SPGI,S&P GLOBAL INC.,Financials,Financials,-0.7,56.2,56.9
2025-12-16,SPHB,INVESCO S&P500 HI BE,,Sector & Style ETFs,46.3,81.2,34.9
2025-12-16,SPLV,INVESCO S&P500 LOWVL,,Sector & Style ETFs,-58.6,32.7,91.3
2025-12-16,SPX,S&P 500 INDEX,,Indices,12.9,58.9,46.0
2025-12-16,SPY,SPDR S&P 500 ETF,,Sector & Style ETFs,13.5,58.9,45.4
2025-12-16,SRE,SEMPRA,Utilities,Utilities,-46.0,11.5,57.5
2025-12-16,STE,STERIS PUBLIC LIMITED COMPANY,Health Care,Health Care,-63.3,34.9,98.2
2025-12-16,STIP,ISHARES:0-5 TIPS BD ETF,Bonds,Bonds,-18.6,26.2,44.8
2025-12-16,STLA,STELLANTIS NV,,MR Discretion,17.8,97.4,79.6
2025-12-16,STLD,"STEEL DYNAMICS, INC.",Materials,Materials,15.7,89.7,74.0
2025-12-16,STNG,SCORPIO TANKERS INC.,,MR Discretion,-20.8,0.2,21.0
2025-12-16,STT,STATE STREET ,Financials,Financials,28.5,94.6,66.1
2025-12-16,STX,SEAGATE TECHNOLOGY HOLDINGS,Information Technology,Information Technology,13.1,55.2,42.1
2025-12-16,STZ,"CONSTELLATION BRANDS, INC.",Consumer Staples,Consumer Staples,1.3,94.2,92.9
2025-12-16,SW,SMURFIT WESTROCK PUBLIC LIMITED COMPANY,Materials,Materials,36.9,96.2,59.3
2025-12-16,SWK,"STANLEY BLACK & DECKER, INC.",Industrials,Industrials,27.6,96.8,69.2
2025-12-16,SWKS,"SKYWORKS SOLUTIONS, INC.",Information Technology,Information Technology,68.2,73.0,4.8
2025-12-16,SYF,SYNCHRONY FINANCIAL,Financials,Financials,26.9,94.6,67.7
2025-12-16,SYK,STRYKER ,Health Care,Health Care,-29.0,35.9,64.9
2025-12-16,SYY,SYSCO ,Consumer Staples,Consumer Staples,-21.8,41.7,63.5
2025-12-16,T,AT&T INC.,Communication Services,Communication Services,-77.8,8.1,85.9
2025-12-16,TAGS,TEUCRIUM:AGRICULTURAL,,Commodities,-78.6,7.7,86.3
2025-12-16,TAP,MOLSON COORS BEVERAGE COMPANY,Consumer Staples,Consumer Staples,-1.0,86.9,87.9
2025-12-16,TDG,TRANSDIGM GROUP INC.,Industrials,Industrials,-77.2,0.6,77.8
2025-12-16,TDW,TIDEWATER INC.,,MR Discretion,-31.2,32.3,63.5
2025-12-16,TDY,TELEDYNE TECHNOLOGIES INC.,Information Technology,Information Technology,28.3,57.7,29.4
2025-12-16,TECH,BIO-TECHNE ,Health Care,Health Care,-37.1,42.9,80.0
2025-12-16,TECK,TECK RESOURCES LIMITED,,MR Discretion,21.0,76.4,55.4
