Date,Ticker,Ticker_name,Category,Close,monthly_Return,month_pr_low,month_pr_high,month_rr_ratio,model_score,model_score_delta
2026-02-11,TMUS,"T-MOBILE US, INC.",Communication Services,199.43,0.0113,169.42,232.66,1.1072975674775065,-23.0,-26.0
2026-02-11,TTD,"THE TRADE DESK, INC.",Communication Services,28.13,-0.0725,19.77,44.6,1.9700956937799048,50.0,59.0
2026-02-11,TTWO,"TAKE-TWO INTERACTIVE SOFTWARE, INC.",Communication Services,210.71,-0.0435,184.74,270.78,2.3130535232961096,0.0,-11.0
2026-02-11,VZ,VERIZON COMMUNICATIONS INC.,Communication Services,47.39,0.0645,38.82,49.75,-3.631355932203391,-60.0,-28.0
2026-02-11,WBD,"WARNER BROS. DISCOVERY, INC.",Communication Services,27.8,0.0094,23.13,37.2,2.0128479657387577,54.0,70.0
2026-02-11,ABNB,"AIRBNB, INC.",Consumer Discretionary,120.32,-0.07,108.21,149.67,2.423616845582163,-3.0,-26.0
2026-02-11,AMZN,"AMAZON.COM, INC.",Consumer Discretionary,206.96,-0.1351,192.2,278.55,4.850271002710021,24.0,63.0
2026-02-11,APTV,APTIV PLC,Consumer Discretionary,85.15,0.1241,64.24,98.57,-1.5581222056631916,-9.0,-10.0
2026-02-11,AZO,"AUTOZONE, INC.",Consumer Discretionary,3664.84,-0.0107,3098.79,4283.83,1.093525306951682,-18.0,22.0
2026-02-11,BBY,"BEST BUY CO., INC.",Consumer Discretionary,68.04,0.0452,54.67,78.59,-1.267298578199053,-20.0,-12.0
2026-02-11,BKNG,BOOKING HOLDINGS INC.,Consumer Discretionary,4281.14,-0.1441,4088.47,5906.02,8.433487309908111,0.0,-20.0
2026-02-11,CCL,CARNIVAL CORP,Consumer Discretionary,33.35,0.1109,25.08,40.3,-1.189928057553958,6.0,-32.0
2026-02-11,CMG,"CHIPOTLE MEXICAN GRILL, INC.",Consumer Discretionary,38.44,-0.0111,31.37,46.38,1.1230551626591243,-18.0,5.0
2026-02-11,CVNA,CARVANA CO.,Consumer Discretionary,391.69,-0.0235,330.46,603.86,3.4651314715008974,73.0,58.0
2026-02-11,DASH,"DOORDASH, INC.",Consumer Discretionary,185.64,-0.0928,167.27,265.53,4.348938486663043,-8.0,-20.0
2026-02-11,DECK,DECKERS OUTDOOR ,Consumer Discretionary,115.51,-0.0321,83.06,145.18,-1.0936973373778227,-10.0,26.0
2026-02-11,DHI,"D.R. HORTON, INC.",Consumer Discretionary,162.28,0.0903,123.23,187.17,-1.5689031739654486,7.0,29.0
2026-02-11,DPZ,"DOMINO'S PIZZA, INC.",Consumer Discretionary,389.73,-0.0502,348.9,454.26,1.5804555473916215,31.0,-7.0
2026-02-11,DRI,"DARDEN RESTAURANTS, INC.",Consumer Discretionary,210.24,0.0546,172.5,247.04,-1.0255434782608703,21.0,79.0
2026-02-11,EBAY,EBAY INC.,Consumer Discretionary,87.48,-0.041,79.59,111.22,3.008871989860582,0.0,-37.0
2026-02-11,EXPE,"EXPEDIA GROUP, INC.",Consumer Discretionary,241.54,-0.088,218.9,337.59,4.24249116607774,0.0,-18.0
2026-02-11,F,FORD MOTOR COMPANY,Consumer Discretionary,13.57,-0.0223,12.12,16.1,1.744827586206896,44.0,60.0
2026-02-11,GM,GENERAL MOTORS COMPANY,Consumer Discretionary,80.27,-0.0444,73.51,102.18,3.2411242603550354,31.0,5.0
2026-02-11,GPC,GENUINE PARTS COMPANY,Consumer Discretionary,146.68,0.0553,116.76,158.32,-2.5704467353951923,-16.0,14.0
2026-02-11,GRMN,GARMIN LTD,Consumer Discretionary,208.41,0.0336,178.74,248.21,1.341422312099765,32.0,12.0
2026-02-11,HAS,"HASBRO, INC.",Consumer Discretionary,104.0,0.1645,79.15,113.87,-2.517730496453899,-37.0,-29.0
2026-02-11,HD,"THE HOME DEPOT, INC.",Consumer Discretionary,389.68,0.0403,313.05,436.09,-1.6511527687998286,-2.0,44.0
2026-02-11,HLT,HILTON WORLDWIDE HOLDINGS INC.,Consumer Discretionary,323.7,0.0844,265.8,359.24,-1.629150253235789,-23.0,-27.0
2026-02-11,LEN,LENNAR ,Consumer Discretionary,119.4,0.0919,90.9,136.98,-1.6211604095563155,7.0,85.0
2026-02-11,LOW,"LOWE'S COMPANIES, INC.",Consumer Discretionary,284.67,0.0659,220.57,331.72,-1.3623804463336877,-3.0,68.0
2026-02-11,LULU,LULULEMON ATHLETICA INC.,Consumer Discretionary,180.62,0.0351,135.41,229.54,1.0820614908206145,-34.0,-59.0
2026-02-11,LVS,LAS VEGAS SANDS CORP.,Consumer Discretionary,57.02,0.0814,43.58,73.38,1.2172619047619038,8.0,-14.0
2026-02-11,MAR,"MARRIOTT INTERNATIONAL, INC.",Consumer Discretionary,359.35,0.1397,277.74,400.52,-1.9822686422152076,-28.0,-38.0
2026-02-11,MCD,MCDONALD'S ,Consumer Discretionary,325.97,0.0348,284.52,352.67,-1.5524344569288413,-9.0,31.0
2026-02-11,MGM,MGM RESORTS INTERNATIONAL,Consumer Discretionary,37.36,0.1139,28.43,41.9,-1.9669603524229078,-63.0,-94.0
2026-02-11,NCLH,NORWEGIAN CRUISE LINE HOLDINGS LTD.,Consumer Discretionary,23.56,0.0729,17.34,29.38,-1.0687285223367695,-11.0,53.0
2026-02-11,NKE,"NIKE, INC.",Consumer Discretionary,63.04,0.0199,51.6,72.56,-1.2016806722689068,6.0,1.0
2026-02-11,NVR,"NVR, INC.",Consumer Discretionary,8094.28,0.0601,6481.25,9195.19,-1.4651788066236102,-51.0,-20.0
2026-02-11,ORLY,"O'REILLY AUTOMOTIVE, INC.",Consumer Discretionary,93.44,-0.0505,84.35,111.21,1.9548954895489536,16.0,43.0
2026-02-11,PHM,"PULTEGROUP, INC.",Consumer Discretionary,137.33,0.0979,107.13,155.55,-1.6575192096597156,7.0,38.0
2026-02-11,POOL,POOL ,Consumer Discretionary,267.33,0.0521,206.36,291.93,-2.478455284552842,-17.0,29.0
2026-02-11,RCL,ROYAL CARIBBEAN CRUISES LTD.,Consumer Discretionary,347.3,0.0698,255.4,440.99,1.0194776931447225,5.0,23.0
2026-02-11,RL,RALPH LAUREN ,Consumer Discretionary,356.18,0.0078,307.91,425.95,1.4454112285063188,20.0,12.0
2026-02-11,ROST,"ROSS STORES, INC.",Consumer Discretionary,192.33,0.0195,169.07,215.77,1.00773860705073,20.0,36.0
2026-02-11,SBUX,STARBUCKS ,Consumer Discretionary,97.53,0.0607,73.68,117.29,-1.2069838056680156,-45.0,-21.0
2026-02-11,TJX,"THE TJX COMPANIES, INC.",Consumer Discretionary,153.29,0.0232,139.74,176.1,1.6833948339483418,47.0,47.0
2026-02-11,TPR,"TAPESTRY, INC.",Consumer Discretionary,153.18,0.207,115.97,179.85,-1.3952005999250103,10.0,3.0
2026-02-11,TSCO,TRACTOR SUPPLY COMPANY,Consumer Discretionary,54.05,0.0623,45.33,63.21,1.0504587155963307,-12.0,-31.0
2026-02-11,TSLA,"TESLA, INC.",Consumer Discretionary,425.21,-0.0121,339.77,572.55,1.7244850187265914,71.0,17.0
2026-02-11,ULTA,"ULTA BEAUTY, INC.",Consumer Discretionary,679.28,0.0493,544.21,824.91,1.078181683571482,43.0,51.0
2026-02-11,WSM,"WILLIAMS-SONOMA, INC.",Consumer Discretionary,216.78,0.0593,168.84,266.72,1.0417188151856493,12.0,87.0
2026-02-11,WYNN,"WYNN RESORTS, LIMITED",Consumer Discretionary,116.86,0.0876,93.74,138.15,-1.085955847815876,-3.0,4.0
2026-02-11,YUM,"YUM! BRANDS, INC.",Consumer Discretionary,158.85,0.0215,138.61,178.23,-1.0443756449948394,39.0,42.0
2026-02-11,ADM,ARCHER-DANIELS-MIDLAND COMPANY.,Consumer Staples,68.62,0.0195,55.06,76.04,-1.8274932614555255,23.0,48.0
2026-02-11,BF.B,BROWN-FORMAN ,Consumer Staples,29.91,0.0928,22.01,31.55,-4.817073170731705,1.0,4.0
2026-02-11,BG,BUNGE LIMITED,Consumer Staples,118.37,0.0394,87.9,139.58,-1.436586515794436,-7.0,23.0
2026-02-11,CAG,"CONAGRA BRANDS, INC.",Consumer Staples,19.33,0.0443,14.95,20.69,-3.2205882352941098,-102.0,-85.0
2026-02-11,CHD,"CHURCH & DWIGHT CO., INC.",Consumer Staples,98.97,0.0283,78.25,114.95,-1.2966207759699622,-35.0,-33.0
2026-02-11,CL,COLGATE-PALMOLIVE COMPANY,Consumer Staples,93.93,0.0403,75.37,103.46,-1.9475341028331614,-80.0,-30.0
2026-02-11,CLX,THE CLOROX COMPANY,Consumer Staples,121.45,0.0768,91.41,130.87,-3.18895966029724,-27.0,19.0
2026-02-11,COST,COSTCO WHOLESALE ,Consumer Staples,971.23,0.0329,814.88,1121.64,-1.0394920550495308,-13.0,20.0
2026-02-11,CPB,CAMPBELL SOUP COMPANY,Consumer Staples,29.15,0.0418,23.26,30.68,-3.8496732026143743,-70.0,-50.0
2026-02-11,DG,DOLLAR GENERAL ,Consumer Staples,146.25,0.0197,115.79,184.08,1.2419566644780047,62.0,24.0
2026-02-11,DLTR,"DOLLAR TREE, INC.",Consumer Staples,121.92,0.0368,94.38,155.4,1.2156862745098038,20.0,10.0
2026-02-11,EL,THE ESTEE LAUDER COMPANIES INC.,Consumer Staples,101.31,-0.1212,80.36,137.67,1.7355608591885432,55.0,57.0
2026-02-11,GIS,"GENERAL MILLS, INC.",Consumer Staples,48.66,0.0519,39.26,51.73,-3.0618892508143314,-70.0,-60.0
2026-02-11,HRL,HORMEL FOODS ,Consumer Staples,24.3,-0.0126,20.24,27.82,-1.1534090909090917,-14.0,-11.0
2026-02-11,HSY,THE HERSHEY COMPANY,Consumer Staples,229.0,0.1759,169.16,242.7,-4.367883211678836,-69.0,-85.0
2026-02-11,KDP,KEURIG DR PEPPER INC.,Consumer Staples,28.71,0.0463,23.69,31.81,-1.6193548387096783,-12.0,6.0
2026-02-11,KHC,THE KRAFT HEINZ COMPANY,Consumer Staples,24.9,0.0489,19.94,26.67,-2.8022598870056434,-27.0,-60.0
2026-02-11,KMB,KIMBERLY-CLARK ,Consumer Staples,105.88,0.0589,85.35,116.57,-1.9204864359214224,-9.0,5.0
2026-02-11,KO,THE COCA-COLA COMPANY,Consumer Staples,76.81,0.0267,66.15,85.69,-1.2004504504504507,-16.0,21.0
2026-02-11,KR,THE KROGER CO.,Consumer Staples,68.02,0.0823,57.08,76.43,-1.300832342449463,-35.0,-61.0
2026-02-11,KVUE,KENVUE INC.,Consumer Staples,18.32,0.0529,14.36,20.65,-1.6995708154506455,-53.0,-26.0
2026-02-11,LW,"LAMB WESTON HOLDINGS, INC.",Consumer Staples,50.58,0.1012,32.66,55.92,-3.355805243445691,-9.0,-21.0
2026-02-11,MDLZ,"MONDELEZ INTERNATIONAL, INC.",Consumer Staples,60.65,0.0373,48.67,65.64,-2.4008016032064114,-53.0,-26.0
2026-02-11,MKC,"MCCORMICK & COMPANY, INC.",Consumer Staples,68.96,0.1153,54.1,75.44,-2.2932098765432074,-20.0,-75.0
2026-02-11,MNST,MONSTER BEVERAGE ,Consumer Staples,80.17,-0.0073,71.08,91.81,1.28052805280528,28.0,11.0
2026-02-11,MO,"ALTRIA GROUP, INC.",Consumer Staples,64.4,0.0389,54.08,74.7,-1.0019417475728165,-45.0,-22.0
2026-02-11,PEP,"PEPSICO, INC.",Consumer Staples,166.97,0.0868,132.36,179.47,-2.768799999999999,-87.0,-70.0
2026-02-11,PG,THE PROCTER & GAMBLE COMPANY,Consumer Staples,159.08,0.0482,132.82,168.54,-2.7758985200845747,-70.0,-43.0
2026-02-11,PM,PHILIP MORRIS INTERNATIONAL INC.,Consumer Staples,182.69,0.0181,152.41,213.25,1.0092470277410832,15.0,48.0
2026-02-11,SJM,THE J. M. SMUCKER COMPANY,Consumer Staples,109.38,0.0431,88.96,115.23,-3.4905982905982857,-53.0,-7.0
2026-02-11,STZ,"CONSTELLATION BRANDS, INC.",Consumer Staples,165.63,0.057,122.37,185.49,-2.1782477341389708,-67.0,-7.0
2026-02-11,SYY,SYSCO ,Consumer Staples,87.62,0.045,69.54,95.65,-2.2515566625155663,-70.0,-53.0
2026-02-11,TAP,MOLSON COORS BEVERAGE COMPANY,Consumer Staples,52.03,0.0831,41.52,57.1,-2.0729783037475342,-54.0,-42.0
2026-02-11,TGT,TARGET ,Consumer Staples,113.23,0.0736,86.81,126.71,-1.9599406528189927,5.0,42.0
2026-02-11,TSN,"TYSON FOODS, INC.",Consumer Staples,64.96,-0.0057,55.19,72.06,-1.3760563380281667,-48.0,-31.0
2026-02-11,WMT,WALMART INC.,Consumer Staples,126.7,0.0635,107.21,145.58,-1.0323093220338984,28.0,-13.0
2026-02-11,FXA,INVESCO:AU DOLLAR,Currencies,70.03,0.0149,64.01,74.16,-1.4576271186440684,-16.0,0.0
2026-02-11,FXB,INVESCO:GBP STERLING,Currencies,131.17,-0.0036,123.58,139.37,1.0803689064558668,29.0,31.0
2026-02-11,FXC,INVESCO:CANADIAN DOLLAR,Currencies,72.07,0.0039,67.39,76.04,-1.1788413098236719,-16.0,-23.0
2026-02-11,FXE,INVESCO:EURO,Currencies,109.8,0.003,101.7,119.29,1.171604938271607,-1.0,-9.0
2026-02-11,FXY,INVESCO:JAPANESE YEN,Currencies,59.57,0.0025,54.7,63.13,-1.367977528089886,-10.0,12.0
2026-02-11,UUP,INVESCO DB USD IDX BL,Currencies,26.8,-0.0019,25.13,28.64,1.1017964071856274,-1.0,-14.0
2026-02-11,APA,APA ,Energy,27.45,0.0394,20.37,31.18,-1.898123324396782,-38.0,-7.0
2026-02-11,BKR,BAKER HUGHES COMPANY,Energy,59.15,0.0555,46.3,69.15,-1.2849999999999993,-37.0,14.0
2026-02-11,COP,CONOCOPHILLIPS,Energy,107.5,0.0314,86.29,118.15,-1.9915492957746463,-63.0,-37.0
2026-02-11,CTRA,COTERRA ENERGY INC.,Energy,30.56,0.0593,23.75,33.56,-2.269999999999997,-60.0,-52.0
2026-02-11,CVX,CHEVRON ,Energy,182.26,0.0303,147.15,203.43,-1.6584789796882362,-19.0,18.0
2026-02-11,DVN,DEVON ENERGY ,Energy,43.48,0.0813,31.94,46.68,-3.6062499999999953,-68.0,-62.0
2026-02-11,EOG,"EOG RESOURCES, INC.",Energy,112.7,0.0051,94.7,125.62,-1.393188854489164,-26.0,-27.0
2026-02-11,EQT,EQT ,Energy,55.39,-0.0405,46.37,67.96,1.3935698447893556,-10.0,-3.0
2026-02-11,EXE,EXPAND ENERGY ,Energy,102.21,-0.0907,90.08,129.1,2.2168178070898605,3.0,-14.0
2026-02-11,FANG,"DIAMONDBACK ENERGY, INC.",Energy,164.89,0.0057,129.23,184.92,-1.7803295057413877,-53.0,-51.0
2026-02-11,HAL,HALLIBURTON COMPANY,Energy,34.02,0.0149,26.03,40.5,-1.2330246913580256,25.0,76.0
2026-02-11,KMI,"KINDER MORGAN, INC.",Energy,31.01,0.0171,26.32,36.07,1.078891257995735,-33.0,-3.0
2026-02-11,MPC,MARATHON PETROLEUM ,Energy,204.15,0.1587,148.76,219.09,-3.7074966532797875,-40.0,-5.0
2026-02-11,OKE,"ONEOK, INC.",Energy,83.46,0.0539,64.32,96.16,-1.507086614173228,-60.0,-58.0
2026-02-11,OXY,OCCIDENTAL PETROLEUM ,Energy,46.27,0.0194,36.0,51.3,-2.0417495029821104,-45.0,-36.0
2026-02-11,PSX,PHILLIPS 66,Energy,157.31,0.0958,119.14,169.14,-3.226542688081154,-53.0,35.0
2026-02-11,SLB,SCHLUMBERGER N.V.,Energy,50.32,0.0401,37.23,58.87,-1.5309941520467845,21.0,72.0
2026-02-11,TPL,TEXAS PACIFIC LAND ,Energy,401.62,0.1529,269.83,496.74,-1.3855130361648444,-26.0,27.0
2026-02-11,TRGP,TARGA RESOURCES CORP.,Energy,217.06,0.08,170.49,255.32,-1.2171981181390488,-26.0,-17.0
2026-02-11,VLO,VALERO ENERGY ,Energy,199.5,0.0996,149.08,229.91,-1.6580072344623478,-41.0,17.0
2026-02-11,WMB,"THE WILLIAMS COMPANIES, INC.",Energy,68.84,0.0235,59.49,80.42,1.238502673796791,18.0,53.0
2026-02-11,XOM,EXXON MOBIL ,Energy,151.59,0.0721,117.64,166.91,-2.2160574412532648,-37.0,0.0
2026-02-11,ACGL,ARCH CAPITAL GROUP LTD.,Financials,97.85,0.0188,84.64,111.39,1.0249810749432258,-53.0,-86.0
2026-02-11,AFL,AFLAC INC.,Financials,115.88,0.0444,102.66,128.58,-1.0409448818897622,-65.0,-56.0
2026-02-11,AIG,"AMERICAN INTERNATIONAL GROUP, INC.",Financials,75.0,0.0016,65.06,92.34,1.7444668008048296,12.0,-15.0
2026-02-11,AIZ,"ASSURANT, INC.",Financials,236.46,-0.007,215.96,268.89,1.581951219512194,8.0,0.0
2026-02-11,AJG,ARTHUR J. GALLAGHER & CO.,Financials,212.58,-0.1475,197.53,295.48,5.508305647840528,-38.0,-49.0
2026-02-11,ALL,THE ALLSTATE ,Financials,201.15,0.0109,182.73,235.26,1.851791530944623,-12.0,-12.0
2026-02-11,AMP,"AMERIPRISE FINANCIAL, INC.",Financials,505.64,-0.0409,443.46,607.02,1.6304277902862654,-13.0,19.0
2026-02-11,AON,AON PLC,Financials,317.92,-0.0907,291.47,389.07,2.6899810964083177,48.0,59.0
2026-02-11,APO,"APOLLO GLOBAL MANAGEMENT, INC.",Financials,132.43,-0.0157,109.61,167.86,1.5525854513584574,-7.0,-54.0
2026-02-11,ARES,ARES MANAGEMENT CORP,Financials,136.99,-0.0847,110.13,194.24,2.131422189128815,40.0,23.0
2026-02-11,AXP,AMERICAN EXPRESS COMPANY,Financials,363.2,0.0313,317.76,424.51,1.3492517605633805,-22.0,-12.0
2026-02-11,BAC,BANK OF AMERICA ,Financials,55.39,0.0412,47.36,64.46,1.1295143212951422,3.0,-24.0
2026-02-11,BEN,"FRANKLIN RESOURCES, INC.",Financials,28.16,0.0579,22.04,30.59,-2.518518518518519,-36.0,43.0
2026-02-11,BK,THE BANK OF NEW YORK MELLON ,Financials,126.45,0.0545,111.56,144.29,1.1981195433176621,-15.0,-23.0
2026-02-11,BLK,"BLACKROCK, INC.",Financials,1087.78,-0.0278,965.51,1282.49,1.5924593113601053,16.0,27.0
2026-02-11,BRK.B,"BERKSHIRE HATHAWAY INC.,",Financials,500.3,0.0411,439.13,566.57,1.0833742030407065,-14.0,-33.0
2026-02-11,BRO,"BROWN & BROWN, INC.",Financials,67.61,-0.0623,61.69,87.65,3.385135135135135,-42.0,-37.0
2026-02-11,BX,BLACKSTONE INC,Financials,133.82,-0.0604,117.3,176.45,2.5805084745762716,24.0,49.0
2026-02-11,C,CITIGROUP INC.,Financials,122.15,0.0557,102.27,146.24,1.2117706237424544,44.0,13.0
2026-02-11,CB,CHUBB LTD,Financials,326.25,0.0539,284.7,353.46,-1.5270121278941582,-57.0,-54.0
2026-02-11,CBOE,"CBOE GLOBAL MARKETS, INC.",Financials,274.07,0.034,238.73,312.1,1.0761177136389368,38.0,87.0
2026-02-11,CFG,"CITIZENS FINANCIAL GROUP, INC.",Financials,67.55,0.0726,56.04,78.25,-1.0757009345794388,25.0,22.0
2026-02-11,CINF,CINCINNATI FINANCIAL ,Financials,163.09,0.0137,150.26,187.45,1.8986749805144163,31.0,-17.0
2026-02-11,CME,CME GROUP INC.,Financials,306.76,0.0612,260.87,328.69,-2.092567259461923,-56.0,-33.0
2026-02-11,COF,CAPITAL ONE FINANCIAL ,Financials,219.93,0.0046,195.55,280.58,2.487694831829368,58.0,58.0
2026-02-11,COIN,"COINBASE GLOBAL, INC.",Financials,162.51,-0.1655,128.3,296.56,3.9184448991522975,-21.0,-10.0
2026-02-11,CPAY,"FLEETCOR TECHNOLOGIES, INC.",Financials,356.38,0.1327,263.81,384.19,-3.3286587558432212,-53.0,-33.0
2026-02-11,EG,"EVEREST GROUP, LTD.",Financials,330.48,-0.0024,291.25,357.04,-1.4770331325301211,15.0,-18.0
2026-02-11,ERIE,ERIE INDEMNITY COMPANY,Financials,278.64,-0.0154,233.7,324.44,1.0191366266132624,-81.0,-67.0
2026-02-11,FDS,FACTSET RESEARCH SYSTEMS INC.,Financials,204.81,-0.1948,181.53,305.08,4.307130584192439,0.0,-25.0
2026-02-11,FIS,FIDELITY NATIONAL INFORMATION SERVICES,Financials,50.55,-0.0851,45.57,68.44,3.592369477911649,39.0,-2.0
2026-02-11,FISV,"FISERV, INC.",Financials,62.59,-0.0179,43.55,82.22,1.0309873949579826,-35.0,-26.0
2026-02-11,FITB,FIFTH THIRD BANCORP,Financials,54.5,0.0852,43.53,62.16,-1.432114882506528,-62.0,-50.0
2026-02-11,GL,GLOBE LIFE INC.,Financials,141.95,0.0123,91.39,182.34,-1.2517949987620691,-3.0,28.0
2026-02-11,GPN,GLOBAL PAYMENTS INC.,Financials,73.28,0.0215,57.12,82.77,-1.7028451001053755,-2.0,-14.0
2026-02-11,GS,"THE GOLDMAN SACHS GROUP, INC.",Financials,948.99,0.0145,811.64,1138.51,1.3798325445941022,54.0,38.0
2026-02-11,HBAN,HUNTINGTON BANCSHARES INC.,Financials,18.57,0.0624,15.39,21.67,-1.0258064516129026,-18.0,-57.0
2026-02-11,HIG,THE HARTFORD FINANCIAL SERVICES GROUP,Financials,141.63,0.0486,123.74,156.48,-1.2047138047138053,-28.0,-78.0
