Date,Ticker,Ticker_name,Exposure,Category,model_score_wtd_change,current_model_score,previous_model_score
2025-10-17,BLDR,"BUILDERS FIRSTSOURCE, INC.",Industrials,Industrials,-16.0,-44.0,-28.0
2025-10-17,BLK,"BLACKROCK, INC.",Financials,Financials,-2.0,55.0,57.0
2025-10-17,BMY,BRISTOL-MYERS SQUIBB COMPANY,Health Care,Health Care,5.0,8.0,3.0
2025-10-17,BR,"BROADRIDGE FINANCIAL SOLUTIONS, INC.",Industrials,Industrials,0.0,0.0,-0.0
2025-10-17,BRK.B,"BERKSHIRE HATHAWAY INC.,",Financials,Financials,4.0,21.0,17.0
2025-10-17,BRO,"BROWN & BROWN, INC.",Financials,Financials,46.0,-9.0,-55.0
2025-10-17,BSX,BOSTON SCIENTIFIC ,Health Care,Health Care,0.0,-0.0,-0.0
2025-10-17,BTC=F,BITCOIN FUTURES,,Futures,-2.0,59.0,61.0
2025-10-17,BTI,BRITISH AMERICAN TOBACCO P.L.C.,,MR Discretion,-5.0,0.0,5.0
2025-10-17,BTU,PEABODY ENERGY ,,MR Discretion,-21.0,-54.0,-33.0
2025-10-17,BX,BLACKSTONE INC,Financials,Financials,-40.0,0.0,40.0
2025-10-17,BXP,"BOSTON PROPERTIES, INC.",Real Estate,Real Estate,-37.0,-8.0,29.0
2025-10-17,C,CITIGROUP INC.,Financials,Financials,7.0,43.0,36.0
2025-10-17,CAG,"CONAGRA BRANDS, INC.",Consumer Staples,Consumer Staples,-14.0,-55.0,-41.0
2025-10-17,CAH,"CARDINAL HEALTH, INC.",Health Care,Health Care,0.0,0.0,0.0
2025-10-17,CARR,CARRIER GLOBAL ,Industrials,Industrials,3.0,-0.0,-3.0
2025-10-17,CAT,CATERPILLAR INC.,Industrials,Industrials,-39.0,-26.0,13.0
2025-10-17,CB,CHUBB LTD,Financials,Financials,60.0,30.0,-30.0
2025-10-17,CBOE,"CBOE GLOBAL MARKETS, INC.",Financials,Financials,87.0,53.0,-34.0
2025-10-17,CBRE,"CBRE GROUP, INC.",Real Estate,Real Estate,5.0,39.0,34.0
2025-10-17,CCI,CROWN CASTLE INC.,Real Estate,Real Estate,-14.0,-21.0,-7.0
2025-10-17,CCJ,CAMECO ,,MR Discretion,-7.0,57.0,64.0
2025-10-17,CCL,CARNIVAL CORP,Consumer Discretionary,Consumer Discretionary,37.0,79.0,42.0
2025-10-17,CDNS,"CADENCE DESIGN SYSTEMS, INC.",Information Technology,Information Technology,-75.0,-21.0,54.0
