Date,Ticker,monthly_range,monthly_range_avg,monthly_range_hi,monthly_range_lo
2025-01-01,CFG,5.9,6.3,7.6,5.1
2025-02-01,CFG,4.5,6.3,7.6,5.1
2025-03-01,CFG,7.3,6.3,7.6,5.1
2025-04-01,CFG,9.1,6.3,7.6,5.1
2025-05-01,CFG,5.5,6.3,7.6,5.1
2025-06-01,CFG,5.8,6.3,7.6,5.1
2025-07-01,CFG,5.3,6.3,7.6,5.1
2025-08-01,CFG,6.6,6.3,7.6,5.1
2025-09-01,CFG,4.1,6.3,7.6,5.1
2025-10-01,CFG,7.3,6.3,7.6,5.1
2025-11-01,CFG,5.6,6.3,7.6,5.1
2025-12-01,CFG,6.3,6.3,7.6,5.1
2026-01-01,CFG,7.6,6.3,7.6,5.1
2026-02-01,CFG,6.1,6.3,7.6,5.1
2024-11-01,CHD,11.0,9.4,12.9,5.9
2024-12-01,CHD,9.4,9.4,12.9,5.9
2025-01-01,CHD,8.8,9.4,12.9,5.9
2025-02-01,CHD,8.3,9.4,12.9,5.9
2025-03-01,CHD,12.2,9.4,12.9,5.9
2025-04-01,CHD,16.4,9.4,12.9,5.9
2025-05-01,CHD,8.2,9.4,12.9,5.9
2025-06-01,CHD,6.2,9.4,12.9,5.9
2025-07-01,CHD,6.6,9.4,12.9,5.9
2025-08-01,CHD,5.5,9.4,12.9,5.9
2025-09-01,CHD,11.5,9.4,12.9,5.9
2025-10-01,CHD,9.3,9.4,12.9,5.9
2025-11-01,CHD,5.7,9.4,12.9,5.9
2025-12-01,CHD,6.3,9.4,12.9,5.9
2026-01-01,CHD,17.1,9.4,12.9,5.9
2026-02-01,CHD,6.4,9.4,12.9,5.9
2024-11-01,CHRW,10.7,16.6,25.9,7.3
2024-12-01,CHRW,12.7,16.6,25.9,7.3
2025-01-01,CHRW,12.3,16.6,25.9,7.3
2025-02-01,CHRW,6.6,16.6,25.9,7.3
2025-03-01,CHRW,10.2,16.6,25.9,7.3
2025-04-01,CHRW,18.3,16.6,25.9,7.3
2025-05-01,CHRW,14.5,16.6,25.9,7.3
2025-06-01,CHRW,4.6,16.6,25.9,7.3
2025-07-01,CHRW,19.9,16.6,25.9,7.3
2025-08-01,CHRW,19.4,16.6,25.9,7.3
2025-09-01,CHRW,13.9,16.6,25.9,7.3
2025-10-01,CHRW,35.1,16.6,25.9,7.3
2025-11-01,CHRW,13.3,16.6,25.9,7.3
2025-12-01,CHRW,16.3,16.6,25.9,7.3
2026-01-01,CHRW,40.3,16.6,25.9,7.3
2026-02-01,CHRW,10.0,16.6,25.9,7.3
2024-11-01,CHTR,58.5,54.7,85.9,23.4
2024-12-01,CHTR,66.6,54.7,85.9,23.4
2025-01-01,CHTR,44.2,54.7,85.9,23.4
2025-02-01,CHTR,36.1,54.7,85.9,23.4
2025-03-01,CHTR,53.1,54.7,85.9,23.4
2025-04-01,CHTR,80.5,54.7,85.9,23.4
2025-05-01,CHTR,54.4,54.7,85.9,23.4
2025-06-01,CHTR,39.8,54.7,85.9,23.4
2025-07-01,CHTR,153.7,54.7,85.9,23.4
2025-08-01,CHTR,27.9,54.7,85.9,23.4
2025-09-01,CHTR,34.0,54.7,85.9,23.4
2025-10-01,CHTR,68.7,54.7,85.9,23.4
2025-11-01,CHTR,39.2,54.7,85.9,23.4
2025-12-01,CHTR,22.0,54.7,85.9,23.4
2026-01-01,CHTR,35.3,54.7,85.9,23.4
2026-02-01,CHTR,45.2,54.7,85.9,23.4
2024-11-01,CI,41.0,42.8,62.1,23.6
2024-12-01,CI,77.3,42.8,62.1,23.6
2025-01-01,CI,39.7,42.8,62.1,23.6
2025-02-01,CI,29.9,42.8,62.1,23.6
2025-03-01,CI,27.1,42.8,62.1,23.6
2025-04-01,CI,36.1,42.8,62.1,23.6
2025-05-01,CI,53.7,42.8,62.1,23.6
2025-06-01,CI,24.2,42.8,62.1,23.6
2025-07-01,CI,74.7,42.8,62.1,23.6
2025-08-01,CI,51.5,42.8,62.1,23.6
2025-09-01,CI,25.5,42.8,62.1,23.6
2025-10-01,CI,74.8,42.8,62.1,23.6
2025-11-01,CI,41.5,42.8,62.1,23.6
2025-12-01,CI,20.4,42.8,62.1,23.6
2026-01-01,CI,23.3,42.8,62.1,23.6
2026-02-01,CI,29.0,42.8,62.1,23.6
2024-11-01,CIEN,10.5,31.0,49.0,13.1
2024-12-01,CIEN,22.6,31.0,49.0,13.1
2025-01-01,CIEN,26.6,31.0,49.0,13.1
2025-02-01,CIEN,19.2,31.0,49.0,13.1
2025-03-01,CIEN,22.5,31.0,49.0,13.1
2025-04-01,CIEN,18.4,31.0,49.0,13.1
2025-05-01,CIEN,14.4,31.0,49.0,13.1
2025-06-01,CIEN,15.4,31.0,49.0,13.1
2025-07-01,CIEN,18.6,31.0,49.0,13.1
2025-08-01,CIEN,14.5,31.0,49.0,13.1
2025-09-01,CIEN,56.5,31.0,49.0,13.1
2025-10-01,CIEN,50.6,31.0,49.0,13.1
2025-11-01,CIEN,46.0,31.0,49.0,13.1
2025-12-01,CIEN,61.6,31.0,49.0,13.1
2026-01-01,CIEN,53.8,31.0,49.0,13.1
2026-02-01,CIEN,60.4,31.0,49.0,13.1
2024-11-01,CINF,24.1,14.7,19.8,9.6
2024-12-01,CINF,19.0,14.7,19.8,9.6
2025-01-01,CINF,11.8,14.7,19.8,9.6
2025-02-01,CINF,15.7,14.7,19.8,9.6
2025-03-01,CINF,13.7,14.7,19.8,9.6
2025-04-01,CINF,25.7,14.7,19.8,9.6
2025-05-01,CINF,15.1,14.7,19.8,9.6
2025-06-01,CINF,9.0,14.7,19.8,9.6
2025-07-01,CINF,12.9,14.7,19.8,9.6
2025-08-01,CINF,12.6,14.7,19.8,9.6
2025-09-01,CINF,7.2,14.7,19.8,9.6
2025-10-01,CINF,16.9,14.7,19.8,9.6
2025-11-01,CINF,17.9,14.7,19.8,9.6
2025-12-01,CINF,8.3,14.7,19.8,9.6
2026-01-01,CINF,11.1,14.7,19.8,9.6
2026-02-01,CINF,15.4,14.7,19.8,9.6
2024-11-01,CL,7.9,7.8,10.4,5.2
2024-12-01,CL,7.4,7.8,10.4,5.2
2025-01-01,CL,6.6,7.8,10.4,5.2
2025-02-01,CL,7.3,7.8,10.4,5.2
2025-03-01,CL,11.1,7.8,10.4,5.2
2025-04-01,CL,10.3,7.8,10.4,5.2
2025-05-01,CL,6.7,7.8,10.4,5.2
2025-06-01,CL,6.1,7.8,10.4,5.2
2025-07-01,CL,10.7,7.8,10.4,5.2
2025-08-01,CL,5.6,7.8,10.4,5.2
2025-09-01,CL,7.0,7.8,10.4,5.2
2025-10-01,CL,5.8,7.8,10.4,5.2
2025-11-01,CL,6.8,7.8,10.4,5.2
2025-12-01,CL,4.7,7.8,10.4,5.2
2026-01-01,CL,14.8,7.8,10.4,5.2
2026-02-01,CL,5.6,7.8,10.4,5.2
2024-11-01,CLX,12.6,13.1,15.9,10.4
2024-12-01,CLX,11.0,13.1,15.9,10.4
2025-01-01,CLX,7.9,13.1,15.9,10.4
2025-02-01,CLX,16.3,13.1,15.9,10.4
2025-03-01,CLX,18.0,13.1,15.9,10.4
2025-04-01,CLX,17.0,13.1,15.9,10.4
2025-05-01,CLX,11.8,13.1,15.9,10.4
2025-06-01,CLX,13.9,13.1,15.9,10.4
2025-07-01,CLX,11.5,13.1,15.9,10.4
2025-08-01,CLX,11.1,13.1,15.9,10.4
2025-09-01,CLX,10.5,13.1,15.9,10.4
2025-10-01,CLX,13.5,13.1,15.9,10.4
2025-11-01,CLX,15.0,13.1,15.9,10.4
2025-12-01,CLX,11.3,13.1,15.9,10.4
2026-01-01,CLX,16.7,13.1,15.9,10.4
2026-02-01,CLX,11.0,13.1,15.9,10.4
2024-11-01,CMBT,3.2,2.0,2.7,1.2
2024-12-01,CMBT,2.8,2.0,2.7,1.2
2025-01-01,CMBT,1.9,2.0,2.7,1.2
2025-02-01,CMBT,2.6,2.0,2.7,1.2
2025-03-01,CMBT,1.7,2.0,2.7,1.2
2025-04-01,CMBT,2.1,2.0,2.7,1.2
2025-05-01,CMBT,1.3,2.0,2.7,1.2
2025-06-01,CMBT,1.4,2.0,2.7,1.2
2025-07-01,CMBT,1.2,2.0,2.7,1.2
2025-08-01,CMBT,1.8,2.0,2.7,1.2
2025-09-01,CMBT,2.0,2.0,2.7,1.2
2025-10-01,CMBT,1.0,2.0,2.7,1.2
2025-11-01,CMBT,2.0,2.0,2.7,1.2
2025-12-01,CMBT,1.9,2.0,2.7,1.2
2026-01-01,CMBT,3.8,2.0,2.7,1.2
2026-02-01,CMBT,1.0,2.0,2.7,1.2
2024-11-01,CMCSA,3.2,3.9,5.3,2.5
2024-12-01,CMCSA,6.3,3.9,5.3,2.5
2025-01-01,CMCSA,5.9,3.9,5.3,2.5
2025-02-01,CMCSA,4.4,3.9,5.3,2.5
2025-03-01,CMCSA,3.3,3.9,5.3,2.5
2025-04-01,CMCSA,5.7,3.9,5.3,2.5
2025-05-01,CMCSA,2.1,3.9,5.3,2.5
2025-06-01,CMCSA,1.9,3.9,5.3,2.5
2025-07-01,CMCSA,4.3,3.9,5.3,2.5
2025-08-01,CMCSA,3.4,3.9,5.3,2.5
2025-09-01,CMCSA,3.2,3.9,5.3,2.5
2025-10-01,CMCSA,5.6,3.9,5.3,2.5
2025-11-01,CMCSA,1.9,3.9,5.3,2.5
2025-12-01,CMCSA,4.2,3.9,5.3,2.5
2026-01-01,CMCSA,3.0,3.9,5.3,2.5
2026-02-01,CMCSA,3.0,3.9,5.3,2.5
2024-11-01,CME,25.0,21.0,26.5,15.6
2024-12-01,CME,17.8,21.0,26.5,15.6
2025-01-01,CME,14.7,21.0,26.5,15.6
2025-02-01,CME,16.3,21.0,26.5,15.6
2025-03-01,CME,18.4,21.0,26.5,15.6
2025-04-01,CME,29.6,21.0,26.5,15.6
2025-05-01,CME,24.4,21.0,26.5,15.6
2025-06-01,CME,27.6,21.0,26.5,15.6
2025-07-01,CME,11.5,21.0,26.5,15.6
2025-08-01,CME,22.7,21.0,26.5,15.6
2025-09-01,CME,16.3,21.0,26.5,15.6
2025-10-01,CME,18.2,21.0,26.5,15.6
2025-11-01,CME,26.3,21.0,26.5,15.6
2025-12-01,CME,17.8,21.0,26.5,15.6
2026-01-01,CME,29.6,21.0,26.5,15.6
2026-02-01,CME,22.8,21.0,26.5,15.6
2024-11-01,CMG,6.9,6.9,10.3,3.6
2024-12-01,CMG,7.0,6.9,10.3,3.6
2025-01-01,CMG,5.9,6.9,10.3,3.6
2025-02-01,CMG,8.7,6.9,10.3,3.6
2025-03-01,CMG,8.2,6.9,10.3,3.6
2025-04-01,CMG,8.1,6.9,10.3,3.6
2025-05-01,CMG,3.4,6.9,10.3,3.6
2025-06-01,CMG,7.7,6.9,10.3,3.6
2025-07-01,CMG,15.6,6.9,10.3,3.6
2025-08-01,CMG,3.1,6.9,10.3,3.6
2025-09-01,CMG,4.0,6.9,10.3,3.6
2025-10-01,CMG,11.8,6.9,10.3,3.6
2025-11-01,CMG,5.1,6.9,10.3,3.6
2025-12-01,CMG,4.8,6.9,10.3,3.6
2026-01-01,CMG,4.7,6.9,10.3,3.6
2026-02-01,CMG,3.0,6.9,10.3,3.6
2024-11-01,CMI,54.9,50.7,67.6,33.9
2024-12-01,CMI,42.1,50.7,67.6,33.9
2025-01-01,CMI,29.3,50.7,67.6,33.9
2025-02-01,CMI,43.3,50.7,67.6,33.9
2025-03-01,CMI,68.4,50.7,67.6,33.9
2025-04-01,CMI,61.2,50.7,67.6,33.9
2025-05-01,CMI,46.4,50.7,67.6,33.9
2025-06-01,CMI,21.2,50.7,67.6,33.9
2025-07-01,CMI,46.5,50.7,67.6,33.9
2025-08-01,CMI,53.7,50.7,67.6,33.9
2025-09-01,CMI,43.0,50.7,67.6,33.9
2025-10-01,CMI,48.5,50.7,67.6,33.9
2025-11-01,CMI,73.4,50.7,67.6,33.9
2025-12-01,CMI,33.0,50.7,67.6,33.9
2026-01-01,CMI,82.5,50.7,67.6,33.9
2026-02-01,CMI,90.6,50.7,67.6,33.9
2024-11-01,CMRE,1.8,1.9,2.5,1.3
2024-12-01,CMRE,1.4,1.9,2.5,1.3
2025-01-01,CMRE,2.0,1.9,2.5,1.3
2025-02-01,CMRE,1.9,1.9,2.5,1.3
2025-03-01,CMRE,1.0,1.9,2.5,1.3
2025-04-01,CMRE,2.2,1.9,2.5,1.3
2025-05-01,CMRE,3.1,1.9,2.5,1.3
2025-06-01,CMRE,1.2,1.9,2.5,1.3
2025-07-01,CMRE,1.3,1.9,2.5,1.3
2025-08-01,CMRE,2.1,1.9,2.5,1.3
2025-09-01,CMRE,1.9,1.9,2.5,1.3
2025-10-01,CMRE,1.5,1.9,2.5,1.3
2025-11-01,CMRE,3.3,1.9,2.5,1.3
2025-12-01,CMRE,1.4,1.9,2.5,1.3
2026-01-01,CMRE,1.9,1.9,2.5,1.3
2026-02-01,CMRE,2.0,1.9,2.5,1.3
2024-11-01,CMS,6.3,5.2,6.8,3.6
2024-12-01,CMS,4.4,5.2,6.8,3.6
2025-01-01,CMS,5.0,5.2,6.8,3.6
2025-02-01,CMS,8.2,5.2,6.8,3.6
2025-03-01,CMS,4.6,5.2,6.8,3.6
2025-04-01,CMS,8.3,5.2,6.8,3.6
2025-05-01,CMS,6.7,5.2,6.8,3.6
2025-06-01,CMS,2.6,5.2,6.8,3.6
2025-07-01,CMS,5.2,5.2,6.8,3.6
2025-08-01,CMS,3.8,5.2,6.8,3.6
2025-09-01,CMS,3.7,5.2,6.8,3.6
2025-10-01,CMS,4.7,5.2,6.8,3.6
2025-11-01,CMS,4.1,5.2,6.8,3.6
2025-12-01,CMS,6.5,5.2,6.8,3.6
2026-01-01,CMS,4.1,5.2,6.8,3.6
2026-02-01,CMS,4.0,5.2,6.8,3.6
2024-11-01,CNC,8.2,8.6,15.4,1.8
2024-12-01,CNC,6.3,8.6,15.4,1.8
2025-01-01,CNC,6.2,8.6,15.4,1.8
2025-02-01,CNC,11.6,8.6,15.4,1.8
2025-03-01,CNC,4.4,8.6,15.4,1.8
2025-04-01,CNC,10.0,8.6,15.4,1.8
2025-05-01,CNC,8.4,8.6,15.4,1.8
2025-06-01,CNC,3.2,8.6,15.4,1.8
2025-07-01,CNC,32.4,8.6,15.4,1.8
2025-08-01,CNC,5.1,8.6,15.4,1.8
2025-09-01,CNC,7.9,8.6,15.4,1.8
2025-10-01,CNC,6.4,8.6,15.4,1.8
2025-11-01,CNC,6.3,8.6,15.4,1.8
2025-12-01,CNC,4.6,8.6,15.4,1.8
2026-01-01,CNC,7.6,8.6,15.4,1.8
2026-02-01,CNC,7.4,8.6,15.4,1.8
2024-11-01,CNP,4.3,2.9,3.7,2.2
2024-12-01,CNP,2.2,2.9,3.7,2.2
2025-01-01,CNP,2.5,2.9,3.7,2.2
2025-02-01,CNP,2.5,2.9,3.7,2.2
2025-03-01,CNP,3.7,2.9,3.7,2.2
2025-04-01,CNP,4.1,2.9,3.7,2.2
2025-05-01,CNP,3.3,2.9,3.7,2.2
2025-06-01,CNP,2.0,2.9,3.7,2.2
2025-07-01,CNP,3.5,2.9,3.7,2.2
2025-08-01,CNP,2.0,2.9,3.7,2.2
2025-09-01,CNP,3.9,2.9,3.7,2.2
2025-10-01,CNP,2.5,2.9,3.7,2.2
2025-11-01,CNP,2.6,2.9,3.7,2.2
2025-12-01,CNP,2.7,2.9,3.7,2.2
2026-01-01,CNP,2.5,2.9,3.7,2.2
2026-02-01,CNP,1.9,2.9,3.7,2.2
2024-11-01,CNR,28.7,18.5,24.6,12.5
2024-12-01,CNR,30.0,18.5,24.6,12.5
2025-01-01,CNR,20.7,18.5,24.6,12.5
2025-02-01,CNR,19.5,18.5,24.6,12.5
2025-03-01,CNR,12.6,18.5,24.6,12.5
2025-04-01,CNR,20.3,18.5,24.6,12.5
2025-05-01,CNR,12.8,18.5,24.6,12.5
2025-06-01,CNR,11.6,18.5,24.6,12.5
2025-07-01,CNR,21.2,18.5,24.6,12.5
2025-08-01,CNR,11.7,18.5,24.6,12.5
2025-09-01,CNR,15.1,18.5,24.6,12.5
2025-10-01,CNR,27.4,18.5,24.6,12.5
2025-11-01,CNR,16.6,18.5,24.6,12.5
2025-12-01,CNR,15.4,18.5,24.6,12.5
2026-01-01,CNR,17.1,18.5,24.6,12.5
2026-02-01,CNR,9.8,18.5,24.6,12.5
2024-11-01,COF,38.0,29.6,38.3,21.0
2024-12-01,COF,19.0,29.6,38.3,21.0
2025-01-01,COF,34.0,29.6,38.3,21.0
2025-02-01,COF,19.8,29.6,38.3,21.0
2025-03-01,COF,42.3,29.6,38.3,21.0
2025-04-01,COF,43.4,29.6,38.3,21.0
2025-05-01,COF,26.2,29.6,38.3,21.0
2025-06-01,COF,29.1,29.6,38.3,21.0
2025-07-01,COF,23.6,29.6,38.3,21.0
2025-08-01,COF,24.5,29.6,38.3,21.0
2025-09-01,COF,21.8,29.6,38.3,21.0
2025-10-01,COF,27.8,29.6,38.3,21.0
2025-11-01,COF,24.5,29.6,38.3,21.0
2025-12-01,COF,32.2,29.6,38.3,21.0
2026-01-01,COF,45.1,29.6,38.3,21.0
2026-02-01,COF,13.1,29.6,38.3,21.0
2024-11-01,COIN,165.4,89.5,121.2,57.9
2024-12-01,COIN,103.4,89.5,121.2,57.9
2025-01-01,COIN,69.8,89.5,121.2,57.9
2025-02-01,COIN,101.3,89.5,121.2,57.9
2025-03-01,COIN,69.9,89.5,121.2,57.9
2025-04-01,COIN,69.0,89.5,121.2,57.9
2025-05-01,COIN,83.7,89.5,121.2,57.9
2025-06-01,COIN,146.7,89.5,121.2,57.9
2025-07-01,COIN,110.7,89.5,121.2,57.9
2025-08-01,COIN,53.9,89.5,121.2,57.9
2025-09-01,COIN,59.3,89.5,121.2,57.9
2025-10-01,COIN,91.7,89.5,121.2,57.9
2025-11-01,COIN,111.6,89.5,121.2,57.9
2025-12-01,COIN,59.3,89.5,121.2,57.9
2026-01-01,COIN,72.1,89.5,121.2,57.9
2026-02-01,COIN,45.8,89.5,121.2,57.9
2024-11-01,COMT,1.3,1.8,2.7,0.9
2024-12-01,COMT,1.9,1.8,2.7,0.9
2025-01-01,COMT,1.5,1.8,2.7,0.9
2025-02-01,COMT,1.2,1.8,2.7,0.9
2025-03-01,COMT,1.4,1.8,2.7,0.9
2025-04-01,COMT,3.6,1.8,2.7,0.9
2025-05-01,COMT,1.5,1.8,2.7,0.9
2025-06-01,COMT,2.7,1.8,2.7,0.9
2025-07-01,COMT,1.3,1.8,2.7,0.9
2025-08-01,COMT,1.0,1.8,2.7,0.9
2025-09-01,COMT,1.1,1.8,2.7,0.9
2025-10-01,COMT,1.1,1.8,2.7,0.9
2025-11-01,COMT,1.3,1.8,2.7,0.9
2025-12-01,COMT,3.1,1.8,2.7,0.9
2026-01-01,COMT,3.6,1.8,2.7,0.9
2026-02-01,COMT,1.0,1.8,2.7,0.9
2024-11-01,COO,9.9,11.4,15.4,7.3
2024-12-01,COO,15.6,11.4,15.4,7.3
2025-01-01,COO,11.6,11.4,15.4,7.3
2025-02-01,COO,11.3,11.4,15.4,7.3
2025-03-01,COO,15.8,11.4,15.4,7.3
2025-04-01,COO,14.4,11.4,15.4,7.3
2025-05-01,COO,19.3,11.4,15.4,7.3
2025-06-01,COO,8.5,11.4,15.4,7.3
2025-07-01,COO,6.6,11.4,15.4,7.3
2025-08-01,COO,13.8,11.4,15.4,7.3
2025-09-01,COO,5.6,11.4,15.4,7.3
2025-10-01,COO,9.4,11.4,15.4,7.3
2025-11-01,COO,11.5,11.4,15.4,7.3
2025-12-01,COO,14.6,11.4,15.4,7.3
2026-01-01,COO,5.4,11.4,15.4,7.3
2026-02-01,COO,4.4,11.4,15.4,7.3
2024-11-01,COP,10.5,11.5,16.5,6.6
2024-12-01,COP,14.5,11.5,16.5,6.6
2025-01-01,COP,7.6,11.5,16.5,6.6
2025-02-01,COP,7.4,11.5,16.5,6.6
2025-03-01,COP,18.7,11.5,16.5,6.6
2025-04-01,COP,26.3,11.5,16.5,6.6
2025-05-01,COP,10.8,11.5,16.5,6.6
2025-06-01,COP,13.0,11.5,16.5,6.6
2025-07-01,COP,8.9,11.5,16.5,6.6
2025-08-01,COP,8.1,11.5,16.5,6.6
2025-09-01,COP,9.1,11.5,16.5,6.6
2025-10-01,COP,10.5,11.5,16.5,6.6
2025-11-01,COP,6.3,11.5,16.5,6.6
2025-12-01,COP,9.1,11.5,16.5,6.6
2026-01-01,COP,12.6,11.5,16.5,6.6
2026-02-01,COP,8.4,11.5,16.5,6.6
2024-11-01,COR,22.9,32.4,41.2,23.6
2024-12-01,COR,29.0,32.4,41.2,23.6
2025-01-01,COR,37.3,32.4,41.2,23.6
2025-02-01,COR,24.6,32.4,41.2,23.6
2025-03-01,COR,32.1,32.4,41.2,23.6
2025-04-01,COR,29.3,32.4,41.2,23.6
2025-05-01,COR,38.4,32.4,41.2,23.6
2025-06-01,COR,20.3,32.4,41.2,23.6
2025-07-01,COR,21.3,32.4,41.2,23.6
2025-08-01,COR,32.9,32.4,41.2,23.6
2025-09-01,COR,27.0,32.4,41.2,23.6
2025-10-01,COR,54.4,32.4,41.2,23.6
2025-11-01,COR,42.4,32.4,41.2,23.6
2025-12-01,COR,36.4,32.4,41.2,23.6
2026-01-01,COR,33.3,32.4,41.2,23.6
2026-02-01,COR,39.3,32.4,41.2,23.6
2024-11-01,CORN,0.9,1.1,1.4,0.7
2024-12-01,CORN,1.1,1.1,1.4,0.7
2025-01-01,CORN,1.7,1.1,1.4,0.7
2025-02-01,CORN,1.6,1.1,1.4,0.7
2025-03-01,CORN,1.2,1.1,1.4,0.7
2025-04-01,CORN,1.4,1.1,1.4,0.7
2025-05-01,CORN,1.1,1.1,1.4,0.7
2025-06-01,CORN,1.1,1.1,1.4,0.7
2025-07-01,CORN,1.2,1.1,1.4,0.7
2025-08-01,CORN,1.0,1.1,1.4,0.7
2025-09-01,CORN,0.6,1.1,1.4,0.7
2025-10-01,CORN,0.9,1.1,1.4,0.7
2025-11-01,CORN,0.8,1.1,1.4,0.7
2025-12-01,CORN,0.6,1.1,1.4,0.7
2026-01-01,CORN,1.0,1.1,1.4,0.7
2026-02-01,CORN,0.4,1.1,1.4,0.7
2024-11-01,COST,109.0,95.7,128.1,63.2
2024-12-01,COST,95.7,95.7,128.1,63.2
2025-01-01,COST,89.0,95.7,128.1,63.2
2025-02-01,COST,109.3,95.7,128.1,63.2
2025-03-01,COST,184.4,95.7,128.1,63.2
2025-04-01,COST,128.2,95.7,128.1,63.2
2025-05-01,COST,69.5,95.7,128.1,63.2
2025-06-01,COST,93.2,95.7,128.1,63.2
2025-07-01,COST,71.8,95.7,128.1,63.2
2025-08-01,COST,66.1,95.7,128.1,63.2
2025-09-01,COST,77.7,95.7,128.1,63.2
2025-10-01,COST,60.1,95.7,128.1,63.2
2025-11-01,COST,71.3,95.7,128.1,63.2
2025-12-01,COST,82.3,95.7,128.1,63.2
2026-01-01,COST,140.5,95.7,128.1,63.2
2026-02-01,COST,78.4,95.7,128.1,63.2
2024-11-01,CPAY,57.2,46.3,62.0,30.6
2024-12-01,CPAY,50.9,46.3,62.0,30.6
2025-01-01,CPAY,52.9,46.3,62.0,30.6
2025-02-01,CPAY,42.4,46.3,62.0,30.6
2025-03-01,CPAY,55.9,46.3,62.0,30.6
2025-04-01,CPAY,91.6,46.3,62.0,30.6
2025-05-01,CPAY,44.2,46.3,62.0,30.6
2025-06-01,CPAY,41.6,46.3,62.0,30.6
2025-07-01,CPAY,26.0,46.3,62.0,30.6
2025-08-01,CPAY,35.0,46.3,62.0,30.6
2025-09-01,CPAY,40.4,46.3,62.0,30.6
2025-10-01,CPAY,41.8,46.3,62.0,30.6
2025-11-01,CPAY,41.8,46.3,62.0,30.6
2025-12-01,CPAY,27.5,46.3,62.0,30.6
2026-01-01,CPAY,36.7,46.3,62.0,30.6
2026-02-01,CPAY,73.2,46.3,62.0,30.6
2024-11-01,CPB,4.6,3.9,5.1,2.7
2024-12-01,CPB,5.2,3.9,5.1,2.7
2025-01-01,CPB,4.7,3.9,5.1,2.7
2025-02-01,CPB,5.4,3.9,5.1,2.7
2025-03-01,CPB,6.1,3.9,5.1,2.7
2025-04-01,CPB,5.1,3.9,5.1,2.7
2025-05-01,CPB,3.3,3.9,5.1,2.7
2025-06-01,CPB,4.5,3.9,5.1,2.7
2025-07-01,CPB,4.1,3.9,5.1,2.7
2025-08-01,CPB,2.3,3.9,5.1,2.7
2025-09-01,CPB,3.4,3.9,5.1,2.7
2025-10-01,CPB,2.5,3.9,5.1,2.7
2025-11-01,CPB,2.4,3.9,5.1,2.7
2025-12-01,CPB,3.1,3.9,5.1,2.7
2026-01-01,CPB,2.5,3.9,5.1,2.7
2026-02-01,CPB,2.6,3.9,5.1,2.7
2024-11-01,CPER,2.7,3.6,5.7,1.4
2024-12-01,CPER,1.7,3.6,5.7,1.4
2025-01-01,CPER,2.7,3.6,5.7,1.4
2025-02-01,CPER,3.4,3.6,5.7,1.4
2025-03-01,CPER,4.8,3.6,5.7,1.4
2025-04-01,CPER,6.1,3.6,5.7,1.4
2025-05-01,CPER,2.1,3.6,5.7,1.4
2025-06-01,CPER,2.2,3.6,5.7,1.4
2025-07-01,CPER,9.6,3.6,5.7,1.4
2025-08-01,CPER,1.1,3.6,5.7,1.4
2025-09-01,CPER,2.5,3.6,5.7,1.4
2025-10-01,CPER,2.8,3.6,5.7,1.4
2025-11-01,CPER,1.9,3.6,5.7,1.4
2025-12-01,CPER,4.1,3.6,5.7,1.4
2026-01-01,CPER,5.7,3.6,5.7,1.4
2026-02-01,CPER,2.3,3.6,5.7,1.4
2024-11-01,CPRT,13.4,5.9,9.3,2.6
2024-12-01,CPRT,6.2,5.9,9.3,2.6
2025-01-01,CPRT,3.6,5.9,9.3,2.6
2025-02-01,CPRT,5.6,5.9,9.3,2.6
2025-03-01,CPRT,5.0,5.9,9.3,2.6
2025-04-01,CPRT,10.4,5.9,9.3,2.6
2025-05-01,CPRT,13.1,5.9,9.3,2.6
2025-06-01,CPRT,4.1,5.9,9.3,2.6
2025-07-01,CPRT,4.6,5.9,9.3,2.6
2025-08-01,CPRT,4.2,5.9,9.3,2.6
2025-09-01,CPRT,5.9,5.9,9.3,2.6
2025-10-01,CPRT,3.9,5.9,9.3,2.6
2025-11-01,CPRT,4.7,5.9,9.3,2.6
2025-12-01,CPRT,1.6,5.9,9.3,2.6
2026-01-01,CPRT,4.4,5.9,9.3,2.6
2026-02-01,CPRT,2.2,5.9,9.3,2.6
2024-11-01,CPT,18.4,10.5,14.6,6.5
2024-12-01,CPT,12.7,10.5,14.6,6.5
2025-01-01,CPT,8.7,10.5,14.6,6.5
2025-02-01,CPT,13.9,10.5,14.6,6.5
2025-03-01,CPT,10.4,10.5,14.6,6.5
2025-04-01,CPT,21.0,10.5,14.6,6.5
2025-05-01,CPT,9.4,10.5,14.6,6.5
2025-06-01,CPT,8.2,10.5,14.6,6.5
2025-07-01,CPT,7.3,10.5,14.6,6.5
2025-08-01,CPT,8.8,10.5,14.6,6.5
2025-09-01,CPT,7.3,10.5,14.6,6.5
2025-10-01,CPT,9.9,10.5,14.6,6.5
2025-11-01,CPT,9.1,10.5,14.6,6.5
2025-12-01,CPT,9.3,10.5,14.6,6.5
2026-01-01,CPT,5.9,10.5,14.6,6.5
2026-02-01,CPT,5.9,10.5,14.6,6.5
2024-11-01,CRESY,4.1,2.5,3.4,1.6
2024-12-01,CRESY,3.1,2.5,3.4,1.6
2025-01-01,CRESY,2.2,2.5,3.4,1.6
2025-02-01,CRESY,2.6,2.5,3.4,1.6
2025-03-01,CRESY,2.0,2.5,3.4,1.6
2025-04-01,CRESY,3.6,2.5,3.4,1.6
