Date,Ticker,prem_disc,prem_disc_avg,prem_disc_hi,prem_disc_lo
2025-12-05,PCAR,0.5975,0.852,1.7274,-0.0234
2025-12-01,PCG,,0.1299,0.389,-0.1293
2025-12-02,PCG,,0.1299,0.389,-0.1293
2025-12-03,PCG,0.181,0.1299,0.389,-0.1293
2025-12-04,PCG,-0.151,0.1299,0.389,-0.1293
2025-12-05,PCG,0.3596,0.1299,0.389,-0.1293
2025-12-01,PEG,,1.3573,1.9369,0.7777
2025-12-02,PEG,,1.3573,1.9369,0.7777
2025-12-03,PEG,1.704,1.3573,1.9369,0.7777
2025-12-04,PEG,1.6797,1.3573,1.9369,0.7777
2025-12-05,PEG,0.6881,1.3573,1.9369,0.7777
2025-12-01,PEP,,5.1349,7.9138,2.356
2025-12-02,PEP,,5.1349,7.9138,2.356
2025-12-03,PEP,7.3198,5.1349,7.9138,2.356
2025-12-04,PEP,6.0776,5.1349,7.9138,2.356
2025-12-05,PEP,2.0073,5.1349,7.9138,2.356
2025-12-01,PFE,,0.0432,0.2918,-0.2054
2025-12-02,PFE,,0.0432,0.2918,-0.2054
2025-12-03,PFE,-0.242,0.0432,0.2918,-0.2054
2025-12-04,PFE,0.1576,0.0432,0.2918,-0.2054
2025-12-05,PFE,0.214,0.0432,0.2918,-0.2054
2025-12-01,PFF,,0.6544,1.3151,-0.0063
2025-12-02,PFF,,0.6544,1.3151,-0.0063
2025-12-03,PFF,1.368,0.6544,1.3151,-0.0063
2025-12-04,PFF,0.064,0.6544,1.3151,-0.0063
2025-12-05,PFF,0.5311,0.6544,1.3151,-0.0063
2025-12-01,PFG,,-0.0482,0.0869,-0.1832
2025-12-02,PFG,,-0.0482,0.0869,-0.1832
2025-12-03,PFG,-0.2041,-0.0482,0.0869,-0.1832
2025-12-04,PFG,0.0287,-0.0482,0.0869,-0.1832
2025-12-05,PFG,0.0309,-0.0482,0.0869,-0.1832
2025-12-01,PG,,0.0673,0.2442,-0.1096
2025-12-02,PG,,0.0673,0.2442,-0.1096
2025-12-03,PG,-0.1169,0.0673,0.2442,-0.1096
2025-12-04,PG,0.0827,0.0673,0.2442,-0.1096
2025-12-05,PG,0.2359,0.0673,0.2442,-0.1096
2025-12-01,PGR,,1.7944,2.5738,1.015
2025-12-02,PGR,,1.7944,2.5738,1.015
2025-12-03,PGR,1.5635,1.7944,2.5738,1.015
2025-12-04,PGR,2.6631,1.7944,2.5738,1.015
2025-12-05,PGR,1.1564,1.7944,2.5738,1.015
2025-12-01,PH,,1.7038,2.3696,1.0379
2025-12-02,PH,,1.7038,2.3696,1.0379
2025-12-03,PH,0.9793,1.7038,2.3696,1.0379
2025-12-04,PH,1.8429,1.7038,2.3696,1.0379
2025-12-05,PH,2.2891,1.7038,2.3696,1.0379
2025-12-01,PHM,,-0.1107,-0.0005,-0.221
2025-12-02,PHM,,-0.1107,-0.0005,-0.221
2025-12-03,PHM,-0.0527,-0.1107,-0.0005,-0.221
2025-12-04,PHM,-0.2379,-0.1107,-0.0005,-0.221
2025-12-05,PHM,-0.0417,-0.1107,-0.0005,-0.221
2025-12-01,PKG,,-0.6379,-0.5591,-0.7166
2025-12-02,PKG,,-0.6379,-0.5591,-0.7166
2025-12-03,PKG,-0.7214,-0.6379,-0.5591,-0.7166
2025-12-04,PKG,-0.6272,-0.6379,-0.5591,-0.7166
2025-12-05,PKG,-0.565,-0.6379,-0.5591,-0.7166
2025-12-01,PLD,,4.514,8.3198,0.7083
2025-12-02,PLD,,4.514,8.3198,0.7083
2025-12-03,PLD,8.9085,4.514,8.3198,0.7083
2025-12-04,PLD,2.3176,4.514,8.3198,0.7083
2025-12-05,PLD,2.3159,4.514,8.3198,0.7083
2025-12-01,PLTR,,2.2521,2.6141,1.8901
2025-12-02,PLTR,,2.2521,2.6141,1.8901
2025-12-03,PLTR,2.5051,2.2521,2.6141,1.8901
2025-12-04,PLTR,1.8374,2.2521,2.6141,1.8901
2025-12-05,PLTR,2.4138,2.2521,2.6141,1.8901
2025-12-01,PM,,1.5538,1.8776,1.23
2025-12-02,PM,,1.5538,1.8776,1.23
2025-12-03,PM,1.5701,1.5538,1.8776,1.23
2025-12-04,PM,1.8691,1.5538,1.8776,1.23
2025-12-05,PM,1.2221,1.5538,1.8776,1.23
2025-12-01,PNC,,-0.1633,0.0245,-0.3512
2025-12-02,PNC,,-0.1633,0.0245,-0.3512
2025-12-03,PNC,-0.368,-0.1633,0.0245,-0.3512
2025-12-04,PNC,-0.1231,-0.1633,0.0245,-0.3512
2025-12-05,PNC,0.0012,-0.1633,0.0245,-0.3512
2025-12-01,PNR,,0.2624,0.3141,0.2108
2025-12-02,PNR,,0.2624,0.3141,0.2108
2025-12-03,PNR,0.3218,0.2624,0.3141,0.2108
2025-12-04,PNR,0.2283,0.2624,0.3141,0.2108
2025-12-05,PNR,0.2372,0.2624,0.3141,0.2108
2025-12-01,PNW,,0.6234,0.8356,0.4111
2025-12-02,PNW,,0.6234,0.8356,0.4111
2025-12-03,PNW,0.4126,0.6234,0.8356,0.4111
2025-12-04,PNW,0.6204,0.6234,0.8356,0.4111
2025-12-05,PNW,0.8371,0.6234,0.8356,0.4111
2025-12-01,PODD,,6.8825,18.906,-5.1411
2025-12-02,PODD,,6.8825,18.906,-5.1411
2025-12-03,PODD,20.7649,6.8825,18.906,-5.1411
2025-12-04,PODD,0.0947,6.8825,18.906,-5.1411
2025-12-05,PODD,-0.2122,6.8825,18.906,-5.1411
2025-12-01,POOL,,19.3182,51.8032,-13.1669
2025-12-02,POOL,,19.3182,51.8032,-13.1669
2025-12-03,POOL,56.8282,19.3182,51.8032,-13.1669
2025-12-04,POOL,0.3928,19.3182,51.8032,-13.1669
2025-12-05,POOL,0.7336,19.3182,51.8032,-13.1669
2025-12-01,POWA,,2.0878,2.8176,1.3579
2025-12-02,POWA,,2.0878,2.8176,1.3579
2025-12-03,POWA,1.2965,2.0878,2.8176,1.3579
2025-12-04,POWA,2.2323,2.0878,2.8176,1.3579
2025-12-05,POWA,2.7346,2.0878,2.8176,1.3579
2025-12-01,PPG,,0.7609,1.4086,0.1131
2025-12-02,PPG,,0.7609,1.4086,0.1131
2025-12-03,PPG,1.4139,0.7609,1.4086,0.1131
2025-12-04,PPG,0.1186,0.7609,1.4086,0.1131
2025-12-05,PPG,0.7501,0.7609,1.4086,0.1131
2025-12-01,PPL,,2.2827,2.7359,1.8295
2025-12-02,PPL,,2.2827,2.7359,1.8295
2025-12-03,PPL,2.6401,2.2827,2.7359,1.8295
2025-12-04,PPL,2.4349,2.2827,2.7359,1.8295
2025-12-05,PPL,1.773,2.2827,2.7359,1.8295
2025-12-01,PPLT,,0.5799,0.7929,0.367
2025-12-02,PPLT,,0.5799,0.7929,0.367
2025-12-03,PPLT,0.3733,0.5799,0.7929,0.367
2025-12-04,PPLT,0.5678,0.5799,0.7929,0.367
2025-12-05,PPLT,0.7987,0.5799,0.7929,0.367
2025-12-01,PRU,,0.0503,0.2522,-0.1516
2025-12-02,PRU,,0.0503,0.2522,-0.1516
2025-12-03,PRU,-0.172,0.0503,0.2522,-0.1516
2025-12-04,PRU,0.1006,0.0503,0.2522,-0.1516
2025-12-05,PRU,0.2222,0.0503,0.2522,-0.1516
2025-12-01,PSA,,0.348,0.7703,-0.0744
2025-12-02,PSA,,0.348,0.7703,-0.0744
2025-12-03,PSA,0.8198,0.348,0.7703,-0.0744
2025-12-04,PSA,0.219,0.348,0.7703,-0.0744
2025-12-05,PSA,0.0051,0.348,0.7703,-0.0744
2025-12-01,PSKY,,-0.3436,-0.2223,-0.4649
2025-12-02,PSKY,,-0.3436,-0.2223,-0.4649
2025-12-03,PSKY,-0.231,-0.3436,-0.2223,-0.4649
2025-12-04,PSKY,-0.4721,-0.3436,-0.2223,-0.4649
2025-12-05,PSKY,-0.3276,-0.3436,-0.2223,-0.4649
2025-12-01,PSX,,0.0172,0.1953,-0.1608
2025-12-02,PSX,,0.0172,0.1953,-0.1608
2025-12-03,PSX,-0.1689,0.0172,0.1953,-0.1608
2025-12-04,PSX,0.0347,0.0172,0.1953,-0.1608
2025-12-05,PSX,0.1859,0.0172,0.1953,-0.1608
2025-12-01,PTC,,3.1408,6.1315,0.1502
2025-12-02,PTC,,3.1408,6.1315,0.1502
2025-12-03,PTC,3.9605,3.1408,6.1315,0.1502
2025-12-04,PTC,5.6362,3.1408,6.1315,0.1502
2025-12-05,PTC,-0.1742,3.1408,6.1315,0.1502
2025-12-01,PWR,,4.1828,9.5369,-1.1714
2025-12-02,PWR,,4.1828,9.5369,-1.1714
2025-12-03,PWR,10.3537,4.1828,9.5369,-1.1714
2025-12-04,PWR,1.4234,4.1828,9.5369,-1.1714
2025-12-05,PWR,0.7712,4.1828,9.5369,-1.1714
2025-12-01,PYPL,,0.0202,0.1532,-0.1128
2025-12-02,PYPL,,0.0202,0.1532,-0.1128
2025-12-03,PYPL,-0.129,0.0202,0.1532,-0.1128
2025-12-04,PYPL,0.0636,0.0202,0.1532,-0.1128
2025-12-05,PYPL,0.1261,0.0202,0.1532,-0.1128
2025-12-01,QCOM,,0.8232,1.671,-0.0247
2025-12-02,QCOM,,0.8232,1.671,-0.0247
2025-12-03,QCOM,1.7986,0.8232,1.671,-0.0247
2025-12-04,QCOM,0.2633,0.8232,1.671,-0.0247
2025-12-05,QCOM,0.4076,0.8232,1.671,-0.0247
2025-12-01,QQQ,,1.9611,2.2203,1.7019
2025-12-02,QQQ,,1.9611,2.2203,1.7019
2025-12-03,QQQ,2.1116,1.9611,2.2203,1.7019
2025-12-04,QQQ,1.6618,1.9611,2.2203,1.7019
2025-12-05,QQQ,2.1099,1.9611,2.2203,1.7019
2025-12-01,QUAL,,14.8595,32.7821,-3.0632
2025-12-02,QUAL,,14.8595,32.7821,-3.0632
2025-12-03,QUAL,35.5366,14.8595,32.7821,-3.0632
2025-12-04,QUAL,3.7701,14.8595,32.7821,-3.0632
2025-12-05,QUAL,5.2717,14.8595,32.7821,-3.0632
2025-12-01,RCL,,1.6162,2.7592,0.4731
2025-12-02,RCL,,1.6162,2.7592,0.4731
2025-12-03,RCL,2.9189,1.6162,2.7592,0.4731
2025-12-04,RCL,0.7814,1.6162,2.7592,0.4731
2025-12-05,RCL,1.1482,1.6162,2.7592,0.4731
2025-12-01,REG,,1.1246,1.4925,0.7568
2025-12-02,REG,,1.1246,1.4925,0.7568
2025-12-03,REG,0.7494,1.1246,1.4925,0.7568
2025-12-04,REG,1.1397,1.1246,1.4925,0.7568
2025-12-05,REG,1.4847,1.1246,1.4925,0.7568
2025-12-01,REGN,,0.8116,1.0376,0.5857
2025-12-02,REGN,,0.8116,1.0376,0.5857
2025-12-03,REGN,0.9572,0.8116,1.0376,0.5857
2025-12-04,REGN,0.5514,0.8116,1.0376,0.5857
2025-12-05,REGN,0.9263,0.8116,1.0376,0.5857
2025-12-01,RF,,-0.1477,0.1739,-0.4693
2025-12-02,RF,,-0.1477,0.1739,-0.4693
2025-12-03,RF,-0.5091,-0.1477,0.1739,-0.4693
2025-12-04,RF,0.1068,-0.1477,0.1739,-0.4693
2025-12-05,RF,-0.0409,-0.1477,0.1739,-0.4693
2025-12-01,RIG,,0.3411,0.702,-0.0197
2025-12-02,RIG,,0.3411,0.702,-0.0197
2025-12-03,RIG,-0.0244,0.3411,0.702,-0.0197
2025-12-04,RIG,0.3508,0.3411,0.702,-0.0197
2025-12-05,RIG,0.697,0.3411,0.702,-0.0197
2025-12-01,RJF,,0.1042,0.2515,-0.0431
2025-12-02,RJF,,0.1042,0.2515,-0.0431
2025-12-03,RJF,-0.0136,0.1042,0.2515,-0.0431
2025-12-04,RJF,0.0568,0.1042,0.2515,-0.0431
2025-12-05,RJF,0.2694,0.1042,0.2515,-0.0431
2025-12-01,RL,,-0.0855,0.071,-0.242
2025-12-02,RL,,-0.0855,0.071,-0.242
2025-12-03,RL,-0.1664,-0.0855,0.071,-0.242
2025-12-04,RL,0.0949,-0.0855,0.071,-0.242
2025-12-05,RL,-0.185,-0.0855,0.071,-0.242
2025-12-01,RMD,,2.0382,3.4716,0.6049
2025-12-02,RMD,,2.0382,3.4716,0.6049
2025-12-03,RMD,1.8681,2.0382,3.4716,0.6049
2025-12-04,RMD,3.5491,2.0382,3.4716,0.6049
2025-12-05,RMD,0.6975,2.0382,3.4716,0.6049
2025-12-01,ROK,,0.2266,0.4529,0.0003
2025-12-02,ROK,,0.2266,0.4529,0.0003
2025-12-03,ROK,-0.034,0.2266,0.4529,0.0003
2025-12-04,ROK,0.3405,0.2266,0.4529,0.0003
2025-12-05,ROK,0.3734,0.2266,0.4529,0.0003
2025-12-01,ROKU,,-0.3762,-0.2823,-0.47
2025-12-02,ROKU,,-0.3762,-0.2823,-0.47
2025-12-03,ROKU,-0.4675,-0.3762,-0.2823,-0.47
2025-12-04,ROKU,-0.28,-0.3762,-0.2823,-0.47
2025-12-05,ROKU,-0.3809,-0.3762,-0.2823,-0.47
2025-12-01,ROL,,563.633,1067.769,59.497
2025-12-02,ROL,,563.633,1067.769,59.497
2025-12-03,ROL,971.6188,563.633,1067.769,59.497
2025-12-04,ROL,719.2424,563.633,1067.769,59.497
2025-12-05,ROL,0.0379,563.633,1067.769,59.497
2025-12-01,ROP,,4.1148,6.128,2.1015
2025-12-02,ROP,,4.1148,6.128,2.1015
2025-12-03,ROP,6.4023,4.1148,6.128,2.1015
2025-12-04,ROP,3.3294,4.1148,6.128,2.1015
2025-12-05,ROP,2.6126,4.1148,6.128,2.1015
2025-12-01,ROST,,3.4664,6.3407,0.5921
2025-12-02,ROST,,3.4664,6.3407,0.5921
2025-12-03,ROST,6.7842,3.4664,6.3407,0.5921
2025-12-04,ROST,1.8839,3.4664,6.3407,0.5921
2025-12-05,ROST,1.7311,3.4664,6.3407,0.5921
2025-12-01,RSG,,0.061,0.2762,-0.1541
2025-12-02,RSG,,0.061,0.2762,-0.1541
2025-12-03,RSG,-0.1594,0.061,0.2762,-0.1541
2025-12-04,RSG,0.0721,0.061,0.2762,-0.1541
2025-12-05,RSG,0.2705,0.061,0.2762,-0.1541
2025-12-01,RSP,,0.4737,0.8204,0.1269
2025-12-02,RSP,,0.4737,0.8204,0.1269
2025-12-03,RSP,0.1385,0.4737,0.8204,0.1269
2025-12-04,RSP,0.4514,0.4737,0.8204,0.1269
2025-12-05,RSP,0.831,0.4737,0.8204,0.1269
2025-12-01,RTX,,0.8389,1.63,0.0478
2025-12-02,RTX,,0.8389,1.63,0.0478
2025-12-03,RTX,1.7504,0.8389,1.63,0.0478
2025-12-04,RTX,0.3299,0.8389,1.63,0.0478
2025-12-05,RTX,0.4365,0.8389,1.63,0.0478
2025-12-01,RVTY,,4.8693,10.3685,-0.6299
2025-12-02,RVTY,,4.8693,10.3685,-0.6299
2025-12-03,RVTY,11.1514,4.8693,10.3685,-0.6299
2025-12-04,RVTY,2.53,4.8693,10.3685,-0.6299
2025-12-05,RVTY,0.9266,4.8693,10.3685,-0.6299
2025-12-01,SBAC,,0.5441,0.8356,0.2527
2025-12-02,SBAC,,0.5441,0.8356,0.2527
2025-12-03,SBAC,0.8748,0.5441,0.8356,0.2527
2025-12-04,SBAC,0.3245,0.5441,0.8356,0.2527
2025-12-05,SBAC,0.4332,0.5441,0.8356,0.2527
2025-12-01,SBLK,,-0.0139,0.2549,-0.2827
2025-12-02,SBLK,,-0.0139,0.2549,-0.2827
2025-12-03,SBLK,-0.2751,-0.0139,0.2549,-0.2827
2025-12-04,SBLK,0.2619,-0.0139,0.2549,-0.2827
2025-12-05,SBLK,-0.0287,-0.0139,0.2549,-0.2827
2025-12-01,SBUX,,-0.1301,0.0261,-0.2863
2025-12-02,SBUX,,-0.1301,0.0261,-0.2863
2025-12-03,SBUX,0.022,-0.1301,0.0261,-0.2863
2025-12-04,SBUX,-0.2901,-0.1301,0.0261,-0.2863
2025-12-05,SBUX,-0.1222,-0.1301,0.0261,-0.2863
2025-12-01,SCHP,,1.8525,2.1724,1.5327
2025-12-02,SCHP,,1.8525,2.1724,1.5327
2025-12-03,SCHP,2.2212,1.8525,2.1724,1.5327
2025-12-04,SCHP,1.6883,1.8525,2.1724,1.5327
2025-12-05,SCHP,1.6482,1.8525,2.1724,1.5327
2025-12-01,SCHW,,-0.1044,0.0481,-0.2569
2025-12-02,SCHW,,-0.1044,0.0481,-0.2569
2025-12-03,SCHW,-0.2661,-0.1044,0.0481,-0.2569
2025-12-04,SCHW,0.0368,-0.1044,0.0481,-0.2569
2025-12-05,SCHW,-0.0839,-0.1044,0.0481,-0.2569
2025-12-01,SD,,-0.2554,-0.0873,-0.4234
2025-12-02,SD,,-0.2554,-0.0873,-0.4234
2025-12-03,SD,-0.0775,-0.2554,-0.0873,-0.4234
2025-12-04,SD,-0.4115,-0.2554,-0.0873,-0.4234
2025-12-05,SD,-0.2771,-0.2554,-0.0873,-0.4234
2025-12-01,SDY,,0.3494,0.7016,-0.0028
2025-12-02,SDY,,0.3494,0.7016,-0.0028
2025-12-03,SDY,-0.035,0.3494,0.7016,-0.0028
2025-12-04,SDY,0.6567,0.3494,0.7016,-0.0028
2025-12-05,SDY,0.4265,0.3494,0.7016,-0.0028
2025-12-01,SHW,,0.3281,0.6163,0.0398
2025-12-02,SHW,,0.3281,0.6163,0.0398
2025-12-03,SHW,0.0423,0.3281,0.6163,0.0398
2025-12-04,SHW,0.3232,0.3281,0.6163,0.0398
2025-12-05,SHW,0.6187,0.3281,0.6163,0.0398
2025-12-01,SHY,,1.2123,1.5999,0.8248
2025-12-02,SHY,,1.2123,1.5999,0.8248
2025-12-03,SHY,,1.2123,1.5999,0.8248
2025-12-04,SHY,0.9383,1.2123,1.5999,0.8248
2025-12-05,SHY,1.4864,1.2123,1.5999,0.8248
2025-12-01,SILJ,,11.4885,13.4275,9.5495
2025-12-02,SILJ,,11.4885,13.4275,9.5495
2025-12-03,SILJ,9.2839,11.4885,13.4275,9.5495
2025-12-04,SILJ,12.9291,11.4885,13.4275,9.5495
2025-12-05,SILJ,12.2524,11.4885,13.4275,9.5495
2025-12-01,SJM,,0.3513,0.6398,0.0628
2025-12-02,SJM,,0.3513,0.6398,0.0628
2025-12-03,SJM,0.1442,0.3513,0.6398,0.0628
2025-12-04,SJM,0.6809,0.3513,0.6398,0.0628
2025-12-05,SJM,0.2288,0.3513,0.6398,0.0628
2025-12-01,SLB,,-0.0689,0.1609,-0.2988
2025-12-02,SLB,,-0.0689,0.1609,-0.2988
2025-12-03,SLB,-0.3111,-0.0689,0.1609,-0.2988
2025-12-04,SLB,-0.042,-0.0689,0.1609,-0.2988
2025-12-05,SLB,0.1462,-0.0689,0.1609,-0.2988
2025-12-01,SLV,,0.907,1.9414,-0.1273
2025-12-02,SLV,,0.907,1.9414,-0.1273
2025-12-03,SLV,2.099,0.907,1.9414,-0.1273
2025-12-04,SLV,0.3758,0.907,1.9414,-0.1273
2025-12-05,SLV,0.2463,0.907,1.9414,-0.1273
2025-12-01,SMCI,,0.7543,1.2334,0.2751
2025-12-02,SMCI,,0.7543,1.2334,0.2751
2025-12-03,SMCI,0.5018,0.7543,1.2334,0.2751
2025-12-04,SMCI,0.4541,0.7543,1.2334,0.2751
2025-12-05,SMCI,1.3069,0.7543,1.2334,0.2751
2025-12-01,SMH,,2.2557,4.97,-0.4586
2025-12-02,SMH,,2.2557,4.97,-0.4586
2025-12-03,SMH,5.3868,2.2557,4.97,-0.4586
2025-12-04,SMH,0.5698,2.2557,4.97,-0.4586
2025-12-05,SMH,0.8105,2.2557,4.97,-0.4586
2025-12-01,SNA,,2.1828,2.3341,2.0316
2025-12-02,SNA,,2.1828,2.3341,2.0316
2025-12-03,SNA,2.0366,2.1828,2.3341,2.0316
2025-12-04,SNA,2.3387,2.1828,2.3341,2.0316
2025-12-05,SNA,2.1732,2.1828,2.3341,2.0316
2025-12-01,SNDK,,0.4232,1.5037,-0.6574
2025-12-02,SNDK,,0.4232,1.5037,-0.6574
2025-12-03,SNDK,1.6702,0.4232,1.5037,-0.6574
2025-12-04,SNDK,-0.2371,0.4232,1.5037,-0.6574
2025-12-05,SNDK,-0.1636,0.4232,1.5037,-0.6574
2025-12-01,SNPS,,1.0221,2.0924,-0.0482
2025-12-02,SNPS,,1.0221,2.0924,-0.0482
2025-12-03,SNPS,2.2541,1.0221,2.0924,-0.0482
2025-12-04,SNPS,0.3212,1.0221,2.0924,-0.0482
2025-12-05,SNPS,0.4911,1.0221,2.0924,-0.0482
2025-12-01,SO,,0.7026,1.2624,0.1428
2025-12-02,SO,,0.7026,1.2624,0.1428
2025-12-03,SO,0.0589,0.7026,1.2624,0.1428
2025-12-04,SO,1.0757,0.7026,1.2624,0.1428
2025-12-05,SO,0.9732,0.7026,1.2624,0.1428
2025-12-01,SOLV,,4.2504,4.7769,3.7238
2025-12-02,SOLV,,4.2504,4.7769,3.7238
2025-12-03,SOLV,3.9208,4.2504,4.7769,3.7238
2025-12-04,SOLV,3.9727,4.2504,4.7769,3.7238
2025-12-05,SOLV,4.8576,4.2504,4.7769,3.7238
2025-12-01,SOYB,,1.5126,1.7313,1.294
2025-12-02,SOYB,,1.5126,1.7313,1.294
2025-12-03,SOYB,1.742,1.5126,1.7313,1.294
2025-12-04,SOYB,1.4893,1.5126,1.7313,1.294
2025-12-05,SOYB,1.3066,1.5126,1.7313,1.294
2025-12-01,SPG,,0.2988,0.4915,0.1061
2025-12-02,SPG,,0.2988,0.4915,0.1061
2025-12-03,SPG,0.1149,0.2988,0.4915,0.1061
2025-12-04,SPG,0.2822,0.2988,0.4915,0.1061
2025-12-05,SPG,0.4993,0.2988,0.4915,0.1061
2025-12-01,SPGI,,-0.1263,0.0739,-0.3264
2025-12-02,SPGI,,-0.1263,0.0739,-0.3264
2025-12-03,SPGI,-0.3024,-0.1263,0.0739,-0.3264
2025-12-04,SPGI,-0.1678,-0.1263,0.0739,-0.3264
2025-12-05,SPGI,0.0914,-0.1263,0.0739,-0.3264
2025-12-01,SPHB,,1.2759,1.6347,0.9171
2025-12-02,SPHB,,1.2759,1.6347,0.9171
2025-12-03,SPHB,1.6802,1.2759,1.6347,0.9171
2025-12-04,SPHB,0.9956,1.2759,1.6347,0.9171
2025-12-05,SPHB,1.1519,1.2759,1.6347,0.9171
2025-12-01,SPLV,,0.6936,0.9618,0.4254
2025-12-02,SPLV,,0.6936,0.9618,0.4254
2025-12-03,SPLV,0.543,0.6936,0.9618,0.4254
2025-12-04,SPLV,1.0032,0.6936,0.9618,0.4254
2025-12-05,SPLV,0.5346,0.6936,0.9618,0.4254
2025-12-01,SPY,,6.2916,7.0394,5.5439
2025-12-02,SPY,,6.2916,7.0394,5.5439
2025-12-03,SPY,6.8259,6.2916,7.0394,5.5439
2025-12-04,SPY,5.437,6.2916,7.0394,5.5439
2025-12-05,SPY,6.612,6.2916,7.0394,5.5439
2025-12-01,SRE,,4.5626,6.8373,2.288
2025-12-02,SRE,,4.5626,6.8373,2.288
2025-12-03,SRE,4.786,4.5626,6.8373,2.288
2025-12-04,SRE,6.7173,4.5626,6.8373,2.288
2025-12-05,SRE,2.1845,4.5626,6.8373,2.288
2025-12-01,STE,,0.131,0.1482,0.1139
2025-12-02,STE,,0.131,0.1482,0.1139
2025-12-03,STE,0.1236,0.131,0.1482,0.1139
2025-12-04,STE,0.1506,0.131,0.1482,0.1139
2025-12-05,STE,0.1189,0.131,0.1482,0.1139
2025-12-01,STIP,,15.511,15.7309,15.2911
2025-12-02,STIP,,15.511,15.7309,15.2911
2025-12-03,STIP,15.2613,15.511,15.7309,15.2911
2025-12-04,STIP,15.5959,15.511,15.7309,15.2911
2025-12-05,STIP,15.6758,15.511,15.7309,15.2911
2025-12-01,STLA,,1.2112,1.7669,0.6556
2025-12-02,STLA,,1.2112,1.7669,0.6556
2025-12-03,STLA,0.7352,1.2112,1.7669,0.6556
2025-12-04,STLA,1.8218,1.2112,1.7669,0.6556
2025-12-05,STLA,1.0767,1.2112,1.7669,0.6556
2025-12-01,STLD,,0.0717,0.2225,-0.0791
2025-12-02,STLD,,0.0717,0.2225,-0.0791
2025-12-03,STLD,0.238,0.0717,0.2225,-0.0791
2025-12-04,STLD,-0.0563,0.0717,0.2225,-0.0791
2025-12-05,STLD,0.0334,0.0717,0.2225,-0.0791
2025-12-01,STNG,,1.565,2.7222,0.4078
2025-12-02,STNG,,1.565,2.7222,0.4078
2025-12-03,STNG,2.873,1.565,2.7222,0.4078
2025-12-04,STNG,0.6745,1.565,2.7222,0.4078
2025-12-05,STNG,1.1475,1.565,2.7222,0.4078
2025-12-01,STT,,2.4624,2.8237,2.1012
2025-12-02,STT,,2.4624,2.8237,2.1012
2025-12-03,STT,2.1486,2.4624,2.8237,2.1012
2025-12-04,STT,2.3814,2.4624,2.8237,2.1012
2025-12-05,STT,2.8574,2.4624,2.8237,2.1012
2025-12-01,STX,,0.7145,1.6833,-0.2542
2025-12-02,STX,,0.7145,1.6833,-0.2542
2025-12-03,STX,1.8257,0.7145,1.6833,-0.2542
2025-12-04,STX,0.2706,0.7145,1.6833,-0.2542
2025-12-05,STX,0.0473,0.7145,1.6833,-0.2542
2025-12-01,STZ,,14.2473,26.2008,2.2938
2025-12-02,STZ,,14.2473,26.2008,2.2938
2025-12-03,STZ,19.7987,14.2473,26.2008,2.2938
2025-12-04,STZ,22.4157,14.2473,26.2008,2.2938
2025-12-05,STZ,0.5276,14.2473,26.2008,2.2938
2025-12-01,SW,,-0.5421,-0.4944,-0.5898
2025-12-02,SW,,-0.5421,-0.4944,-0.5898
2025-12-03,SW,-0.5771,-0.5421,-0.4944,-0.5898
2025-12-04,SW,-0.5614,-0.5421,-0.4944,-0.5898
2025-12-05,SW,-0.4878,-0.5421,-0.4944,-0.5898
2025-12-01,SWK,,1.6476,2.3309,0.9643
2025-12-02,SWK,,1.6476,2.3309,0.9643
2025-12-03,SWK,2.4179,1.6476,2.3309,0.9643
2025-12-04,SWK,1.4107,1.6476,2.3309,0.9643
2025-12-05,SWK,1.1144,1.6476,2.3309,0.9643
2025-12-01,SWKS,,0.34,0.5723,0.1076
2025-12-02,SWKS,,0.34,0.5723,0.1076
2025-12-03,SWKS,0.5872,0.34,0.5723,0.1076
2025-12-04,SWKS,0.1261,0.34,0.5723,0.1076
2025-12-05,SWKS,0.3066,0.34,0.5723,0.1076
2025-12-01,SYF,,1.9599,2.5363,1.3834
2025-12-02,SYF,,1.9599,2.5363,1.3834
2025-12-03,SYF,2.5815,1.9599,2.5363,1.3834
2025-12-04,SYF,1.8552,1.9599,2.5363,1.3834
2025-12-05,SYF,1.4429,1.9599,2.5363,1.3834
2025-12-01,SYK,,0.7487,1.0544,0.443
2025-12-02,SYK,,0.7487,1.0544,0.443
2025-12-03,SYK,0.4017,0.7487,1.0544,0.443
2025-12-04,SYK,0.8662,0.7487,1.0544,0.443
2025-12-05,SYK,0.9782,0.7487,1.0544,0.443
2025-12-01,SYY,,1.0697,2.4009,-0.2616
2025-12-02,SYY,,1.0697,2.4009,-0.2616
2025-12-03,SYY,2.6046,1.0697,2.4009,-0.2616
2025-12-04,SYY,0.2306,1.0697,2.4009,-0.2616
2025-12-05,SYY,0.3737,1.0697,2.4009,-0.2616
2025-12-01,T,,3.676,6.8072,0.5448
2025-12-02,T,,3.676,6.8072,0.5448
2025-12-03,T,7.1137,3.676,6.8072,0.5448
2025-12-04,T,0.9871,3.676,6.8072,0.5448
2025-12-05,T,2.9272,3.676,6.8072,0.5448
2025-12-01,TAGS,,1.6135,2.143,1.084
2025-12-02,TAGS,,1.6135,2.143,1.084
2025-12-03,TAGS,1.0024,1.6135,2.143,1.084
2025-12-04,TAGS,1.9012,1.6135,2.143,1.084
2025-12-05,TAGS,1.9368,1.6135,2.143,1.084
2025-12-01,TAP,,4.2651,6.4619,2.0683
