Ticker,Ticker_name,Exposure,Date,wtd_pct_change
IP,INTERNATIONAL PAPER COMPANY,Materials,2025-11-28,0.048
LIN,LINDE PUBLIC LIMITED COMPANY,Materials,2025-11-28,-0.0059
LYB,LYONDELLBASELL INDUSTRIES NV,Materials,2025-11-28,0.0935
MLM,"MARTIN MARIETTA MATERIALS, INC.",Materials,2025-11-28,0.0333
MOS,THE MOSAIC COMPANY,Materials,2025-11-28,0.0132
NEM,NEWMONT ,Materials,2025-11-28,0.0867
NUE,NUCOR ,Materials,2025-11-28,0.0469
PKG,PACKAGING  OF AMERICA,Materials,2025-11-28,0.0343
PPG,"PPG INDUSTRIES, INC.",Materials,2025-11-28,0.0136
SHW,THE SHERWIN-WILLIAMS COMPANY,Materials,2025-11-28,0.0197
STLD,"STEEL DYNAMICS, INC.",Materials,2025-11-28,0.0611
SW,SMURFIT WESTROCK PUBLIC LIMITED COMPANY,Materials,2025-11-28,0.0565
VMC,VULCAN MATERIALS COMPANY,Materials,2025-11-28,0.0327
AMT,AMERICAN TOWER ,Real Estate,2025-11-28,0.0095
ARE,"ALEXANDRIA REAL ESTATE EQUITIES, INC.",Real Estate,2025-11-28,0.0546
AVB,"AVALONBAY COMMUNITIES, INC.",Real Estate,2025-11-28,0.007
BXP,"BOSTON PROPERTIES, INC.",Real Estate,2025-11-28,0.0331
CBRE,"CBRE GROUP, INC.",Real Estate,2025-11-28,0.0321
CCI,CROWN CASTLE INC.,Real Estate,2025-11-28,0.0141
CPT,CAMDEN PROPERTY TRUST,Real Estate,2025-11-28,0.0105
CSGP,"COSTAR GROUP, INC.",Real Estate,2025-11-28,0.023
DLR,"DIGITAL REALTY TRUST, INC.",Real Estate,2025-11-28,0.0187
DOC,"HEALTHDOC PROPERTIES, INC.",Real Estate,2025-11-28,0.0235
EQIX,"EQUINIX, INC.",Real Estate,2025-11-28,-0.0018
EQR,EQUITY RESIDENTIAL,Real Estate,2025-11-28,0.0198
ESS,"ESSEX PROPERTY TRUST, INC.",Real Estate,2025-11-28,0.0093
EXR,EXTRA SPACE STORAGE INC.,Real Estate,2025-11-28,0.013
FRT,FEDERAL REALTY INVESTMENT TRUST,Real Estate,2025-11-28,0.0078
HST,"HOST HOTELS & RESORTS, INC.",Real Estate,2025-11-28,0.0121
INVH,INVITATION HOMES INC.,Real Estate,2025-11-28,0.0004
IRM,IRON MOUNTAIN INC.,Real Estate,2025-11-28,0.0156
KIM,KIMCO REALTY .,Real Estate,2025-11-28,0.0147
MAA,"MID-AMERICA APARTMENT COMMUNITIES, INC.",Real Estate,2025-11-28,0.0171
O,REALTY INCOME ,Real Estate,2025-11-28,0.0166
PLD,"PROLOGIS, INC.",Real Estate,2025-11-28,0.0218
PSA,PUBLIC STORAGE.,Real Estate,2025-11-28,0.0187
REG,REGENCY CENTERS ,Real Estate,2025-11-28,0.0041
SBAC,SBA COMMUNICATIONS ,Real Estate,2025-11-28,-0.0038
SPG,"SIMON PROPERTY GROUP, INC.",Real Estate,2025-11-28,0.0177
UDR,"UDR, INC.",Real Estate,2025-11-28,0.0233
VICI,VICI PROPERTIES INC.,Real Estate,2025-11-28,0.0
VTR,"VENTAS, INC.",Real Estate,2025-11-28,0.0175
WELL,WELLTOWER INC.,Real Estate,2025-11-28,0.0415
WY,WEYERHAEUSER COMPANY,Real Estate,2025-11-28,0.0197
UUP,INVESCO DB USD IDX BL,USD,2025-11-28,-0.0063
AEE,AMEREN ,Utilities,2025-11-28,0.0174
AEP,"AMERICAN ELECTRIC POWER COMPANY, INC.",Utilities,2025-11-28,0.0242
AES,THE AES ,Utilities,2025-11-28,0.0225
ATO,ATMOS ENERGY ,Utilities,2025-11-28,0.0069
AWK,"AMERICAN WATER WORKS COMPANY, INC.",Utilities,2025-11-28,-0.0201
CEG,CONSTELLATION ENERGY,Utilities,2025-11-28,0.0776
CMS,CMS ENERGY ,Utilities,2025-11-28,0.0189
CNP,"CENTERPOINT ENERGY, INC.",Utilities,2025-11-28,0.0106
D,"DOMINION ENERGY, INC.",Utilities,2025-11-28,0.0211
DTE,DTE ENERGY COMPANY,Utilities,2025-11-28,0.0093
DUK,DUKE ENERGY ,Utilities,2025-11-28,0.0093
ED,"CONSOLIDATED EDISON, INC.",Utilities,2025-11-28,0.002
EIX,EDISON INTERNATIONAL,Utilities,2025-11-28,0.0053
ES,EVERSOURCE ENERGY,Utilities,2025-11-28,0.0407
ETR,ENTERGY ,Utilities,2025-11-28,0.0408
EVRG,"EVERGY, INC.",Utilities,2025-11-28,0.0237
EXC,EXELON ,Utilities,2025-11-28,0.0299
FE,FIRSTENERGY CORP.,Utilities,2025-11-28,0.0177
LNT,ALLIANT ENERGY ,Utilities,2025-11-28,0.0176
NEE,"NEXTERA ENERGY, INC.",Utilities,2025-11-28,0.0337
NI,NISOURCE INC.,Utilities,2025-11-28,0.0316
NRG,"NRG ENERGY, INC.",Utilities,2025-11-28,0.0646
PCG,PG&E ,Utilities,2025-11-28,0.0287
PEG,PUBLIC SERVICE ENTERPRISE GROUP INC.,Utilities,2025-11-28,0.0277
PNW,PINNACLE WEST CAPITAL ,Utilities,2025-11-28,0.0192
PPL,PPL ,Utilities,2025-11-28,0.0216
SO,THE SOUTHERN COMPANY,Utilities,2025-11-28,0.0207
SRE,SEMPRA,Utilities,2025-11-28,0.024
VST,VISTRA CORP.,Utilities,2025-11-28,0.0609
WEC,"WEC ENERGY GROUP, INC.",Utilities,2025-11-28,0.0084
XEL,XCEL ENERGY INC.,Utilities,2025-11-28,0.0306
FVX,5 YR TSY YLD NDX,Yields,2025-11-28,-0.005
TNX,10 Y TSY YLD NDX,Yields,2025-11-28,-0.0113
TYX,30 Y TSY YLD NDX,Yields,2025-11-28,-0.0106
ASC,ARDMORE SHIPPING ,,2025-11-28,-0.0664
BTC=F,BITCOIN FUTURES,,2025-11-28,0.0845
BTI,BRITISH AMERICAN TOBACCO P.L.C.,,2025-11-28,0.0617
BTU,PEABODY ENERGY ,,2025-11-28,0.0334
CALM,"CAL-MAINE FOODS, INC.",,2025-11-28,-0.0353
CANE,TEUCRIUM:SUGAR,,2025-11-28,0.0279
CCJ,CAMECO ,,2025-11-28,0.1142
CIVI,"CIVITAS RESOURCES, INC.",,2025-11-28,0.0715
CMBT,CMB.TECH NV,,2025-11-28,0.0886
CMRE,COSTAMARE INC.,,2025-11-28,0.048
CNR,"CORE NATURAL RESOURCES, INC.",,2025-11-28,0.0293
COMT,ISHARES:GSCI COMM DYN RS,,2025-11-28,0.0227
CORN,TEUCRIUM:CORN,,2025-11-28,0.0212
CPER,UNITED STATES COPPER IDX,,2025-11-28,0.0389
CRESY,CRESUD INC.,,2025-11-28,0.052
DBA,INVESCO DB MS AGRI,,2025-11-28,0.0209
DBB,INVESCO DB MS BMTL,,2025-11-28,0.0314
DBC,INVESCO DB CM IDX,,2025-11-28,0.0235
DHT,"DHT HOLDINGS, INC.",,2025-11-28,-0.051
DIA,SPDR DOW JONES INDUS AVG,,2025-11-28,0.0316
DJI,DOW JONES INDUSTRIAL AVERAGE INDEX,,2025-11-28,0.0318
EC,ECOPETROL SA,,2025-11-28,-0.003
ECH,ISHARES:MSCI CHILE,,2025-11-28,0.0418
EDEN,ISHARES:MSCI DENMARK,,2025-11-28,0.0327
EFNL,ISHARES:MSCI FINLAND,,2025-11-28,0.0305
EIDO,ISHARES:MSCI INDONESIA,,2025-11-28,0.0163
EIRL,ISHARES:MSCI IRELAND,,2025-11-28,0.0566
EIS,ISHARES:MSCI ISRAEL,,2025-11-28,0.0324
ENZL,ISHARES:MSCI NEW ZLND,,2025-11-28,0.0292
EPHE,ISHARES:MSCI PHILIPPINES,,2025-11-28,0.006
EPOL,ISHARES:MSCI POLAND,,2025-11-28,0.0312
EPU,ISHARES:MSCI PERU,,2025-11-28,0.081
ES=F,E-MINI S&P 500 FUTURES,,2025-11-28,0.0344
EWA,ISHARES:MSCI AUSTRALIA,,2025-11-28,0.0205
EWC,ISHARES:MSCI CANADA,,2025-11-28,0.045
EWD,ISHARES:MSCI SWEDEN,,2025-11-28,0.0402
EWG,ISHARES:MSCI GERMANY,,2025-11-28,0.0386
EWH,ISHARES:MSCI HONG KONG,,2025-11-28,0.0249
EWI,ISHARES:MSCI ITALY,,2025-11-28,0.0284
EWJ,ISHARES:MSCI JAPAN,,2025-11-28,0.0224
EWK,ISHARES:MSCI BELGIUM,,2025-11-28,0.0229
EWL,ISHARES:MSCI SWITZERLAND,,2025-11-28,0.0199
EWM,ISHARES:MSCI MALAYSIA,,2025-11-28,0.0053
EWN,ISHARES:MSCI NETHERLANDS,,2025-11-28,0.0402
EWO,ISHARES:MSCI AUSTRIA,,2025-11-28,0.0602
EWP,ISHARES:MSCI SPAIN,,2025-11-28,0.0388
EWQ,ISHARES:MSCI FRANCE,,2025-11-28,0.0201
EWS,ISHARES:MSCI SINGAPORE,,2025-11-28,0.0279
EWT,ISHARES:MSCI TAIWAN,,2025-11-28,0.0439
EWU,ISHARES:MSCI UK,,2025-11-28,0.0259
EWW,ISHARES:MSCI MEXICO,,2025-11-28,0.036
EWY,ISHARES:MSCI S KOREA,,2025-11-28,0.0185
EWZ,ISHARES:MSCI BRAZIL,,2025-11-28,0.0493
FRO,FRONTLINE PLC,,2025-11-28,-0.0919
FTI,TECHNIPFMC PLC,,2025-11-28,0.0254
FXA,INVESCO:AU DOLLAR,,2025-11-28,0.0147
FXB,INVESCO:GBP STERLING,,2025-11-28,0.0105
FXC,INVESCO:CANADIAN DOLLAR,,2025-11-28,0.0083
FXE,INVESCO:EURO,,2025-11-28,0.0077
FXY,INVESCO:JAPANESE YEN,,2025-11-28,0.0024
GDX,VANECK:GOLD MINERS,,2025-11-28,0.1301
GDXJ,VANECK:JR GOLD MINERS,,2025-11-28,0.1628
GEOS,GEOSPACE TECHNOLOGIES ,,2025-11-28,0.0285
GGB,GERDAU SA,,2025-11-28,0.0588
GLATF,GLOBAL ATOMIC ,,2025-11-28,0.0965
GNK,GENCO SHIPPING & TRADING LIMITED,,2025-11-28,0.057
GREK,GLBL X MSCI GREECE,,2025-11-28,0.0105
HLX,"HELIX ENERGY SOLUTIONS GROUP, INC.",,2025-11-28,0.0358
HYD,VANECK:HIGH YIELD MUNI,,2025-11-28,0.0018
ICL,ICL GROUP LTD,,2025-11-28,0.0371
INDA,ISHARES:MSCI INDIA,,2025-11-28,0.0092
IWD,ISHARES:RUSS 1000 VL ETF,,2025-11-28,0.0342
IWF,ISHARES:RUSS 1000 GR ETF,,2025-11-28,0.0412
IWM,ISHARES:RUSS 2000 ETF,,2025-11-28,0.0558
JNK,SPDR BBG HIGH YIELD BD,,2025-11-28,0.0092
MCHI,ISHARES:MSCI CHINA,,2025-11-28,0.021
MDY,SPDR S&P MIDCAP 400 ETF,,2025-11-28,0.0398
MP,MP MATERIALS CORP,,2025-11-28,0.1209
MTUM,ISHARES:MSCI USA MOM FCT,,2025-11-28,0.0522
MUB,ISHARES:NATL MUNI BOND,,2025-11-28,0.0025
NDX,NASDAQ 100 INDEX,,2025-11-28,0.0493
NORW,GLBL X MSCI NORWAY ETF,,2025-11-28,0.0297
NOV,NOV INC.,,2025-11-28,0.0274
NQ=F,NASDAQ 100 FUTURES,,2025-11-28,0.0465
OEF,ISHARES:S&P 100,,2025-11-28,0.0375
PAM,PAMPA ENERGIA SA,,2025-11-28,0.0618
PBR,BRAZILIAN PETROLEUM  - PETROBRAS,,2025-11-28,-0.0172
PFF,ISHARES:PREF AND INC SEC,,2025-11-28,0.0158
POWA,INVESCO BLOOMBERG PRICING POWER,,2025-11-28,0.0288
PPLT,ABRDN:PHYSICAL PLATINUM,,2025-11-28,0.1063
QAT,ISHARES:MSCI QATAR,,2025-11-28,0.0107
QQQ,INVESCO QQQ TRUST 1,,2025-11-28,0.0495
QUAL,ISHARES:MSCI USA QF,,2025-11-28,0.0318
RIG,TRANSOCEAN LTD,,2025-11-28,0.1337
ROKU,"ROKU, INC.",,2025-11-28,0.0372
RSP,INVESCO S&P500 EWGHT,,2025-11-28,0.0311
RUT,RUSSELL 2000 INDEX,,2025-11-28,0.0552
SBLK,STAR BULK CARRIERS CORP.,,2025-11-28,0.0397
SCHP,SCHWAB STR:US TIPS,,2025-11-28,0.0019
SD,"SANDRIDGE ENERGY, INC.",,2025-11-28,-0.0063
SDY,SPDR S&P DIVIDEND,,2025-11-28,0.018
SILJ,ETFMG PRIME JR SILVR MNR,,2025-11-28,0.2096
SLV,ISHARES:SILVER TRUST,,2025-11-28,0.1305
SMH,VANECK:SEMICONDUCTOR,,2025-11-28,0.0802
SOYB,TEUCRIUM:SOYBEAN,,2025-11-28,0.0094
SPHB,INVESCO S&P500 HI BE,,2025-11-28,0.0639
SPLV,INVESCO S&P500 LOWVL,,2025-11-28,0.0115
SPX,S&P 500 INDEX,,2025-11-28,0.0373
SPY,SPDR S&P 500 ETF,,2025-11-28,0.037
STLA,STELLANTIS NV,,2025-11-28,0.08
STNG,SCORPIO TANKERS INC.,,2025-11-28,-0.0729
TAGS,TEUCRIUM:AGRICULTURAL,,2025-11-28,0.0104
TDW,TIDEWATER INC.,,2025-11-28,0.005
TECK,TECK RESOURCES LIMITED,,2025-11-28,0.0755
THD,ISHARES:MSCI THAI,,2025-11-28,0.0204
TS,TENARIS SA,,2025-11-28,0.0068
TUR,ISHARES:MSCI TURKEY,,2025-11-28,-0.0083
URA,GLBL X URANIUM ETF,,2025-11-28,0.0887
URNM,SPROTT URANIUM MINERS,,2025-11-28,0.0943
VAL,VALARIS LIMITED,,2025-11-28,0.0415
VIX,CBOE MKT VOLATILITY IDX,,2025-11-28,-0.3022
VNM,VANECK:VIETNAM,,2025-11-28,0.035
VXN,CBOE NASDAQ MKT VOL NDX,,2025-11-28,-0.2687
WEAT,TEUCRIUM:WHEAT,,2025-11-28,-0.0053
XES,SPDR S&P OIL&GAS E&S,,2025-11-28,0.0432
XLB,SEL SECTOR:MATRLS SPDR,,2025-11-28,0.0353
XLC,SEL SECTOR:COMM SVC SPDR,,2025-11-28,0.0312
XLE,SEL SECTOR:ENERGY SPDR,,2025-11-28,0.0115
XLF,SEL SECTOR:FINL S SPDR,,2025-11-28,0.0321
XLI,SEL SECTOR:INDUST SPDR,,2025-11-28,0.0271
XLK,SEL SECTOR:TECH SPDR,,2025-11-28,0.0477
XLP,SEL SECTOR:C STP SPDR,,2025-11-28,0.0189
XLRE,SEL SECTOR:RL EST SPDR,,2025-11-28,0.0188
XLU,SEL SECTOR:UTIL SPDR,,2025-11-28,0.0281
XLV,SEL SECTOR:H CARE SPDR,,2025-11-28,0.0197
XLY,SEL SECTOR:C DSC SPDR,,2025-11-28,0.0486
XOP,SPDR S&P OIL&GAS EXP,,2025-11-28,0.033
