Date,Ticker,Ticker_name,Exposure,Category,model_score
2025-11-07,IT,"GARTNER, INC.",Information Technology,Information Technology,-28.0
2025-11-07,ITW,ILLINOIS TOOL WORKS INC.,Industrials,Industrials,-22.0
2025-11-07,IVZ,INVESCO LTD.,Financials,Financials,5.0
2025-11-07,IWD,ISHARES:RUSS 1000 VL ETF,,Sector & Style ETFs,-7.0
2025-11-07,IWF,ISHARES:RUSS 1000 GR ETF,,Sector & Style ETFs,6.0
2025-11-07,IWM,ISHARES:RUSS 2000 ETF,,Sector & Style ETFs,-9.0
2025-11-07,J,JACOBS SOLUTIONS INC.,Industrials,Industrials,29.0
2025-11-07,JBHT,"J. B. HUNT TRANSPORT SERVICES, INC.",Industrials,Industrials,-44.0
2025-11-07,JBL,JABIL INC.,Information Technology,Information Technology,16.0
2025-11-07,JCI,JOHNSON CONTROLS INTERNATIONAL PLC,Industrials,Industrials,3.0
2025-11-07,JKHY,"JACK HENRY & ASSOCIATES, INC.",Financials,Financials,-27.0
2025-11-07,JNJ,JOHNSON & JOHNSON,Health Care,Health Care,44.0
2025-11-07,JNK,SPDR BBG HIGH YIELD BD,,Bonds,-7.0
2025-11-07,JPM,JPMORGAN CHASE & CO.,Financials,Financials,47.0
2025-11-07,K,KELLANOVA,Consumer Staples,Consumer Staples,20.0
2025-11-07,KDP,KEURIG DR PEPPER INC.,Consumer Staples,Consumer Staples,-12.0
2025-11-07,KEY,KEYCORP,Financials,Financials,-7.0
2025-11-07,KEYS,"KEYSIGHT TECHNOLOGIES, INC.",Information Technology,Information Technology,-7.0
2025-11-07,KHC,THE KRAFT HEINZ COMPANY,Consumer Staples,Consumer Staples,-9.0
2025-11-07,KIM,KIMCO REALTY .,Real Estate,Real Estate,6.0
2025-11-07,KKR,KKR & CO. INC.,Financials,Financials,-42.0
2025-11-07,KLAC,KLA ,Information Technology,Information Technology,6.0
2025-11-07,KMB,KIMBERLY-CLARK ,Consumer Staples,Consumer Staples,0.0
2025-11-07,KMI,"KINDER MORGAN, INC.",Energy,Energy,18.0
2025-11-07,KMX,"CARMAX, INC.",Consumer Discretionary,Consumer Discretionary,11.0
2025-11-07,KO,THE COCA-COLA COMPANY,Consumer Staples,Consumer Staples,11.0
2025-11-07,KR,THE KROGER CO.,Consumer Staples,Consumer Staples,39.0
2025-11-07,KVUE,KENVUE INC.,Consumer Staples,Consumer Staples,-36.0
2025-11-07,L,LOEWS ,Financials,Financials,3.0
2025-11-07,LDOS,"LEIDOS HOLDINGS, INC.",Industrials,Industrials,29.0
2025-11-07,LEN,LENNAR ,Consumer Discretionary,Consumer Discretionary,-35.0
2025-11-07,LH,LABORATORY  OF AMERICA HOLDINGS,Health Care,Health Care,47.0
2025-11-07,LHX,"L3HARRIS TECHNOLOGIES, INC.",Industrials,Industrials,11.0
2025-11-07,LII,LENNOX INTERNATIONAL INC.,Industrials,Industrials,-21.0
2025-11-07,LIN,LINDE PUBLIC LIMITED COMPANY,Materials,Materials,50.0
2025-11-07,LKQ,LKQ ,Consumer Discretionary,Consumer Discretionary,-58.0
2025-11-07,LLY,ELI LILLY AND COMPANY,Health Care,Health Care,-7.0
2025-11-07,LMT,LOCKHEED MARTIN ,Industrials,Industrials,-9.0
2025-11-07,LNT,ALLIANT ENERGY ,Utilities,Utilities,39.0
2025-11-07,LOW,"LOWE'S COMPANIES, INC.",Consumer Discretionary,Consumer Discretionary,-8.0
2025-11-07,LQD,ISHARES:IBOXX $IG CORP,Bonds,Bonds,53.0
2025-11-07,LRCX,LAM RESEARCH ,Information Technology,Information Technology,39.0
2025-11-07,LULU,LULULEMON ATHLETICA INC.,Consumer Discretionary,Consumer Discretionary,38.0
2025-11-07,LUV,SOUTHWEST AIRLINES CO.,Industrials,Industrials,-5.0
2025-11-07,LVS,LAS VEGAS SANDS CORP.,Consumer Discretionary,Consumer Discretionary,-27.0
2025-11-07,LW,"LAMB WESTON HOLDINGS, INC.",Consumer Staples,Consumer Staples,-31.0
2025-11-07,LYB,LYONDELLBASELL INDUSTRIES NV,Materials,Materials,-7.0
2025-11-07,LYV,"LIVE NATION ENTERTAINMENT, INC.",Communication Services,Communication Services,2.0
2025-11-07,MA,MASTERCARD INC..,Financials,Financials,38.0
2025-11-07,MAA,"MID-AMERICA APARTMENT COMMUNITIES, INC.",Real Estate,Real Estate,30.0
2025-11-07,MAR,"MARRIOTT INTERNATIONAL, INC.",Consumer Discretionary,Consumer Discretionary,-43.0
2025-11-07,MAS,MASCO ,Industrials,Industrials,-8.0
